State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MI,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,4765756,4482823,4623465,4629256,4230789,3934004,3867961,3802649,4992266,5120540,4950292,2911608,3195805,3508327,3095191,5554294,4928055,9494522
MI,Residential Total Volume (Mcf),379838475,319700765,350735498,367728142,343681723,367764951,385567537,362024479,358623254,315769189,328431888,341753756,327112846,304329550,318003916,276777639,334211446,354712933,312097545,294151558,299158267,326961539,332253830
MI,Residential Sales Volume (Mcf),375484983,315791812,342928111,356413706,334753774,351851594,363262711,344625546,342514917,297353205,310389351,321088170,306381241,279790979,292967152,253615682,306263473,327010423,289728439,273210615,279511253,306152570,312755492
MI,Residential Transported Volume (Mcf),4353492,3908953,7807387,11314436,8927949,15913357,22304826,17398933,16108337,18415984,18042537,20665586,20731605,24538571,25036764,23161957,27947973,27702510,22369106,20940943,19647014,20808969,19498338
MI,Residential Sales Price (Dollars),5.24,5.36,4.9,5.33,7.13,6.61,7.8,9.18,11.13,12.62,11.36,12.21,11.52,10.6,9.92,9.31,8.96,9.23,9.0,8.33,8.24,8.12,7.62
MI,Residential Transported Price (Dollars),,,,,,,,,,,,2.17,2.23,2.67,2.9,3.15,3.01,2.96,3.24,3.34,3.44,3.51,3.44
MI,Residential Sales Revenue (Dollars),1953401997,1632800887,1759315801,1821414024,1932604944,2224383042,2655276924,2935551193,3612769561,3558560581,3433325386,3830565652,3452953673,3167172703,3067861737,2522641046,2783698821,3052554721,2553621892,2241889601,2341595934,2506423344,2526064490
MI,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,50831955,52111414,76375552,86001021,84228915,98712396,98598182,86609001,87095161,85874504,91510217,83912272
MI,Residential Total Customers,2859483,2903698,2949628,2999737,3011205,3110743,3140021,3161370,3187583,3193920,3188152,3172623,3169026,3152468,3153895,3161033,3180349,3192807,3213910,3240474,3269578,3294707,3322202
MI,Residential Sales Customers,2855776,2899463,2907611,2947969,2972548,3000027,3011079,3055802,3072498,3066542,3047529,3012162,3003578,2952550,2946507,2939693,2950315,2985315,3016548,3044485,3084550,3117141,3149074
MI,Residential Transported Customers,3707,4235,42017,51768,38657,110716,128942,105568,115085,127378,140623,160461,165448,199918,207388,221340,230034,207492,197362,195989,185028,177566,173128
MI,Commercial Total Volume (Mcf),192257752,163368153,179351133,186799784,173734123,176009708,186128813,175189521,174624507,153896185,163739958,172107724,163683282,152349727,163567166,144609042,171518810,186413283,168360255,158613147,162633902,180332546,181824523
MI,Commercial Sales Volume (Mcf),122518712,97524925,101568931,109811590,110232928,110715068,119439804,114890794,114200424,98470714,102355689,109404043,97998093,84947547,88547967,73764471,91272182,102939503,93689758,87263367,91336827,103215574,105802257
MI,Commercial Transported Volume (Mcf),69739040,65843228,77782202,76988194,63501195,65294640,66689009,60298727,60424083,55425471,61384269,62703681,65685189,67402180,75019199,70844571,80246628,83473780,74670497,71349780,71297075,77116972,76022266
MI,Commercial Sales Price (Dollars),4.97,4.95,4.52,5.21,6.68,6.13,7.41,8.38,10.0,11.15,10.64,11.47,10.6,9.69,9.01,8.23,8.02,8.43,7.98,7.03,7.2,7.03,6.46
MI,Commercial Transported Price (Dollars),,,,,,,,,,,,1.04,1.08,1.37,1.36,1.62,1.59,1.64,1.67,1.63,1.65,1.73,1.64
MI,Commercial Sales Revenue (Dollars),612342690,478041194,494438870,526898479,600089442,661365986,827823185,916359791,1134293284,1116282676,1062589542,1225424746,1004799101,849704157,809405852,615888561,713400315,852650455,703399178,601920598,640737929,713415046,720102714
MI,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,63332143,70522728,93917531,102183587,99808745,116600243,118469040,105571063,104472850,109504828,120252746,118711801
MI,Commercial Total Customers,221640,224506,227159,230558,225109,247818,246123,246991,253415,254923,253139,252382,252017,249309,249456,249994,250994,253127,254484,256378,258104,258134,259813
MI,Commercial Sales Customers,218921,217315,214846,220814,219204,234332,230557,234484,240566,236447,233009,232815,227767,217325,213995,212411,213532,219240,222427,225286,228739,230472,233359
MI,Commercial Transported Customers,2719,7191,12313,9744,5905,13486,15566,12507,12849,18476,20130,19567,24250,31984,35461,37583,37462,33887,32057,31092,29365,27662,26454
MI,Industrial Total Volume (Mcf),239638393,215134565,239392355,237029680,223854904,236132823,213252195,210501295,211538893,188508280,146584857,141181907,128504125,143350543,151083158,158590961,170833439,180829203,171195667,172006038,170189165,176250415,173618223
MI,Industrial Sales Volume (Mcf),26744351,23198439,26478321,24261419,25179844,24081907,23181254,22623429,21469086,19185742,18478387,17657917,15155824,12592697,14063204,11656477,12723416,13733109,11919783,10790150,11393903,12865864,12289721
MI,Industrial Transported Volume (Mcf),212894042,191936126,212914034,212768261,198675060,212050916,190070941,187877866,190069807,169322538,128106470,123523990,113348301,130757846,137019954,146934484,158110023,167096094,159275884,161215888,158795262,163384551,161328502
MI,Industrial Sales Price (Dollars),4.37,4.06,3.79,4.52,5.68,4.95,6.42,7.36,9.16,9.77,9.11,10.54,9.06,8.6,7.5,6.67,6.66,7.68,6.52,5.7,5.8,5.64,5.6
MI,Industrial Transported Price (Dollars),,,,,,,,,,,,0.59,0.66,0.62,0.59,0.59,0.57,0.56,0.59,0.64,0.58,0.57,0.57
MI,Industrial Sales Revenue (Dollars),108354016,90737748,97590232,94572156,120308474,116383866,128013767,155681609,185347837,189936541,174979459,181148656,145909425,116541557,116266748,86061621,88687552,107626474,78635860,62050520,67967484,76991294,73858146
MI,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,65642803,75680975,90407731,88415930,92755188,96838256,100621605,103273351,112753670,108811296,117382323,115803911
MI,Industrial Total Customers,12232,11888,11842,11384,11210,10468,10378,10088,10049,9885,9728,10563,18186,9332,9088,8833,8497,8156,7761,7652,7325,7076,6729
MI,Industrial Sales Customers,10623,10095,10111,9797,9729,9062,8936,8669,8600,8482,8404,8382,8576,8074,7759,7406,6967,6712,6305,6125,5895,5676,5382
MI,Industrial Transported Customers,1609,1793,1731,1587,1481,1406,1442,1419,1449,1403,1324,2181,9610,1258,1329,1427,1530,1444,1456,1527,1430,1400,1347
MI,Electric Total Volume (Mcf),121655658,113680149,111853022,96841083,102389421,101025962,80363349,100885712,76819188,64938607,106316864,85829723,83345433,113533270,119844899,190504031,113715297,111886059,170156573,248894422,218188646,254331953,270324763
MI,Electric Sales Volume (Mcf),576792,1378113,1737197,538216,513674,1006809,916252,393511,1023320,560994,637049,486475,1578890,58364,250791,301897,439880,749271,358739,390707,598155,1135465,982997
MI,Electric Transported Volume (Mcf),121078866,112302036,110115825,96302867,101875747,100019153,79447097,100492201,75795868,64377613,105679815,85343248,81766543,113474906,119594108,190202134,113275417,111136788,169797834,248503715,217590491,253196488,269341766
MI,Electric Sales Price (Dollars),3.52,3.11,3.1,3.94,5.64,4.39,6.34,7.29,7.01,8.23,9.54,9.59,11.7,17.94,6.44,5.39,11.2,8.22,19.07,11.02,12.23,5.75,5.6
MI,Electric Transported Price (Dollars),,,,,,,,,,,,0.44,0.69,0.41,0.49,0.37,0.53,0.6,0.57,0.26,0.47,0.32,0.4
MI,Electric Sales Revenue (Dollars),2129355,3566993,5012157,1823591,2449125,4486925,5873392,2730855,8564140,5224991,5628125,4654055,14694690,989078,1615673,1628058,3239590,6076042,1992101,2537589,3769360,6137342,5441531
MI,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,32089096,21572812,23737079,22353645,24433510,22549310,23871529,25223458,24276244,26701041,27098317,28268366
MI,Electric Total Customers,88,92,89,88,89,94,99,99,98,104,118,112,120,31,33,34,37,37,31,35,33,35,33
MI,Electric Sales Customers,77,80,80,77,77,82,86,86,86,90,92,88,92,1,2,2,5,7,5,8,8,10,8
MI,Electric Transported Customers,11,12,9,11,12,12,13,13,12,14,26,24,28,30,31,32,32,30,26,27,25,25,25
MI,Vehicle Fuel Total Volume (Mcf),42062,31446,31612,31020,5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6618,0,0,0
MI,Vehicle Fuel Sales Volume (Mcf),42062,31446,31612,31020,5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6618,0,0,0
MI,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Vehicle Fuel Sales Price (Dollars),3.42,3.5,3.65,3.36,3.5,,,,,,,,,,,,,,,5.42,,,
MI,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
MI,Vehicle Fuel Sales Revenue (Dollars),168652,110271,117797,111324,18612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35861,0,0,0
MI,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Vehicle Fuel Total Customers,210,208,208,207,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MI,Vehicle Fuel Sales Customers,210,208,208,207,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
