State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SC,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,571044,410074,436502,321749,306962,430851,408306,387903,547095,266084,221591,206432,363239,357489,272738,308180,389883,167387
SC,Residential Total Volume (Mcf),25741076,25429763,25668920,29056780,27484889,27621416,29153564,29314427,28537009,24927580,25158144,27100470,27160373,32430053,26850931,22833804,28642468,31903752,28414274,27561896,25538065,31994066,28871065
SC,Residential Sales Volume (Mcf),25741076,25429763,25668920,29056780,27484889,27621416,29153564,29314427,28537009,24927580,25158144,27100470,27160373,32430053,26850931,22833804,28642468,31903752,28414274,27561896,25538065,31994066,28871065
SC,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Residential Sales Price (Dollars),7.6,7.56,7.74,8.28,11.51,9.56,10.86,11.87,14.58,16.41,15.37,15.89,14.12,12.53,12.01,12.16,11.89,12.21,12.16,11.97,13.04,12.54,13.07
SC,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
SC,Residential Sales Revenue (Dollars),215418409,211170064,217067895,265821845,332309821,268681925,321190350,351678923,423583996,432708587,431543151,456444737,405082275,421856197,347279892,302519021,361123435,403571999,358542038,347932791,369598785,430541282,379274556
SC,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Residential Total Customers,443093,460141,473799,489340,501161,508686,516362,527008,541523,554953,570213,561196,565774,570797,576594,583633,593286,605644,641163,655996,675713,693989,682839
SC,Residential Sales Customers,443093,460141,473799,489340,501161,508686,516362,527008,541523,554953,570213,561196,565774,570797,576594,583633,593286,605644,641163,655996,675713,693989,682839
SC,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,Commercial Total Volume (Mcf),19560139,19828159,20566370,22105376,20742947,21028819,22365402,22254564,22048113,20691403,20927368,22283296,21953457,24118959,22112854,21415970,23862179,25397627,23752110,23733561,23128422,25551333,24926175
SC,Commercial Sales Volume (Mcf),19324902,19416496,19977004,21825532,20226285,20718374,21603268,21455966,21205213,19664581,19860428,21146679,20524941,22371087,20140123,19409400,21893154,23565471,21819059,21744848,21137454,23509213,22745119
SC,Commercial Transported Volume (Mcf),235237,411663,589366,279844,516662,310445,762134,798598,842900,1026822,1066940,1136617,1428516,1747872,1972731,2006570,1969025,1832156,1933051,1988713,1990968,2042120,2181056
SC,Commercial Sales Price (Dollars),6.6,6.54,6.49,7.45,10.62,8.58,9.91,10.9,14.18,14.87,14.17,15.45,12.69,11.47,10.95,9.66,10.31,10.81,10.6,10.32,10.57,10.64,10.62
SC,Commercial Transported Price (Dollars),,,,,,,,,,,,1.63,1.63,1.33,1.43,1.67,1.74,1.82,1.54,1.78,1.77,1.76,1.62
SC,Commercial Sales Revenue (Dollars),130281389,125730848,130674862,168588947,202858050,164048494,207761447,231947883,291352356,277151239,268910481,301573464,228997047,231271121,194964396,168195886,199135793,224987275,185904232,183072993,196995528,220214757,195150531
SC,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,2072646,2505966,2803971,3138816,3332314,3360900,3218319,3389112,3488547,3515023,3638842,3555886
SC,Commercial Total Customers,50817,52237,53436,54794,55257,55608,55909,56049,56974,57452,57544,56317,55850,55853,55846,55908,55997,56323,58703,59085,59109,59799,58152
SC,Commercial Sales Customers,50806,52190,53391,54793,55256,55603,55872,56003,56936,57410,57503,56261,55782,55776,55760,55815,55902,56225,58600,58987,59013,59700,58051
SC,Commercial Transported Customers,11,47,45,1,1,5,37,46,38,42,41,56,68,77,86,93,95,98,103,98,96,99,101
SC,Industrial Total Volume (Mcf),102928676,102323921,102635029,97295354,79673826,96267576,78807439,78420789,74002352,77170697,76286070,71924393,64654871,73397217,76972516,81164994,83730002,83443285,84898273,88147581,92197760,96484769,94906758
SC,Industrial Sales Volume (Mcf),89403685,88721510,88399648,84165008,65435826,84396829,61826985,60989716,57250143,55063844,36102349,34026656,30762486,34049914,34946848,36636006,38142615,36454651,36447231,36374430,37587309,38958934,35509773
SC,Industrial Transported Volume (Mcf),13524991,13602411,14235381,13130346,14238000,11870747,16980454,17431073,16752209,22106853,40183721,37897737,33892385,39347303,42025668,44528988,45587387,46988634,48451042,51773151,54610451,57525835,59396985
SC,Industrial Sales Price (Dollars),4.14,3.63,3.8,5.27,6.16,4.95,7.07,7.92,10.4,9.78,9.07,11.14,7.0,6.54,6.0,4.91,5.73,6.8,5.34,4.65,5.2,5.42,5.25
SC,Industrial Transported Price (Dollars),,,,,,,,,,,,0.84,0.75,0.82,0.78,1.02,1.2,1.36,1.06,1.93,1.38,1.34,1.1
SC,Industrial Sales Revenue (Dollars),332641458,291845388,299527066,414763901,363212490,378775258,422457249,468827173,573626121,507293787,319009681,375160344,186479632,208280315,195540851,157712605,200901016,223780952,169195472,152942721,182698350,191831991,165807637
SC,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,19139604,18362871,18549403,19765724,13994005,15089855,15406129,15514774,16828904,17492664,18873077,15311817
SC,Industrial Total Customers,1764,1728,1768,1715,1702,1563,1574,1528,1535,1528,1472,1426,1358,1325,1329,1435,1452,1442,1457,1457,1435,1437,1393
SC,Industrial Sales Customers,1444,1447,1495,1508,1486,1389,1382,1352,1344,1317,1271,1235,1177,1139,1137,1215,1223,1215,1238,1236,1210,1202,1161
