,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Washington, Annual (Dollars per Thousand Cubic Feet)",4.16,5.31,3.83,5.13,6.15,7.95,7.87,7.14,8.11,6.59,6.29,5.55,4.48,4.89,5.82,4.42,3.66,3.51,3.65,4.25
"Washington Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",7.16,9.79,9.33,8.43,9.91,11.8,13.36,13.86,13.06,13.95,12.24,12.3,11.87,11.37,10.59,11.81,10.78,10.62,10.28,9.82
"Washington Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",6.02,8.62,8.24,7.38,9.4,10.43,11.97,12.38,11.49,12.26,10.49,10.4,9.82,9.21,9.03,9.78,8.49,8.3,7.9,7.49
"Electricity price in the residential sector, Washington (Dollars per million Btu)",15.04,16.7,18.44,18.49,18.68,19.18,20.0,21.28,22.11,22.49,23.56,24.26,24.99,25.49,25.4,26.65,27.8,28.3,28.58,28.45
"Electricity price in the commercial sector, Washington (Dollars per million Btu)",13.74,15.67,17.5,17.78,18.09,18.54,19.44,19.2,19.85,20.44,21.6,21.96,22.5,22.8,23.35,24.09,24.7,25.11,25.55,25.65
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),2.801917912170012,3.677222719858558,2.694631434014074,3.6921921510797837,4.544379295373025,6.072186322867324,6.2047441649423245,5.790803002507305,6.828435183627808,5.530869381544515,5.365468193215022,4.88287894137757,4.023208333170353,4.455786867355361,5.388872025753659,4.097541746038576,3.435978846326857,3.365606349231184,3.585024623219755,4.25
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),4.82253179113877,6.779662980680844,6.564206600352821,6.067286517271458,7.322731514983199,9.012804856582948,10.533085393091417,11.240970534278887,10.996222379553537,11.7079860201132,10.440911078688691,10.821515491701645,10.659706007752696,10.360387869494978,9.805524871603307,10.948409054460539,10.120178132077463,10.183116646391788,10.097000856629885,9.82
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),4.0546985171306416,5.9694274661357385,5.797327158296597,5.3115746734831975,6.9458805490254365,7.966402936793232,9.437203005636547,10.040636018353004,9.674318157815476,10.289599183267946,8.94813375943173,9.149899277536349,8.818728980297514,8.392187535448441,8.36108494717449,9.066506397343273,7.97034437303689,7.95855632439283,7.7593683625852234,7.49
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),10.130010913230043,11.564900079404506,12.973630194052094,13.3077257063285,13.803090282531398,14.64962687705601,15.768091905825475,17.25886385061001,18.616116141801584,18.875455598017624,20.097047795253722,21.343899660868445,22.44195898346587,23.226586349465876,23.518444923392256,24.705766409938473,26.098418559531865,27.135800479556274,28.071233899074134,28.45
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),9.254411565676914,10.851615823010096,12.312284620168743,12.796720554814534,13.367125439560654,14.160796783139647,15.326585332462361,15.57190723363309,16.713247644267817,17.154927186459773,18.425137197685928,19.320364243720984,20.2058454232886,20.775447970491253,21.620302715008236,22.33252956155414,23.188163252533705,24.077030036807702,25.095172362538285,25.65
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
