,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in North Carolina, Annual (Dollars per Thousand Cubic Feet)",5.09,6.74,4.52,6.79,7.45,10.11,9.42,8.55,10.32,6.44,6.02,5.45,4.0,4.63,5.41,3.81,3.44,3.92,4.13,3.85
"North Carolina Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",9.53,12.34,9.37,11.48,12.7,15.38,16.93,15.7,16.58,14.25,12.5,12.55,12.19,11.83,11.88,11.57,11.31,13.29,12.11,12.88
"North Carolina Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",7.61,10.14,7.25,9.79,10.45,12.93,14.06,12.77,14.19,11.63,10.18,9.64,8.62,8.81,9.12,8.27,7.71,8.92,8.48,8.76
"Electricity price in the residential sector, North Carolina (Dollars per million Btu)",23.36,23.79,24.02,24.39,24.76,25.37,26.72,27.54,27.89,29.29,29.65,30.06,31.96,32.16,32.54,33.06,32.32,32.05,32.51,33.46
"Electricity price in the commercial sector, North Carolina (Dollars per million Btu)",18.67,18.86,19.12,19.48,19.63,20.09,21.0,21.77,22.13,23.39,23.91,23.84,25.39,25.67,25.65,25.58,25.26,24.74,25.14,25.81
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),7.557109331443969,9.732725680911873,6.424477864199658,9.434151467391304,10.08223500328202,13.236500944860113,11.9481799779716,10.54206126051393,12.256863798117573,7.6732240579777695,7.057315156184082,6.194603708824798,4.4541566123369885,5.081190073491534,5.842818283589971,4.109830001434586,3.6642833274306783,4.0881786436916645,4.2048525698720045,3.85
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),14.14916540838134,17.819263338642806,13.317999466272301,15.950524130434784,17.187165710292838,20.136239815227356,21.47374596890225,19.35793705147002,19.691744357828423,16.978795469904224,14.653893596727746,14.264637898302974,13.574042276096971,12.982824745011847,12.830440149546924,12.480507379684559,12.04739663757005,13.860177085373016,12.329482959116216,12.88
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),11.298546564300317,14.64240925881994,10.304748786603435,13.602406902173913,14.142195407288202,16.928581327105963,17.83348306690878,15.745277461609692,16.85318772241166,13.857080092279729,11.934130945175076,10.95706050515065,9.59870749958621,9.66852798001305,9.849630821874404,8.920812102851452,8.212681527468177,9.302692219828993,8.633692443708135,8.76
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),34.68252926965248,34.35334479953909,34.14069873851235,33.88791668478261,33.508206534397694,33.215630956587646,33.891228132845136,33.956534165444864,33.12441195053286,34.89887153077156,34.759035611438215,34.16693348390338,35.58871133257254,35.29396819945739,35.143309971907144,35.661674500637126,34.427220099581255,33.425032023040266,33.09921478124428,33.46
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),27.719298864058725,27.234303611572393,27.176109903428646,27.06587195652174,26.56567424354712,26.30279960259542,26.63607001458637,26.842184051624354,26.283371691118397,27.869054459021743,28.029967671820835,27.097128884107004,28.272759096809036,28.171522502489783,27.702086686521763,27.593031873148746,26.906917689214808,25.801413174727493,25.59564009844605,25.81
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
