,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",NC,253856,251356,246652,229511,240922,234345,228088,209337,196205,187653
8,"Household Income: $100,000 to $124,999",NC,218660,236251,244521,248263,257631,271840,288626,306991,326305,350665
9,"Household Income: $125,000 to $149,999",NC,113385,132051,130017,128655,143628,158795,160589,188166,195603,207679
10,"Household Income: $15,000 to $19,999",NC,223616,236068,224673,229997,219935,228916,209825,203207,194513,187757
11,"Household Income: $150,000 to $199,999",NC,105589,121277,116831,134823,140075,150301,166800,195515,192509,224461
12,"Household Income: $20,000 to $24,999",NC,238978,236953,236016,233142,232999,227496,212659,216835,219228,200849
13,"Household Income: $200,000 or more",NC,97793,105735,117469,133573,134873,154919,169392,193320,225940,242770
14,"Household Income: $25,000 to $29,999",NC,218817,225042,216816,224019,224295,216961,206371,199697,202213,196035
15,"Household Income: $30,000 to $34,999",NC,225747,223253,223597,222034,220161,226490,215759,208202,208949,194732
16,"Household Income: $35,000 to $39,999",NC,199651,188391,194945,198246,198367,196231,190497,190186,205633,187488
17,"Household Income: $40,000 to $44,999",NC,199888,192080,190986,192135,199231,198719,199257,199310,198629,195142
18,"Household Income: $45,000 to $49,999",NC,174663,163757,170069,174411,176983,171321,170320,169249,168462,176142
19,"Household Income: $50,000 to $59,999",NC,304659,301496,309738,314485,308399,312536,318567,319960,329455,317444
20,"Household Income: $60,000 to $74,999",NC,370330,359417,365734,363952,367974,370829,395160,405994,400895,412432
21,"Household Income: $75,000 to $99,999",NC,396069,387130,416883,415835,424506,439110,468022,476266,487763,513941
22,"Household Income: Less than $10,000",NC,329158,323107,326378,314399,300641,284936,282491,272834,259160,251158
23,Household Income: Total:,NC,3670859,3683364,3731325,3757480,3790620,3843745,3882423,3955069,4011462,4046348
24,Median Household Income,NC,43326.0,43916.0,45150.0,45906.0,46556.0,47830.0,50584.0,52752.0,53855.0,57341.0
