,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Maryland (million metric tons CO2)",21.88499,19.548265,20.236098,21.684645,25.21405,23.919263,25.74888,27.048663,28.251892,27.756581,27.190963,26.121737,23.582958,24.838943,25.516986,27.514934,27.797111,27.523521,28.900325,29.055246,29.733412,30.352676,31.066516,31.466543,31.243855,31.466521,30.974182,31.297726,29.517724,25.470139,25.39444,23.01882,18.353251,17.484783,19.206648,15.842882,15.552734,10.207412,11.85247,,
"Total carbon dioxide emissions from all sectors, natural gas, Maryland (million metric tons CO2)",8.672112,9.430398,8.533263,7.888784,8.654869,8.275036,8.384704,9.246875,9.467113,10.590907,9.58145,9.711227,10.085701,9.921225,10.187623,10.568941,10.703334,11.629703,10.374701,10.772626,11.63851,9.814263,10.799101,10.850619,10.713627,11.260163,10.039436,11.072661,10.766842,10.811941,11.552824,10.570108,11.496212,10.942248,11.570545,12.03495,12.213326,12.380932,16.629498,,
"Total carbon dioxide emissions from all sectors, petroleum, Maryland (million metric tons CO2)",37.333605,34.114436,32.345382,32.841777,34.604711,32.274399,31.985915,34.086763,35.633265,38.887203,33.640119,33.363891,33.339028,34.695316,34.808593,31.908906,33.645508,33.334049,35.885802,37.792956,36.240733,37.156901,35.497712,37.970997,39.047555,40.42908,37.156136,36.147354,34.39055,35.108001,33.103434,31.78205,30.896768,31.639644,31.684544,32.610392,30.817865,30.255162,31.014315,,
"Residential carbon dioxide emissions, all fuels, Maryland (million metric tons CO2)",7.933745,7.126359,6.73928,6.534068,7.73629,6.852291,6.794038,7.307345,7.766856,7.1211,6.180423,6.242877,6.701021,7.054006,7.003532,6.88881,7.756825,7.030215,6.240146,6.640961,7.168008,6.458915,6.730014,7.420478,7.122904,7.16081,5.886652,6.483798,6.328659,6.456964,6.551741,5.89732,5.210895,6.205116,6.95888,6.549233,5.496806,5.37288,6.298299,,
"Commercial carbon dioxide emissions, all fuels, Maryland (million metric tons CO2)",3.525636,2.707421,2.99642,3.485911,3.47852,2.777999,2.847358,3.724354,3.072753,3.364827,2.934965,3.525634,4.025609,3.894071,4.266404,4.77147,4.269414,4.20779,4.676366,4.512314,4.677811,4.832601,4.850866,5.315518,5.164016,4.988999,4.555979,4.65606,4.66684,4.753312,4.565288,4.565643,4.378484,4.711303,5.068399,5.352304,5.165687,5.238592,5.625829,,
"Industrial carbon dioxide emissions, all fuels, Maryland (million metric tons CO2)",15.109661,14.18287,12.216136,12.539932,14.689309,12.521139,11.784036,12.489836,12.264637,12.013844,11.187126,9.294555,6.314488,6.485144,6.503121,6.197877,6.830583,7.191379,6.103927,5.943834,5.990261,6.742418,6.472459,6.208622,6.516362,6.589206,6.251245,5.694883,5.514333,4.643742,4.478052,4.381327,3.910092,3.325238,3.519689,3.321666,3.046816,3.003475,3.002261,,
"Transportation carbon dioxide emissions, all fuels, Maryland (million metric tons CO2)",22.819471,23.198651,22.405247,21.796375,21.914252,22.568353,23.158343,24.091653,25.004649,25.714675,23.576219,23.95695,24.555178,24.339407,24.301787,24.67725,25.326152,26.066003,26.855289,28.282657,28.462751,28.628644,28.22381,29.288131,30.938301,31.855594,31.785681,31.178344,29.978674,30.939716,29.278933,28.265781,28.062106,28.285659,27.676596,28.426664,27.55103,27.354361,28.420386,,
"Electric power carbon dioxide emissions, natural gas, Maryland (million metric tons CO2)",0.283906,0.323009,0.050881,0.09789,0.070353,0.074598,0.123145,0.650634,0.294995,1.256859,1.14873,1.171916,0.838295,0.554707,0.839516,1.036568,0.652915,0.854,1.185657,1.256647,1.598014,0.960166,1.232029,0.605324,0.664906,1.139233,1.212133,1.279196,1.089625,1.002983,1.685929,1.145334,2.700956,1.376714,1.134882,2.219466,2.760485,2.814762,5.375383,,
"Residential carbon dioxide emissions, natural gas, Maryland (million metric tons CO2)",3.68399,3.788564,3.64563,3.50556,3.974528,3.752698,3.950652,3.874463,4.100803,4.1129,3.620269,3.765219,4.093003,4.190681,4.191583,4.163357,4.669464,4.250794,3.743731,4.104729,4.607706,3.89107,4.405295,4.993481,4.751649,4.768733,3.924761,4.592426,4.459572,4.545205,4.562502,4.244162,3.873349,4.613436,5.060916,4.641132,4.24013,4.211426,4.786826,,
"Commercial carbon dioxide emissions, natural gas, Maryland (million metric tons CO2)",1.546337,1.724448,1.667306,1.666085,1.377192,1.324082,1.308696,1.400431,1.41656,1.473543,1.310765,2.072924,2.313642,2.378743,2.412381,2.54932,2.50263,2.731569,3.155811,3.186371,3.050652,3.291689,3.518771,3.885817,3.861252,3.87632,3.458446,3.898816,3.86799,3.798857,3.676721,3.680753,3.531929,3.93829,4.183412,3.93203,3.930862,4.01639,4.283371,,
"Industrial carbon dioxide emissions, natural gas, Maryland (million metric tons CO2)",2.944486,3.46667,3.035372,2.505495,3.117451,3.000301,2.888776,3.204941,3.51389,3.62759,3.370743,2.564176,2.708967,2.662649,2.606727,2.662967,2.731039,3.617669,2.119614,2.040825,2.195697,1.508879,1.494606,1.202211,1.284979,1.321695,1.266091,1.123263,1.162047,1.315009,1.271981,1.15706,0.970513,0.774362,0.823546,0.827047,0.858669,0.874851,0.896233,,
