,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Ohio (million metric tons CO2)",142.416874,143.153811,130.136694,123.692518,127.520098,130.188274,134.267908,134.393582,138.462307,137.944689,135.333972,134.437569,134.791093,135.689143,131.353664,130.966924,137.40263,133.58101,137.803509,131.492046,135.982406,129.688938,133.19773,137.787453,132.824026,141.427078,138.332039,139.597441,137.188016,120.869712,129.152859,116.50148,97.013595,105.154663,100.705469,82.40976,78.58015,77.210106,68.301453,,
"Total carbon dioxide emissions from all sectors, natural gas, Ohio (million metric tons CO2)",48.352238,47.239375,44.41416,40.995454,43.206856,40.608246,39.779077,39.638583,44.43586,45.008607,41.203277,42.409838,44.531787,45.926434,46.30945,49.021283,51.388512,49.780311,44.773142,46.3268,49.259189,44.462707,45.763073,46.633255,45.783075,45.707204,40.923191,44.365242,43.715457,40.92266,43.026941,45.04893,46.155692,50.200255,56.212424,54.766046,52.760398,53.83644,64.319483,,
"Total carbon dioxide emissions from all sectors, petroleum, Ohio (million metric tons CO2)",86.41125,79.613662,73.872345,72.599671,71.941609,70.982907,69.983878,72.006535,72.634153,72.886482,69.572296,67.686897,69.659589,71.978097,72.258145,72.263614,76.033355,76.948014,76.197416,79.960716,80.14402,80.415966,82.027878,84.662685,85.600808,85.181942,85.626425,84.731053,80.314025,74.521661,76.317593,75.187343,73.423369,75.616034,76.024483,76.816715,76.337713,75.845599,76.219293,,
"Residential carbon dioxide emissions, all fuels, Ohio (million metric tons CO2)",25.672608,24.256315,23.353392,20.819516,22.499425,21.725264,22.068666,21.882096,23.262105,23.815317,20.584648,21.149297,22.183119,23.116252,22.345256,23.013238,24.342277,23.000273,19.339917,21.329188,22.046829,19.495318,20.528633,21.974428,20.687215,20.489946,17.222605,18.886965,19.205948,18.421508,17.591682,17.569366,15.256752,17.974951,19.792452,17.850303,16.193352,16.373809,18.864463,,
"Commercial carbon dioxide emissions, all fuels, Ohio (million metric tons CO2)",12.143419,11.723766,11.359934,11.565017,13.188705,10.92515,11.487608,11.580026,12.487437,11.798344,10.589489,10.561495,11.135286,11.168708,11.160059,11.612846,12.820331,12.502048,10.559505,10.881723,11.550067,11.142433,11.095029,11.489701,11.560615,10.960916,9.386815,10.29888,11.055604,10.842027,10.523991,10.56375,9.584035,10.834544,11.736936,11.824315,10.995805,11.169938,12.423212,,
"Industrial carbon dioxide emissions, all fuels, Ohio (million metric tons CO2)",78.20585,76.182642,61.979068,55.34254,54.735691,52.023724,48.444301,49.565282,53.002131,49.699767,48.36806,44.367658,46.029474,43.993324,44.291979,43.213672,42.680231,41.048827,39.904708,39.514473,37.563378,36.46407,34.873727,36.412768,35.359453,36.110315,36.819216,35.897715,34.672934,29.130027,34.202243,33.41801,35.253389,36.963177,39.165515,37.397686,36.374566,36.838398,37.607648,,
"Transportation carbon dioxide emissions, all fuels, Ohio (million metric tons CO2)",55.786119,54.052144,51.95754,51.715866,52.421995,53.037785,54.76565,56.318287,56.830535,57.102189,55.713441,55.067421,54.398901,57.271972,57.853872,58.975627,61.975274,63.72343,64.534837,66.335234,68.231653,68.032099,68.617806,69.254285,70.937933,70.495979,71.189602,71.520445,67.36802,62.844035,64.117883,63.362838,61.421102,62.606219,63.509933,63.518867,62.746126,62.815525,62.560649,,
"Electric power carbon dioxide emissions, natural gas, Ohio (million metric tons CO2)",0.250693,0.10988,0.066162,0.056081,0.037352,0.037617,0.032736,0.046637,0.052314,0.052844,0.067276,0.173389,0.161717,0.149036,0.161398,0.404928,0.157207,0.188935,0.432836,0.616837,0.547492,0.569988,1.234894,1.029459,0.996723,1.525538,1.268054,2.042469,1.288375,2.063957,3.174752,5.065744,9.330068,8.849481,9.680348,11.708068,11.942207,11.655382,18.113493,,
"Residential carbon dioxide emissions, natural gas, Ohio (million metric tons CO2)",21.22707,20.47027,20.169916,18.085161,19.273577,18.146176,18.164587,18.102139,19.346954,19.856086,17.013681,17.82322,18.723538,19.50257,18.89072,19.704822,20.643606,19.659246,16.36761,17.511777,19.018374,17.062387,17.702304,18.856711,17.79388,17.865824,15.012384,16.486298,16.917171,16.158249,15.570434,15.656863,13.760671,16.367982,18.034385,16.200959,14.585012,14.729167,17.046364,,
"Commercial carbon dioxide emissions, natural gas, Ohio (million metric tons CO2)",8.960157,8.7448,8.607861,7.876474,8.547482,7.938392,7.720859,8.149663,8.762096,8.929649,7.918708,8.328676,8.830274,9.034701,9.177583,9.647665,10.462456,10.193724,8.644151,9.221779,9.838616,9.54256,8.995227,9.873209,9.442071,9.228783,8.1017,8.837065,9.220506,8.874683,8.584091,8.832078,7.979935,9.260245,10.301058,9.460375,8.693016,8.937714,10.125653,,
"Industrial carbon dioxide emissions, natural gas, Ohio (million metric tons CO2)",17.298171,17.216358,14.812148,14.417884,14.662847,14.027334,13.378928,12.717365,15.722494,15.595317,15.648852,15.579666,16.28447,16.667115,17.088067,18.280197,19.00129,18.635199,18.336225,17.99332,18.806519,16.401248,16.907621,16.020195,16.801826,16.32299,15.844365,16.22632,15.655855,12.902745,14.821645,14.709271,14.555831,15.153727,17.338441,16.241229,16.483327,16.82029,17.385343,,
