,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
49,Year Built: 1940-1949,ME,36784,33790,34652,35714,38060,35205,32809,34406,34879,35473
50,Year Built: 1950-1959,ME,52340,58900,54589,52478,55388,49906,52532,50080,57135,56811
51,Year Built: 1960-1969,ME,54253,52438,52738,53545,55084,55524,51683,51736,51658,48559
52,Year Built: 1970-1979,ME,101240,102454,101542,104594,102938,104255,97440,98797,109901,103261
53,Year Built: 1980-1989,ME,109178,110384,106362,105623,108820,106665,104656,101916,104290,112227
54,Year Built: 1990-1999,ME,89041,88911,88185,87931,89944,85817,91225,86994,92723,91374
55,Year Built: 2000-2009,ME,53783,56486,88904,91122,92955,91974,106570,107005,87372,87255
56,Year Built: 2010-2013,ME,30730,36809,5924,7520,10170,11495,16415,21621,18980,15917
57,Year Built: 2014 or later,ME,,,,,,1729.0,6893.0,11254.0,16543.0,20474.0
58,Year Built: before 1940,ME,194868,185478,191291,184613,174334,186822,170563,178835,173111,179613
