,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
2676,WA,53025,Grant,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,33.1311983,TON
8406,WA,53001,Adams,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.2604486552,TON
10743,WA,53067,Thurston,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
11121,WA,53057,Skagit,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.12449369999999998,TON
14885,WA,53029,Island,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.03267459,TON
16443,WA,53013,Columbia,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.002432361,TON
18729,WA,53015,Cowlitz,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,6.746784,TON
30861,WA,53063,Spokane,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.10488910900000001,TON
35482,WA,53033,King,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
37224,WA,53069,Wahkiakum,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.001082804,TON
39175,WA,53057,Skagit,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,283.3197771,TON
42151,WA,53073,Whatcom,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,11.298565400000001,TON
43994,WA,53005,Benton,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0574350764,TON
46602,WA,53077,Yakima,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,2933.409225,TON
47092,WA,53009,Clallam,Fuel Comb - Residential - Oil,Ammonia,CAP,0.024557142999999997,TON
49664,WA,53033,King,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.29361709999999996,TON
50820,WA,53039,Klickitat,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
53733,WA,53019,Ferry,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0223470252,TON
54353,WA,53031,Jefferson,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.03396933,TON
54762,WA,53063,Spokane,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
54816,WA,53043,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.00704483,TON
54906,WA,53047,Okanogan,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.0441833,TON
57912,WA,53017,Douglas,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.03751609,TON
64350,WA,53009,Clallam,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,33.630607399999995,TON
68112,WA,53003,Asotin,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.001170851,TON
71606,WA,53063,Spokane,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,2.406039,TON
73974,WA,53037,Kittitas,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0701960368,TON
75322,WA,53007,Chelan,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,29.18565,TON
75323,WA,53007,Chelan,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.1751139,TON
77218,WA,53007,Chelan,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,219.90186804,TON
77219,WA,53013,Columbia,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,11.868774105999998,TON
80060,WA,53061,Snohomish,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.427869677,TON
81638,WA,53031,Jefferson,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.00041494748,TON
83791,WA,53049,Pacific,Commercial Cooking,Volatile Organic Compounds,CAP,1.377783737,TON
87052,WA,53047,Okanogan,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.00116700849,TON
87299,WA,53003,Asotin,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001756277,TON
87771,WA,53047,Okanogan,Commercial Cooking,Volatile Organic Compounds,CAP,1.8744042280000002,TON
87796,WA,53041,Lewis,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0568536,TON
89926,WA,53003,Asotin,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.003699348,TON
90156,WA,53057,Skagit,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.6145687,TON
92816,WA,53013,Columbia,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
93197,WA,53037,Kittitas,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.6917109095999999,TON
96291,WA,53051,Pend Oreille,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,1.3661051e-05,TON
97658,WA,53057,Skagit,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.139877186,TON
106603,WA,53031,Jefferson,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
106885,WA,53015,Cowlitz,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.47236385799999997,TON
107624,WA,53027,Grays Harbor,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0009016296199999999,TON
109673,WA,53059,Skamania,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.1433392,TON
109930,WA,53053,Pierce,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,2.584673,TON
110485,WA,53011,Clark,Fuel Comb - Residential - Other,Ammonia,CAP,0.04625095,TON
110851,WA,53029,Island,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.163373,TON
112238,WA,53063,Spokane,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
112418,WA,53017,Douglas,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.01199983,TON
115059,WA,53045,Mason,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0012437856900000001,TON
118926,WA,53073,Whatcom,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,5.981423400000001,TON
124667,WA,53015,Cowlitz,Commercial Cooking,Volatile Organic Compounds,CAP,6.45049907,TON
