,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
1592,NM,35033,Mora,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.008470426999999999,TON
5064,NM,35028,Los Alamos,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.01608995,TON
10353,NM,35005,Chaves,Fuel Comb - Residential - Wood,Ammonia,CAP,6.094312454,TON
10365,NM,35023,Hidalgo,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.01456155,TON
11778,NM,35013,Dona Ana,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.9264798000000001,TON
12452,NM,35057,Torrance,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.21646710000000002,TON
13971,NM,35049,Santa Fe,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.02260245,TON
14285,NM,35055,Taos,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.003237885,TON
17845,NM,35021,Harding,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.0003751602,TON
21174,NM,35025,Lea,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,86.054863221,TON
30157,NM,35045,San Juan,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.00184948,TON
30379,NM,35049,Santa Fe,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.006913533,TON
30884,NM,35007,Colfax,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0,TON
33239,NM,35007,Colfax,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.05303597,TON
34070,NM,35029,Luna,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,7.001766,TON
36984,NM,35027,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.04926862,TON
37617,NM,35057,Torrance,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.01646748,TON
38569,NM,35031,McKinley,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
40839,NM,35023,Hidalgo,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.2446380916,TON
44867,NM,35059,Union,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,1.215252167,TON
48439,NM,35006,Cibola,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.07505145,TON
50694,NM,35019,Guadalupe,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.01653387,TON
51902,NM,35047,San Miguel,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.05616343,TON
54851,NM,35029,Luna,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.002402386,TON
57276,NM,35028,Los Alamos,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.001755134,TON
57922,NM,35053,Socorro,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.03689129,TON
59308,NM,35009,Curry,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.6534594,TON
65196,NM,35015,Eddy,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
66479,NM,35055,Taos,Fuel Comb - Residential - Wood,Ammonia,CAP,6.176736298,TON
69237,NM,35013,Dona Ana,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,8.492731,TON
70069,NM,35053,Socorro,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0,TON
72400,NM,35029,Luna,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,11.60189,TON
75974,NM,35061,Valencia,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
76670,NM,35045,San Juan,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.0,TON
77038,NM,35047,San Miguel,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
80164,NM,35051,Sierra,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.05679882,TON
80165,NM,35051,Sierra,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.5206558,TON
81414,NM,35015,Eddy,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,21.688198100000005,TON
82938,NM,35007,Colfax,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,8.693089,TON
85523,NM,35057,Torrance,Commercial Cooking,Volatile Organic Compounds,CAP,0.355252615,TON
87151,NM,35003,Catron,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.002233216,TON
89086,NM,35057,Torrance,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0007606013000000001,TON
89091,NM,35019,Guadalupe,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.1146853,TON
90309,NM,35047,San Miguel,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.06791857,TON
91128,NM,35035,Otero,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.005779500999999999,TON
92043,NM,35055,Taos,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.08929676,TON
92738,NM,35057,Torrance,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,7.671678999999999,TON
106250,NM,35006,Cibola,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
117545,NM,35051,Sierra,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,18.852469293,TON
118699,NM,35025,Lea,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
123348,NM,35021,Harding,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.01276559,TON
123908,NM,35003,Catron,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0,TON
126729,NM,35061,Valencia,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,22.1820248,TON
127703,NM,35003,Catron,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0008379863000000001,TON
127865,NM,35033,Mora,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.0009035369999999999,TON
130278,NM,35055,Taos,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
131218,NM,35023,Hidalgo,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.009189392,TON
136162,NM,35009,Curry,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.6757415,TON
136163,NM,35009,Curry,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,26.82671,TON
137521,NM,35011,De Baca,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,4.9251642247000005,TON
141967,NM,35043,Sandoval,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0009247401,TON
145147,NM,35061,Valencia,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
146013,NM,35061,Valencia,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,20.58895,TON
151513,NM,35041,Roosevelt,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.6309199000000001,TON
155504,NM,35031,McKinley,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,1.820515,TON
159655,NM,35019,Guadalupe,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,50.136391599,TON
160789,NM,35045,San Juan,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.01504127,TON
161888,NM,35031,McKinley,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0004070485,TON
162585,NM,35039,Rio Arriba,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.4447795,TON
164649,NM,35039,Rio Arriba,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.02595248,TON
166350,NM,35023,Hidalgo,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,0.85275,TON
168142,NM,35035,Otero,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0046236,TON
168704,NM,35033,Mora,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0,TON
168708,NM,35025,Lea,Fuel Comb - Residential - Other,Ammonia,CAP,0.01566912,TON
168730,NM,35039,Rio Arriba,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,1.167384,TON
169840,NM,35028,Los Alamos,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,7.521208000000001,TON
172486,NM,35021,Harding,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
178248,NM,35023,Hidalgo,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.47221620000000003,TON
181531,NM,35047,San Miguel,Commercial Cooking,Carbon Monoxide,CAP,3.6117589999999997,TON
185081,NM,35037,Quay,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.7649861,TON
185083,NM,35009,Curry,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,75.94108111,TON
188700,NM,35011,De Baca,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
189720,NM,35053,Socorro,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.3043099,TON
189907,NM,35041,Roosevelt,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,1.281915,TON
192243,NM,35047,San Miguel,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
200602,NM,35051,Sierra,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,6.52112805,TON
201631,NM,35013,Dona Ana,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
206420,NM,35035,Otero,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.06010681,TON
208927,NM,35011,De Baca,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.05148094,TON
210270,NM,35035,Otero,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,4.91284,TON
215576,NM,35055,Taos,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,11.7278509,TON
218551,NM,35015,Eddy,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,86.277118018,TON
221575,NM,35023,Hidalgo,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.44284250000000003,TON
224715,NM,35007,Colfax,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
229264,NM,35021,Harding,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.06252669999999999,TON
230824,NM,35027,Lincoln,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
237999,NM,35061,Valencia,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.1039423,TON
239103,NM,35007,Colfax,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,42.528777999,TON
240058,NM,35013,Dona Ana,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
240688,NM,35051,Sierra,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.000184689,TON
241151,NM,35021,Harding,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.001665198,TON
241426,NM,35039,Rio Arriba,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.04995646,TON
242413,NM,35045,San Juan,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
242827,NM,35019,Guadalupe,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.008966305,TON
248342,NM,35027,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,10.05482,TON
248578,NM,35061,Valencia,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.7652625,TON
252232,NM,35035,Otero,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,121.64324435,TON
254002,NM,35028,Los Alamos,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
255420,NM,35057,Torrance,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,42.015722658,TON
255852,NM,35021,Harding,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,1.890308359,TON
257414,NM,35043,Sandoval,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.001942731,TON
261885,NM,35053,Socorro,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.6178219,TON
262750,NM,35011,De Baca,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
265385,NM,35017,Grant,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,2.92076,TON
265796,NM,35005,Chaves,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.008910791999999999,TON
267058,NM,35037,Quay,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0008999351,TON
269558,NM,35053,Socorro,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.001181397,TON
272380,NM,35001,Bernalillo,Fuel Comb - Residential - Wood,Ammonia,CAP,54.424308383,TON
272671,NM,35051,Sierra,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,1.8932939999999998,TON
276948,NM,35031,McKinley,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1069.0919414,TON
279107,NM,35013,Dona Ana,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
282146,NM,35031,McKinley,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.1088,TON
286758,NM,35005,Chaves,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.1514949,TON
298896,NM,35006,Cibola,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,5.773187999999999,TON
300450,NM,35027,Lincoln,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.7495779999999999,TON
303024,NM,35007,Colfax,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.07799407,TON
303964,NM,35009,Curry,Commercial Cooking,Carbon Monoxide,CAP,8.2973936,TON
304217,NM,35055,Taos,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.07384155,TON
306140,NM,35011,De Baca,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
307078,NM,35061,Valencia,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,5.477825,TON
307769,NM,35025,Lea,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.01920472,TON
308380,NM,35031,McKinley,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
308878,NM,35003,Catron,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,20.827065092,TON
309919,NM,35031,McKinley,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.19860160000000002,TON
314159,NM,35019,Guadalupe,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.16186260798000002,TON
314749,NM,35015,Eddy,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.07260261,TON
319236,NM,35039,Rio Arriba,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.6389779999999999,TON
319899,NM,35061,Valencia,Commercial Cooking,Carbon Monoxide,CAP,8.5834665,TON
320629,NM,35019,Guadalupe,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.01084297,TON
323920,NM,35045,San Juan,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,131.06551000000002,TON
326098,NM,35045,San Juan,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,6.292772,TON
326286,NM,35021,Harding,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.00180175,TON
326287,NM,35027,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.5530151,TON
326571,NM,35035,Otero,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,6.594416000000001,TON
327872,NM,35059,Union,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
328302,NM,35003,Catron,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,134.26190029,TON
329961,NM,35035,Otero,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,897.91897059,TON
339995,NM,35009,Curry,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,561.65941005,TON
