,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
459,WI,55093,Pierce,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0032412736,TON
622,WI,55041,Forest,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0042776281,TON
980,WI,55043,Grant,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,17.1117303,TON
1194,WI,55043,Grant,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,140.23942017,TON
1640,WI,55078,Menominee,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,36.45070178,TON
3794,WI,55133,Waukesha,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,513.737479,TON
4323,WI,55041,Forest,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.26746547,TON
7266,WI,55063,La Crosse,Fuel Comb - Residential - Other,Ammonia,CAP,0.05596742,TON
8040,WI,55009,Brown,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,5.23939794,TON
9075,WI,55057,Juneau,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,35.6778,TON
9600,WI,55033,Dunn,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.004471092,TON
13255,WI,55079,Milwaukee,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.035209848700000004,TON
13514,WI,55115,Shawano,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,1.37242467,TON
13659,WI,55013,Burnett,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.17577154,TON
16373,WI,55083,Oconto,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,1.6706560000000001,TON
18276,WI,55015,Calumet,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.027754200000000003,TON
18831,WI,55097,Portage,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,27.49005,TON
18997,WI,55095,Polk,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,3.257984,TON
19288,WI,55003,Ashland,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,4.484703,TON
21194,WI,55047,Green Lake,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,372.61818963,TON
21263,WI,55079,Milwaukee,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,5.8903152,TON
21684,WI,55033,Dunn,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.10498230000000001,TON
23361,WI,55019,Clark,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.19634267600000002,TON
25040,WI,55105,Rock,Fuel Comb - Residential - Wood,Ammonia,CAP,14.829747779000002,TON
29802,WI,55051,Iron,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0006935859700000001,TON
30108,WI,55063,La Crosse,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,119.72423500000001,TON
30476,WI,55117,Sheboygan,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,202.67389429,TON
30795,WI,55087,Outagamie,Commercial Cooking,Volatile Organic Compounds,CAP,11.54361572,TON
32801,WI,55081,Monroe,Commercial Cooking,Volatile Organic Compounds,CAP,2.34559447,TON
32814,WI,55019,Clark,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.6888806,TON
