,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
302,AZ,4025,Yavapai,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.03196,TON
7895,AZ,4001,Apache,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
8258,AZ,4003,Cochise,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.006916706999999999,TON
15273,AZ,4007,Gila,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.0030672440000000002,TON
28745,AZ,4001,Apache,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,45.240604128,TON
29744,AZ,4013,Maricopa,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,7.9185257,TON
30423,AZ,4015,Mohave,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
33582,AZ,4019,Pima,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.006626666999999999,TON
52564,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0,TON
55150,AZ,4012,La Paz,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.04047626,TON
56418,AZ,4003,Cochise,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.07022758,TON
70054,AZ,4021,Pinal,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
81858,AZ,4017,Navajo,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
86311,AZ,4001,Apache,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,277.13799637,TON
89777,AZ,4003,Cochise,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
95211,AZ,4013,Maricopa,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,6.37334,TON
99153,AZ,4011,Greenlee,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,4.0555830792,TON
99585,AZ,4013,Maricopa,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.48054140000000006,TON
105883,AZ,4025,Yavapai,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.14624790000000001,TON
107673,AZ,4025,Yavapai,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,17.208270000000002,TON
112832,AZ,4001,Apache,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.001675995,TON
118228,AZ,4003,Cochise,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,16.09139732,TON
119131,AZ,4027,Yuma,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,94.7186443,TON
126287,AZ,4019,Pima,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
138067,AZ,4027,Yuma,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,42.169564062,TON
146092,AZ,4023,Santa Cruz,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
147568,AZ,4012,La Paz,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
150004,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.00039664199999999995,TON
152965,AZ,4015,Mohave,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.851621,TON
156731,AZ,4019,Pima,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,6.8721914410089004,TON
197219,AZ,4019,Pima,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,230.56404805,TON
214926,AZ,4027,Yuma,Fuel Comb - Residential - Wood,Ammonia,CAP,2.4768980622,TON
223151,AZ,4025,Yavapai,Fuel Comb - Residential - Other,Ammonia,CAP,0.2102514,TON
224309,AZ,4025,Yavapai,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,38.68485,TON
225543,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
230470,AZ,4017,Navajo,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.05881108,TON
231646,AZ,4023,Santa Cruz,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0008438889,TON
233548,AZ,4011,Greenlee,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,1.8569950000000002,TON
234005,AZ,4005,Coconino,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.0472926,TON
238595,AZ,4005,Coconino,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,1.69370794,TON
239962,AZ,4019,Pima,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,12.305010000000001,TON
243428,AZ,4025,Yavapai,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,90.90941,TON
243736,AZ,4023,Santa Cruz,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,7.035872,TON
244690,AZ,4007,Gila,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,45.26693289999999,TON
244777,AZ,4023,Santa Cruz,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.02852245,TON
245491,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
253862,AZ,4012,La Paz,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.37106059999999996,TON
253866,AZ,4027,Yuma,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,102.337514,TON
258049,AZ,4019,Pima,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.11906359999999999,TON
261730,AZ,4025,Yavapai,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.2231899,TON
264166,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
265614,AZ,4011,Greenlee,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.0014752429999999998,TON
265693,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.00198321,TON
267987,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.00024982950000000003,TON
279698,AZ,4007,Gila,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
281169,AZ,4017,Navajo,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.00017053919999999997,TON
282510,AZ,4005,Coconino,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.02366258,TON
285000,AZ,4017,Navajo,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.003797272,TON
286786,AZ,4013,Maricopa,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.1891521,TON
297949,AZ,4021,Pinal,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.0,TON
303806,AZ,4019,Pima,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,396.1594,TON
313369,AZ,4011,Greenlee,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
318920,AZ,4017,Navajo,Fuel Comb - Residential - Wood,Ammonia,CAP,2.6972461255,TON
321505,AZ,4012,La Paz,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
324775,AZ,4005,Coconino,Commercial Cooking,Carbon Monoxide,CAP,54.305588,TON
335773,AZ,4019,Pima,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,39.18655,TON
344087,AZ,4012,La Paz,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001286875,TON
345090,AZ,4009,Graham,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.0156809,TON
349344,AZ,4015,Mohave,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,473.87119974,TON
349937,AZ,4011,Greenlee,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.0643515447,TON
357830,AZ,4025,Yavapai,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.005604575,TON
359864,AZ,4005,Coconino,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,2.44671,TON
366632,AZ,4017,Navajo,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.11785239999999998,TON
369393,AZ,4005,Coconino,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.6059536999999999,TON
377226,AZ,4027,Yuma,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,5.073732,TON
377801,AZ,4009,Graham,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,2.096045,TON
388264,AZ,4011,Greenlee,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.9284973,TON
396443,AZ,4019,Pima,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
407573,AZ,4019,Pima,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.27793254367,TON
412206,AZ,4013,Maricopa,Fuel Comb - Residential - Oil,Ammonia,CAP,0.009687204,TON
414572,AZ,4012,La Paz,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.01234777,TON
415246,AZ,4005,Coconino,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
435211,AZ,4025,Yavapai,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0007992124,TON
443462,AZ,4005,Coconino,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.009936095,TON
446857,AZ,4027,Yuma,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,5.568776452000001,TON
466230,AZ,4027,Yuma,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,308.65775016,TON
475760,AZ,4025,Yavapai,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.5029031,TON
485307,AZ,4019,Pima,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,606.8910480000001,TON
486750,AZ,4003,Cochise,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,40.822399058,TON
