,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
3470,NJ,34035,Somerset,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,2.315077,TON
8264,NJ,34039,Union,Commercial Cooking,Volatile Organic Compounds,CAP,38.560432899999995,TON
10555,NJ,34001,Atlantic,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,249.73875117,TON
12917,NJ,34033,Salem,Fuel Comb - Residential - Other,Ammonia,CAP,0.02350494,TON
18534,NJ,34015,Gloucester,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.03826449,TON
21866,NJ,34023,Middlesex,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,240.098766652,TON
22117,NJ,34005,Burlington,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,148.407776,TON
31098,NJ,34007,Camden,Fuel Comb - Residential - Oil,Ammonia,CAP,3.22145616,TON
35997,NJ,34007,Camden,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.2085446,TON
39267,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,57.444658,TON
42387,NJ,34027,Morris,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,606.32142899,TON
45187,NJ,34001,Atlantic,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
49981,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
50487,NJ,34015,Gloucester,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,5.9590025154,TON
56409,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.1689687,TON
57092,NJ,34031,Passaic,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,34.54318,TON
57477,NJ,34031,Passaic,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.009748016,TON
60252,NJ,34005,Burlington,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.3752048443,TON
67033,NJ,34023,Middlesex,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,362.52634,TON
71993,NJ,34019,Hunterdon,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.1213897242,TON
75496,NJ,34009,Cape May,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.03264552,TON
76731,NJ,34023,Middlesex,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,7.878572999999999,TON
77579,NJ,34007,Camden,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,3.928864,TON
86472,NJ,34003,Bergen,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,3.2626255,TON
87443,NJ,34007,Camden,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.2140101,TON
88915,NJ,34013,Essex,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,6.98388506,TON
91920,NJ,34013,Essex,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,344.080109,TON
92363,NJ,34035,Somerset,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.2229748,TON
94449,NJ,34015,Gloucester,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.3497264,TON
97269,NJ,34037,Sussex,Fuel Comb - Residential - Wood,Ammonia,CAP,20.297284017,TON
97826,NJ,34009,Cape May,Fuel Comb - Residential - Oil,Ammonia,CAP,0.5287151067,TON
99370,NJ,34013,Essex,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,2.713638898,TON
100147,NJ,34033,Salem,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,10.33549537,TON
102598,NJ,34003,Bergen,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.05559889,TON
110511,NJ,34005,Burlington,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,4.4058839999999995,TON
118129,NJ,34007,Camden,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,229.42170629,TON
124279,NJ,34037,Sussex,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
127047,NJ,34037,Sussex,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,1.625742,TON
128518,NJ,34041,Warren,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.4376899,TON
131031,NJ,34025,Monmouth,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
135414,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,8.2368448,TON
143970,NJ,34017,Hudson,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,4.318683814,TON
149374,NJ,34023,Middlesex,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.03228768,TON
151268,NJ,34007,Camden,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.7090516,TON
151381,NJ,34009,Cape May,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,110.1943,TON
151382,NJ,34009,Cape May,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.5040802,TON
152648,NJ,34011,Cumberland,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.1614092,TON
152855,NJ,34021,Mercer,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,28.30817,TON
152992,NJ,34031,Passaic,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,3.265901,TON
172290,NJ,34015,Gloucester,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.08528003,TON
180737,NJ,34021,Mercer,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,4.11009436,TON
181466,NJ,34011,Cumberland,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0041612559999999995,TON
185022,NJ,34009,Cape May,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
185399,NJ,34031,Passaic,Fuel Comb - Residential - Other,Ammonia,CAP,0.04783793,TON
191453,NJ,34015,Gloucester,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,20.45917,TON
195030,NJ,34029,Ocean,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,579.33659549,TON
202684,NJ,34007,Camden,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.03668954,TON
203544,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
212186,NJ,34007,Camden,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,2.815686,TON
217239,NJ,34003,Bergen,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,308.84343075904997,TON
221564,NJ,34019,Hunterdon,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,20.15476119,TON
226162,NJ,34037,Sussex,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,10.42848442,TON
226606,NJ,34005,Burlington,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,17.63005657,TON
227578,NJ,34023,Middlesex,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,2.274173,TON
229275,NJ,34029,Ocean,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.8448434000000001,TON
230458,NJ,34033,Salem,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.23408220000000002,TON
239220,NJ,34021,Mercer,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,3.6490291060000004,TON
239943,NJ,34017,Hudson,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,4.176621794,TON
245657,NJ,34015,Gloucester,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
247390,NJ,34007,Camden,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,21.56351,TON
249013,NJ,34037,Sussex,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.26230990000000004,TON
249346,NJ,34015,Gloucester,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,42.99044674,TON
249915,NJ,34019,Hunterdon,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
254431,NJ,34035,Somerset,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.01148844,TON
