,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
516,SD,46047,Fall River,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,4.6469949999999995,TON
3863,SD,46095,Mellette,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,3.562590886,TON
7608,SD,46137,Ziebach,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,3.430505305,TON
11955,SD,46027,Clay,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
12028,SD,46039,Deuel,Commercial Cooking,Volatile Organic Compounds,CAP,0.05859014,TON
12245,SD,46121,Todd,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.2698618,TON
12495,SD,46071,Jackson,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,2.956432,TON
13929,SD,46123,Tripp,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.01176011,TON
16216,SD,46011,Brookings,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.03283384,TON
16470,SD,46005,Beadle,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.00459993,TON
17016,SD,46107,Potter,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.000357509,TON
17981,SD,46015,Brule,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001528007,TON
19549,SD,46065,Hughes,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.035742769,TON
23339,SD,46049,Faulk,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,1.812962,TON
23418,SD,46029,Codington,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,5.065085,TON
25717,SD,46067,Hutchinson,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,13.806629317,TON
26397,SD,46091,Marshall,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.26574579,TON
26726,SD,46135,Yankton,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,22.250739386,TON
26733,SD,46061,Hanson,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.005994508000000001,TON
28124,SD,46095,Mellette,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0099727234,TON
31017,SD,46067,Hutchinson,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.25351710000000005,TON
31162,SD,46051,Grant,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,2.512078,TON
31299,SD,46029,Codington,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.019941859,TON
31545,SD,46071,Jackson,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.8383911000000001,TON
31814,SD,46019,Butte,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.03166135,TON
33454,SD,46111,Sanborn,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
33839,SD,46107,Potter,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.05766279,TON
34036,SD,46003,Aurora,Fuel Comb - Residential - Other,Ammonia,CAP,0.008683368,TON
36026,SD,46101,Moody,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.01581811,TON
37593,SD,46087,McCook,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.1917141,TON
37637,SD,46061,Hanson,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.1515261,TON
38711,SD,46035,Davison,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.22350858,TON
39428,SD,46015,Brule,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.016077284,TON
39923,SD,46083,Lincoln,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,18.1877,TON
40141,SD,46115,Spink,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.24984250000000002,TON
42035,SD,46065,Hughes,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,105.52190812,TON
42037,SD,46099,Minnehaha,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,828.1060190000001,TON
45096,SD,46077,Kingsbury,Commercial Cooking,Carbon Monoxide,CAP,0.87519789,TON
45636,SD,46041,Dewey,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.27585879999999996,TON
47176,SD,46005,Beadle,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.5671649999999999,TON
48298,SD,46037,Day,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.28130109999999997,TON
48760,SD,46075,Jones,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.0005240936,TON
49453,SD,46039,Deuel,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.1597669,TON
50541,SD,46015,Brule,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.02241759,TON
51156,SD,46085,Lyman,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.01762918,TON
52315,SD,46033,Custer,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.049620592000000005,TON
54557,SD,46009,Bon Homme,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.001940165,TON
56353,SD,46097,Miner,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.10112610000000001,TON
56886,SD,46123,Tripp,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.17465799999999998,TON
57028,SD,46013,Brown,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,1.433043,TON
58156,SD,46091,Marshall,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.17479707,TON
58837,SD,46085,Lyman,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.063955425,TON
59575,SD,46019,Butte,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.01567039,TON
60713,SD,46023,Charles Mix,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,1.48746567,TON
60739,SD,46043,Douglas,Commercial Cooking,Carbon Monoxide,CAP,0.35377362,TON
64744,SD,46091,Marshall,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.3461800718,TON
68826,SD,46035,Davison,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.08656939,TON
70570,SD,46015,Brule,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.39661740000000006,TON
71006,SD,46067,Hutchinson,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.59543448,TON
74869,SD,46127,Union,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.05467475,TON
75452,SD,46097,Miner,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.087434,TON
76097,SD,46119,Sully,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0689487233,TON
76453,SD,46021,Campbell,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.07155282,TON
76454,SD,46021,Campbell,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.002352801,TON
77132,SD,46017,Buffalo,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.004463245,TON
78393,SD,46077,Kingsbury,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.009756828,TON
80483,SD,46041,Dewey,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.46444871,TON
80856,SD,46009,Bon Homme,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,0.55378064,TON
83314,SD,46045,Edmunds,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,8.839652589,TON
86315,SD,46025,Clark,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,0.897889844,TON
86409,SD,46115,Spink,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.011713597,TON
86648,SD,46063,Harding,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
87134,SD,46069,Hyde,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.0009665909,TON
87422,SD,46119,Sully,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.002833855,TON
89802,SD,46121,Todd,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
90487,SD,46102,Oglala Lakota,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.015990200000000003,TON
91141,SD,46039,Deuel,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0105857255,TON
92748,SD,46049,Faulk,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.00502549,TON
95355,SD,46031,Corson,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,7.918954e-05,TON
96419,SD,46097,Miner,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,0.6807032,TON
97581,SD,46095,Mellette,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
97582,SD,46109,Roberts,Commercial Cooking,Carbon Monoxide,CAP,1.35700531,TON
97956,SD,46019,Butte,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.1758921,TON
99930,SD,46045,Edmunds,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
100069,SD,46043,Douglas,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.00127498105,TON
100078,SD,46009,Bon Homme,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,0.50972885,TON
103468,SD,46123,Tripp,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.2786182525,TON
106006,SD,46083,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,47.78314,TON
106275,SD,46075,Jones,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.04685397,TON
