,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
54,LA,22125,West Feliciana,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.011280799999999999,TON
4364,LA,22085,Sabine,Commercial Cooking,Carbon Monoxide,CAP,4.0748524,TON
7217,LA,22017,Caddo,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.5722744000000001,TON
9086,LA,22125,West Feliciana,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,3.45878789,TON
12552,LA,22047,Iberville,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.6410716,TON
13286,LA,22101,St. Mary,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
13878,LA,22035,East Carroll,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0001849701,TON
14488,LA,22039,Evangeline,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
14833,LA,22099,St. Martin,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
16511,LA,22027,Claiborne,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.008558293,TON
17739,LA,22071,Orleans,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,4.72091,TON
18340,LA,22097,St. Landry,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.03184661,TON
19792,LA,22009,Avoyelles,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,2.076901125,TON
21532,LA,22121,West Baton Rouge,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,10.506451400000001,TON
21642,LA,22109,Terrebonne,Commercial Cooking,Volatile Organic Compounds,CAP,6.84325169,TON
21793,LA,22055,Lafayette,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.6561600999999999,TON
22618,LA,22083,Richland,Fuel Comb - Residential - Oil,Ammonia,CAP,0.006237385,TON
