,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
998049,AR,5103,Ouachita,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.06943755,TON
1000391,AR,5071,Johnson,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
1001538,AR,5037,Cross,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.033951866989999996,TON
1001578,AR,5099,Nevada,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
1001663,AR,5047,Franklin,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0039067442,TON
1002339,AR,5121,Randolph,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0005718187999999999,TON
1002422,AR,5133,Sevier,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.01437905,TON
1002796,AR,5031,Craighead,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,41.46774,TON
1003262,AR,5053,Grant,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0005144901,TON
1003332,AR,5117,Prairie,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.00017254009999999998,TON
1003657,AR,5099,Nevada,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,3.352882,TON
1003980,AR,5125,Saline,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.2565973,TON
1004474,AR,5143,Washington,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,1.107535,TON
1005107,AR,5025,Cleveland,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.006014286999999999,TON
1005112,AR,5075,Lawrence,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.05577582,TON
1006528,AR,5087,Madison,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,3.925329,TON
1006989,AR,5117,Prairie,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
1010729,AR,5085,Lonoke,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
1012103,AR,5063,Independence,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,2.414682141,TON
1012457,AR,5001,Arkansas,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,1.554206,TON
