,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
1779,CO,8065,Lake,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.019836438,TON
1921,CO,8047,Gilpin,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.01072259,TON
2698,CO,8121,Washington,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0009328648,TON
6608,CO,8011,Bent,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,5.589045577,TON
8939,CO,8093,Park,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,4.941629,TON
13701,CO,8097,Pitkin,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,9.505611199999999,TON
18642,CO,8013,Boulder,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,73.41844,TON
24337,CO,8043,Fremont,Fuel Comb - Residential - Other,Ammonia,CAP,0.05774449,TON
26348,CO,8041,El Paso,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,4.895319000000001,TON
26801,CO,8079,Mineral,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
27371,CO,8017,Cheyenne,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,0.39603006,TON
30834,CO,8097,Pitkin,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.1944219999999999,TON
30967,CO,8015,Chaffee,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.01273001981,TON
36153,CO,8011,Bent,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.02386391,TON
38945,CO,8069,Larimer,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,46.70644914,TON
53032,CO,8015,Chaffee,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.009947,TON
53706,CO,8059,Jefferson,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,4.236985,TON
54362,CO,8125,Yuma,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,2.0443599999999997,TON
54426,CO,8049,Grand,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,2.162554,TON
56173,CO,8075,Logan,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.000263,TON
58394,CO,8071,Las Animas,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0015912529759999998,TON
64881,CO,8125,Yuma,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,102.92332409999999,TON
65173,CO,8079,Mineral,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0,TON
67282,CO,8093,Park,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.06409255,TON
67838,CO,8039,Elbert,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.05646688,TON
80021,CO,8021,Conejos,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.02973614,TON
81908,CO,8117,Summit,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.007855986,TON
82335,CO,8033,Dolores,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,44.92263403,TON
83881,CO,8095,Phillips,Fuel Comb - Residential - Oil,Ammonia,CAP,0.00026231883,TON
84084,CO,8105,Rio Grande,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0043702997,TON
86773,CO,8007,Archuleta,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.5462834,TON
88853,CO,8103,Rio Blanco,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,15.8276,TON
89134,CO,8075,Logan,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.362344,TON
94807,CO,8055,Huerfano,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.0250929,TON
98241,CO,8073,Lincoln,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,43.617004936,TON
98888,CO,8069,Larimer,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.22479899999999997,TON
110411,CO,8011,Bent,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.01294133,TON
110665,CO,8009,Baca,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.1112431,TON
114658,CO,8025,Crowley,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.5035309,TON
115541,CO,8017,Cheyenne,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,0.0,TON
115695,CO,8069,Larimer,Fuel Comb - Residential - Wood,Ammonia,CAP,21.100585287999998,TON
116710,CO,8079,Mineral,Fuel Comb - Residential - Other,Ammonia,CAP,0.0048931159999999994,TON
118483,CO,8123,Weld,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,15.4505,TON
120474,CO,8095,Phillips,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.2155364672,TON
122687,CO,8033,Dolores,Commercial Cooking,Volatile Organic Compounds,CAP,0.0,TON
127999,CO,8013,Boulder,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,65.538314,TON
130599,CO,8067,La Plata,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,39.050779999999996,TON
131657,CO,8013,Boulder,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.12531,TON
131750,CO,8123,Weld,Fuel Comb - Residential - Oil,Ammonia,CAP,0.025707242999999998,TON
131812,CO,8014,Broomfield,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.4029736,TON
133250,CO,8055,Huerfano,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,8.258646,TON
139850,CO,8093,Park,Fuel Comb - Residential - Wood,Ammonia,CAP,2.8501424589999997,TON
144797,CO,8095,Phillips,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.009051934000000001,TON
146110,CO,8059,Jefferson,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.042187354,TON
147228,CO,8014,Broomfield,Fuel Comb - Residential - Other,Ammonia,CAP,0.01164619,TON
149418,CO,8069,Larimer,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,102.76881,TON
151229,CO,8021,Conejos,Commercial Cooking,Volatile Organic Compounds,CAP,0.0,TON
151654,CO,8109,Saguache,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,2.4519279999999997,TON
155576,CO,8085,Montrose,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,16.07121,TON
155736,CO,8059,Jefferson,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,82.433164,TON
157070,CO,8001,Adams,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,354.82856917,TON
157378,CO,8031,Denver,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,7.010905999999999,TON
162451,CO,8093,Park,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,17.42574,TON
165082,CO,8029,Delta,Commercial Cooking,Carbon Monoxide,CAP,2.6087095000000002,TON
166236,CO,8075,Logan,Fuel Comb - Residential - Other,Ammonia,CAP,0.03224878,TON
169727,CO,8041,El Paso,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.0675471,TON
175144,CO,8027,Custer,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,0.67307033,TON
177280,CO,8011,Bent,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0,TON
177307,CO,8037,Eagle,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0018729853,TON
177399,CO,8001,Adams,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,3.3827,TON
179752,CO,8095,Phillips,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0006243285,TON
181423,CO,8067,La Plata,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0020523027,TON
181672,CO,8115,Sedgwick,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.00031216425,TON
181706,CO,8077,Mesa,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,1.108185,TON
183615,CO,8035,Douglas,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,27.7733,TON
186757,CO,8079,Mineral,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,0.03423569,TON
186871,CO,8009,Baca,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.01810375,TON
187299,CO,8083,Montezuma,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.08721135,TON
189456,CO,8069,Larimer,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.035482084,TON
191483,CO,8037,Eagle,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.02128832,TON
192137,CO,8013,Boulder,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,8.367981,TON
192870,CO,8085,Montrose,Fuel Comb - Residential - Wood,Ammonia,CAP,3.984888068,TON
196911,CO,8053,Hinsdale,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,0.0,TON
198493,CO,8005,Arapahoe,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,2949.6423867,TON
198600,CO,8081,Moffat,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.01649396,TON
203748,CO,8059,Jefferson,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,17.609083,TON
204724,CO,8027,Custer,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,0.13042169999999997,TON
206176,CO,8109,Saguache,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.010613585,TON
207671,CO,8117,Summit,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
207882,CO,8073,Lincoln,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0008395783,TON
210432,CO,8123,Weld,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,16.67969,TON
213626,CO,8075,Logan,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,25.615838858000004,TON
217387,CO,8049,Grand,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.662823,TON
218432,CO,8041,El Paso,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,19.731270000000002,TON
218722,CO,8015,Chaffee,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,29.046300597,TON
220352,CO,8077,Mesa,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,36.9395,TON
221278,CO,8031,Denver,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,1.062919,TON
223086,CO,8041,El Paso,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,82.34696,TON
224597,CO,8009,Baca,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.0,TON
228128,CO,8049,Grand,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,2.89,TON
231303,CO,8105,Rio Grande,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,7.655765,TON
231626,CO,8047,Gilpin,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,20.215352129,TON
232821,CO,8071,Las Animas,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.5284914485,TON
233797,CO,8069,Larimer,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,103.28896999999999,TON
233979,CO,8031,Denver,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.245419,TON
235114,CO,8037,Eagle,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0007869565,TON
241363,CO,8099,Prowers,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.007082609,TON
243183,CO,8049,Grand,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
244177,CO,8097,Pitkin,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,8.79917637,TON
244307,CO,8045,Garfield,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.574019,TON
245931,CO,8043,Fremont,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,2.535948,TON
