,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
535,OH,39033,Crawford,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
594,OH,39115,Morgan,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.1237029,TON
852,OH,39047,Fayette,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,4.61626045,TON
1877,OH,39029,Columbiana,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,17.247373,TON
2522,OH,39127,Perry,Fuel Comb - Residential - Wood,Ammonia,CAP,4.099956378,TON
6234,OH,39063,Hancock,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.070123048,TON
8363,OH,39087,Lawrence,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.22307800000000003,TON
8810,OH,39037,Darke,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,2.437948,TON
10113,OH,39127,Perry,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.006321700600000001,TON
11336,OH,39061,Hamilton,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,8.85810179,TON
11773,OH,39127,Perry,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.21596452,TON
12867,OH,39079,Jackson,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.006250677,TON
13311,OH,39063,Hancock,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.31379470000000004,TON
13545,OH,39065,Hardin,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.05090323,TON
13561,OH,39089,Licking,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.081069565,TON
14910,OH,39027,Clinton,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,1.320599,TON
16215,OH,39113,Montgomery,Fuel Comb - Residential - Oil,Ammonia,CAP,0.69865086,TON
16653,OH,39023,Clark,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.080592143,TON
17571,OH,39031,Coshocton,Fuel Comb - Residential - Oil,Ammonia,CAP,0.22280126,TON
17850,OH,39065,Hardin,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.01078085,TON
17958,OH,39119,Muskingum,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.8719671999999998,TON
17984,OH,39115,Morgan,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.3893185,TON
18835,OH,39033,Crawford,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.05984674,TON
18912,OH,39077,Huron,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.2835114,TON
19133,OH,39097,Madison,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,1.535249106,TON
19597,OH,39077,Huron,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.40472329999999995,TON
20620,OH,39047,Fayette,Fuel Comb - Residential - Wood,Ammonia,CAP,2.1525811893,TON
20974,OH,39001,Adams,Commercial Cooking,Volatile Organic Compounds,CAP,1.300379607,TON
29640,OH,39077,Huron,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.40669807,TON
29901,OH,39065,Hardin,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0009613782000000001,TON
31277,OH,39005,Ashland,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.068740129,TON
32497,OH,39137,Putnam,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.6376997,TON
33638,OH,39071,Highland,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.1098511,TON
34080,OH,39071,Highland,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.06634927,TON
34343,OH,39111,Monroe,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.00326239,TON
34556,OH,39041,Delaware,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,17.59776,TON
35326,OH,39131,Pike,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001799338,TON
35487,OH,39107,Mercer,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,12.49954,TON
36698,OH,39061,Hamilton,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,50.238620000000004,TON
36780,OH,39131,Pike,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,1.20259,TON
38778,OH,39147,Seneca,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
39316,OH,39011,Auglaize,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,63.63583005,TON
39574,OH,39053,Gallia,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.023129900000000002,TON
40756,OH,39089,Licking,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,6.509244982999999,TON
42504,OH,39153,Summit,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.47303549999999994,TON
