,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
4182,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,3.4411593000000003,TON
16978,NH,33007,Coos,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,7.7,TON
23744,NH,33009,Grafton,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,592.2853705,TON
34351,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,18.96,TON
53005,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,13.7,TON
55001,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,5.17,TON
64451,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,33.0,TON
75194,NH,33001,Belknap,Fuel Comb - Residential - Oil,Ammonia,CAP,4.428311,TON
93686,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,2.03,TON
100212,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,1.099313,TON
108471,NH,33001,Belknap,Commercial Cooking,Volatile Organic Compounds,CAP,4.62309095,TON
128856,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,6.84,TON
129180,NH,33005,Cheshire,Fuel Comb - Residential - Oil,Ammonia,CAP,5.602855,TON
132697,NH,33013,Merrimack,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.23399999999999999,TON
134618,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,71.178382,TON
141464,NH,33019,Sullivan,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.17,TON
150965,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.08,TON
170582,NH,33009,Grafton,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,28.56,TON
178754,NH,33015,Rockingham,Fuel Comb - Residential - Wood,Ammonia,CAP,42.49866868,TON
185797,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,15.73,TON
186755,NH,33005,Cheshire,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,4.18,TON
191029,NH,33011,Hillsborough,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,11.802,TON
192181,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,1.10278834,TON
194997,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,154.821296,TON
196505,NH,33007,Coos,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,11.991907199999998,TON
204548,NH,33003,Carroll,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.06,TON
204801,NH,33019,Sullivan,Fuel Comb - Residential - Oil,Ammonia,CAP,2.774912,TON
217409,NH,33015,Rockingham,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,25.82143806,TON
219144,NH,33009,Grafton,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,20.97787746,TON
225125,NH,33011,Hillsborough,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,7.74,TON
243684,NH,33013,Merrimack,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,301.21,TON
253978,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,9.47783,TON
258800,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.06,TON
263962,NH,33005,Cheshire,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,29.34,TON
264715,NH,33003,Carroll,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.006,TON
281790,NH,33007,Coos,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,0.336,TON
299953,NH,33001,Belknap,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.18,TON
305111,NH,33005,Cheshire,Commercial Cooking,Carbon Monoxide,CAP,8.947890899999999,TON
305112,NH,33005,Cheshire,Commercial Cooking,Volatile Organic Compounds,CAP,3.23451499,TON
306016,NH,33013,Merrimack,Fuel Comb - Residential - Other,Ammonia,CAP,0.2599254,TON
306313,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,11.7,TON
312689,NH,33009,Grafton,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,580.8513360000001,TON
320623,NH,33003,Carroll,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.24,TON
326921,NH,33017,Strafford,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,1.619,TON
362415,NH,33019,Sullivan,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.057999999999999996,TON
371506,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,93.30118,TON
376484,NH,33001,Belknap,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.048,TON
382132,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.6,TON
384152,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,2.13,TON
397652,NH,33003,Carroll,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,2.17,TON
409928,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.17012,TON
435232,NH,33001,Belknap,Fuel Comb - Residential - Other,Ammonia,CAP,0.1265948,TON
440923,NH,33009,Grafton,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,4.07,TON
447915,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,61.271577,TON
448535,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,45.431999999999995,TON
455942,NH,33003,Carroll,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.07,TON
457050,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,3.72,TON
468036,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,6.2511,TON
481553,NH,33007,Coos,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,5.03,TON
486168,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,202.77,TON
495905,NH,33011,Hillsborough,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,56.39,TON
496340,NH,33003,Carroll,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,67.65,TON
499592,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,13.49,TON
500122,NH,33005,Cheshire,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.1,TON
547492,NH,33019,Sullivan,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,11.55,TON
547493,NH,33019,Sullivan,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,1.58,TON
550517,NH,33015,Rockingham,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,317.75,TON
558902,NH,33015,Rockingham,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,196.39,TON
573871,NH,33007,Coos,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.04,TON
594262,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.4,TON
612234,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,2.6280986,TON
629106,NH,33017,Strafford,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,5.04,TON
629906,NH,33009,Grafton,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,3.16,TON
630782,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,18.73,TON
634819,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.11,TON
649373,NH,33003,Carroll,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,15.78,TON
654162,NH,33013,Merrimack,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.36,TON
659434,NH,33007,Coos,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1706.3797522999998,TON
670589,NH,33005,Cheshire,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,249.99,TON
672231,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,39.75,TON
679338,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,57.44,TON
691924,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,133.61,TON
693570,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.05,TON
694239,NH,33015,Rockingham,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.72,TON
708932,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.45,TON
712189,NH,33009,Grafton,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,12.17,TON
720666,NH,33015,Rockingham,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,787.8668751,TON
732174,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.89,TON
732912,NH,33007,Coos,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.04,TON
757091,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,68.49,TON
758962,NH,33013,Merrimack,Fuel Comb - Residential - Wood,Ammonia,CAP,26.12883431,TON
769784,NH,33015,Rockingham,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,25.676,TON
770594,NH,33013,Merrimack,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.326,TON
775889,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,28.180963000000002,TON
783492,NH,33001,Belknap,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.15,TON
784997,NH,33003,Carroll,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.09,TON
785667,NH,33013,Merrimack,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,127.27,TON
805924,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.13,TON
806494,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.9,TON
807507,NH,33003,Carroll,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.42482616,TON
808932,NH,33013,Merrimack,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.26,TON
810164,NH,33015,Rockingham,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.6,TON
815924,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,13.8,TON
830633,NH,33013,Merrimack,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,50.0324934,TON
847240,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.43,TON
863193,NH,33013,Merrimack,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,15.06,TON
868103,NH,33007,Coos,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.04,TON
882078,NH,33019,Sullivan,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,14.5,TON
893104,NH,33007,Coos,Commercial Cooking,Volatile Organic Compounds,CAP,1.684868838,TON
906747,NH,33017,Strafford,Fuel Comb - Residential - Other,Ammonia,CAP,0.1844469,TON
910320,NH,33009,Grafton,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.02,TON
923252,NH,33011,Hillsborough,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.5,TON
969152,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,52.290353,TON
971646,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.42,TON
983423,NH,33013,Merrimack,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,85.93,TON
989229,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,114.56966570000002,TON
994538,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.08,TON
1019767,NH,33003,Carroll,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.0,TON
1030111,NH,33001,Belknap,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,259.97133913,TON
1030113,NH,33017,Strafford,Fuel Comb - Residential - Wood,Ammonia,CAP,16.49156651,TON
1047496,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,9.45783,TON
1055581,NH,33009,Grafton,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,81.27,TON
1057143,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,2.86,TON
1057144,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.13,TON
1061540,NH,33005,Cheshire,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.025,TON
1067153,NH,33007,Coos,Commercial Cooking,Carbon Monoxide,CAP,4.6423604,TON
1078680,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.07,TON
1081006,NH,33017,Strafford,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.19,TON
1085109,NH,33005,Cheshire,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,40.273174700000006,TON
1085620,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,7.8,TON
1090662,NH,33013,Merrimack,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,1.15,TON
1100251,NH,33005,Cheshire,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.021,TON
1113727,NH,33003,Carroll,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.2,TON
1129518,NH,33005,Cheshire,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,3.09,TON
1131932,NH,33017,Strafford,Commercial Cooking,Carbon Monoxide,CAP,17.239322,TON
1136281,NH,33019,Sullivan,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.006,TON
1145419,NH,33015,Rockingham,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.792007,TON
1152179,NH,33019,Sullivan,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.03,TON
1156884,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,36.93,TON
1172523,NH,33003,Carroll,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,23.6768223,TON
1174608,NH,33019,Sullivan,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.005,TON
1183644,NH,33017,Strafford,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,9.24,TON
1188788,NH,33001,Belknap,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.0,TON
1189587,NH,33017,Strafford,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,127.34,TON
1196181,NH,33011,Hillsborough,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,150.897828,TON
1214585,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.16,TON
1238939,NH,33007,Coos,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,243.53659858,TON
1257775,NH,33009,Grafton,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.0,TON
1266630,NH,33017,Strafford,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,35.37,TON
1272310,NH,33009,Grafton,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.19,TON
1277655,NH,33007,Coos,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,25.722208,TON
1297736,NH,33007,Coos,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.23,TON
1323415,NH,33015,Rockingham,Commercial Cooking,Carbon Monoxide,CAP,51.885554,TON
1346455,NH,33007,Coos,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.05,TON
1348328,NH,33001,Belknap,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,19.8,TON
