,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
14673,NV,32033,White Pine,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.07717039,TON
15194,NV,32017,Lincoln,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.03547131,TON
16799,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,0.75387397,TON
22293,NV,32510,Carson city,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,27.783919444000002,TON
24750,NV,32007,Elko,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.06369833,TON
31396,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,4.0381003999999996e-05,TON
34374,NV,32005,Douglas,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,2.687867,TON
38494,NV,32009,Esmeralda,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,2.7770011e-05,TON
39335,NV,32011,Eureka,Fuel Comb - Residential - Wood,Ammonia,CAP,0.1508026264,TON
46033,NV,32510,Carson city,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.07888839999999998,TON
54043,NV,32005,Douglas,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.3241825,TON
59436,NV,32015,Lander,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.01557666,TON
60611,NV,32023,Nye,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.8592382281000001,TON
67896,NV,32007,Elko,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,42.947470241,TON
78616,NV,32015,Lander,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.01394046,TON
79847,NV,32021,Mineral,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.09017783107,TON
79850,NV,32031,Washoe,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,519.58050165,TON
85544,NV,32013,Humboldt,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.01166311,TON
88116,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
88117,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
93242,NV,32031,Washoe,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.009702778,TON
96195,NV,32031,Washoe,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,82.005299243,TON
99670,NV,32013,Humboldt,Fuel Comb - Residential - Wood,Ammonia,CAP,0.5595564668,TON
103195,NV,32015,Lander,Fuel Comb - Residential - Other,Ammonia,CAP,0.008929633000000001,TON
105455,NV,32021,Mineral,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.009957469,TON
108797,NV,32007,Elko,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.01516597,TON
113367,NV,32017,Lincoln,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.03579056,TON
116078,NV,32015,Lander,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,34.813062402,TON
120821,NV,32005,Douglas,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.16128299999999998,TON
122797,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.002774431,TON
125371,NV,32033,White Pine,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.01512237,TON
131686,NV,32031,Washoe,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.08307324,TON
142572,NV,32019,Lyon,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.8445168,TON
143218,NV,32013,Humboldt,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.007930915,TON
144476,NV,32019,Lyon,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,4.6167728619999995,TON
148829,NV,32023,Nye,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.01264909,TON
152316,NV,32031,Washoe,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.05558387,TON
156781,NV,32510,Carson city,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.5798102718,TON
169282,NV,32003,Clark,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,8.700333,TON
170737,NV,32005,Douglas,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.002948809,TON
170738,NV,32005,Douglas,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.839231,TON
178941,NV,32003,Clark,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,41.059259999999995,TON
182280,NV,32011,Eureka,Commercial Cooking,Carbon Monoxide,CAP,0.17688686,TON
183127,NV,32007,Elko,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,303.94850348,TON
184291,NV,32019,Lyon,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,13.652909699999999,TON
188890,NV,32007,Elko,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.002918386,TON
190779,NV,32017,Lincoln,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.003558204,TON
190966,NV,32007,Elko,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.8380482,TON
193019,NV,32011,Eureka,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,3.5595671529,TON
203070,NV,32029,Storey,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
204848,NV,32007,Elko,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.10635330000000001,TON
207212,NV,32510,Carson city,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,1.279277,TON
209027,NV,32013,Humboldt,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
209933,NV,32005,Douglas,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.03220433,TON
212067,NV,32023,Nye,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,11.86863,TON
212068,NV,32023,Nye,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,3.7010798756699996,TON
213181,NV,32011,Eureka,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0047297979999999995,TON
217325,NV,32033,White Pine,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,12.007511819000001,TON
234406,NV,32029,Storey,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.40343761495999997,TON
239250,NV,32015,Lander,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.008426491999999999,TON
239251,NV,32015,Lander,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.08912636,TON
255844,NV,32033,White Pine,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.3418512097,TON
280711,NV,32023,Nye,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.8987415999999999,TON
291867,NV,32029,Storey,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.1400013345,TON
297051,NV,32019,Lyon,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,6.228697941,TON
299210,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.01172157,TON
299211,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.0004883986,TON
302249,NV,32011,Eureka,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.4558509,TON
310206,NV,32001,Churchill,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.2198689348,TON
319260,NV,32031,Washoe,Fuel Comb - Residential - Other,Ammonia,CAP,0.5403768,TON
320502,NV,32029,Storey,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.0391317,TON
322547,NV,32031,Washoe,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.3627745,TON
325280,NV,32013,Humboldt,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
327714,NV,32009,Esmeralda,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,1.1190462542,TON
328394,NV,32021,Mineral,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,6.0035175,TON
329385,NV,32023,Nye,Fuel Comb - Residential - Oil,Ammonia,CAP,0.01905009,TON
330547,NV,32029,Storey,Fuel Comb - Residential - Wood,Ammonia,CAP,0.2640866654,TON
331280,NV,32015,Lander,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.00016904896,TON
333809,NV,32003,Clark,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,208.12015300000002,TON
334841,NV,32001,Churchill,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.5637890999999999,TON
337160,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
342454,NV,32017,Lincoln,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.002675097,TON
347309,NV,32003,Clark,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
356225,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
358122,NV,32029,Storey,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.01269577,TON
366190,NV,32005,Douglas,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,26.57743,TON
367842,NV,32015,Lander,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.1178067,TON
369551,NV,32013,Humboldt,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,12.649315335,TON
370666,NV,32001,Churchill,Fuel Comb - Residential - Other,Ammonia,CAP,0.02204104,TON
371518,NV,32011,Eureka,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
373210,NV,32033,White Pine,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.007029926,TON
375431,NV,32021,Mineral,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.02337434,TON
376293,NV,32007,Elko,Fuel Comb - Residential - Wood,Ammonia,CAP,2.1382111964,TON
380462,NV,32029,Storey,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.01618256,TON
383383,NV,32001,Churchill,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.1317247,TON
385338,NV,32009,Esmeralda,Fuel Comb - Residential - Wood,Ammonia,CAP,0.0563719519,TON
396361,NV,32029,Storey,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
398820,NV,32027,Pershing,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.03897847,TON
403200,NV,32009,Esmeralda,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.0015971960000000002,TON
407682,NV,32031,Washoe,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,520.76020165,TON
412007,NV,32001,Churchill,Commercial Cooking,Carbon Monoxide,CAP,3.4410528,TON
415908,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,5.5975333e-06,TON
423216,NV,32033,White Pine,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.12833699999999998,TON
424166,NV,32510,Carson city,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.04005795,TON
425854,NV,32015,Lander,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.04646819,TON
438199,NV,32023,Nye,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.0241793,TON
438496,NV,32021,Mineral,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.0011645030000000001,TON
439819,NV,32031,Washoe,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,217.6593,TON
443892,NV,32029,Storey,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.08753182,TON
444023,NV,32033,White Pine,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.09134608,TON
448794,NV,32013,Humboldt,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.1485495,TON
449219,NV,32027,Pershing,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.1310056859,TON
474390,NV,32510,Carson city,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
477325,NV,32029,Storey,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.001055825,TON
477427,NV,32011,Eureka,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.001093043,TON
478063,NV,32017,Lincoln,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0001246357,TON
482267,NV,32007,Elko,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,1.326094476,TON
487653,NV,32007,Elko,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,17.31856,TON
490274,NV,32009,Esmeralda,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,2.0945709999999997,TON
495769,NV,32017,Lincoln,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.9142559000000001,TON
