,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
346,UT,49033,Rich,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.02021321,TON
6025,UT,49037,San Juan,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.055282005,TON
13980,UT,49009,Daggett,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0035372182,TON
15274,UT,49027,Millard,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.04516914,TON
15343,UT,49031,Piute,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.04842856,TON
16955,UT,49005,Cache,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
17743,UT,49027,Millard,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
18424,UT,49011,Davis,Fuel Comb - Residential - Other,Ammonia,CAP,0.01727274,TON
23261,UT,49009,Daggett,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,5.62809099,TON
29659,UT,49051,Wasatch,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.01984981,TON
33050,UT,49009,Daggett,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.010183784908000001,TON
33051,UT,49009,Daggett,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.00105905034,TON
34328,UT,49001,Beaver,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.05745019999999999,TON
34340,UT,49021,Iron,Commercial Cooking,Carbon Monoxide,CAP,8.5855959,TON
37213,UT,49043,Summit,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.9545406999999999,TON
45934,UT,49003,Box Elder,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,3.5465324999999996,TON
47542,UT,49019,Grand,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.0,TON
49539,UT,49053,Washington,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.0234055,TON
51181,UT,49053,Washington,Commercial Cooking,Volatile Organic Compounds,CAP,8.74197577,TON
52306,UT,49007,Carbon,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.01906768,TON
55694,UT,49053,Washington,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
56707,UT,49041,Sevier,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0012683339999999999,TON
59930,UT,49039,Sanpete,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,4.20941503,TON
60510,UT,49029,Morgan,Commercial Cooking,Carbon Monoxide,CAP,0.30492057,TON
64184,UT,49019,Grand,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,2.42724279,TON
67180,UT,49017,Garfield,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,0.330520616,TON
68227,UT,49049,Utah,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.1731443,TON
71401,UT,49007,Carbon,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.04413767,TON
79272,UT,49031,Piute,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,0.67307033,TON
82881,UT,49021,Iron,Fuel Comb - Residential - Wood,Ammonia,CAP,0.462922218,TON
87662,UT,49041,Sevier,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0007541817,TON
89760,UT,49031,Piute,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
90288,UT,49039,Sanpete,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,3.464671,TON
91359,UT,49007,Carbon,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.007419103000000001,TON
92857,UT,49007,Carbon,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
93846,UT,49005,Cache,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
94650,UT,49011,Davis,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0222933041,TON
95451,UT,49047,Uintah,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,24.305870000000002,TON
96900,UT,49049,Utah,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,211.38308849999999,TON
98184,UT,49009,Daggett,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,1.810167e-05,TON
100221,UT,49021,Iron,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0006614802000000001,TON
102243,UT,49007,Carbon,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.8621459,TON
102581,UT,49019,Grand,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.031574080299999994,TON
109508,UT,49051,Wasatch,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.00039722199999999997,TON
109639,UT,49057,Weber,Fuel Comb - Residential - Other,Ammonia,CAP,0.01914278,TON
115780,UT,49013,Duchesne,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.0,TON
119358,UT,49023,Juab,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,17.96665455,TON
122724,UT,49003,Box Elder,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,2.77936,TON
125437,UT,49057,Weber,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.02176935,TON
138119,UT,49011,Davis,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,71.8932387,TON
138698,UT,49015,Emery,Commercial Cooking,Volatile Organic Compounds,CAP,0.287468247,TON
142520,UT,49023,Juab,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0001209132,TON
146272,UT,49015,Emery,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,0.440601,TON
151786,UT,49009,Daggett,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.01100286,TON
157705,UT,49035,Salt Lake,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,230.52894280000004,TON
159913,UT,49007,Carbon,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.14009870000000002,TON
160465,UT,49045,Tooele,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.3658401,TON
162846,UT,49009,Daggett,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.01386426,TON
170092,UT,49001,Beaver,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.1527567736,TON
171170,UT,49013,Duchesne,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.01315633,TON
