,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
3204,MD,24013,Carroll,Fuel Comb - Residential - Wood,Ammonia,CAP,16.86821301,TON
7706,MD,24001,Allegany,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,4.3233973,TON
8929,MD,24003,Anne Arundel,Fuel Comb - Residential - Oil,Ammonia,CAP,4.8129862999999995,TON
11814,MD,24029,Kent,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.5173873,TON
13117,MD,24001,Allegany,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.07010778,TON
13955,MD,24035,Queen Annes,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.00906608,TON
15933,MD,24003,Anne Arundel,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,10.43643,TON
17919,MD,24009,Calvert,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.1351039,TON
18747,MD,24041,Talbot,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.04975483,TON
26330,MD,24045,Wicomico,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.39096644,TON
35203,MD,24005,Baltimore,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,2.51,TON
45107,MD,24017,Charles,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,6.273055724,TON
50318,MD,24033,Prince Georges,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,61.74029,TON
60666,MD,24015,Cecil,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,40.393359999999994,TON
61809,MD,24017,Charles,Commercial Cooking,Volatile Organic Compounds,CAP,10.40338883,TON
62883,MD,24017,Charles,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.23,TON
64323,MD,24015,Cecil,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,17.9045614,TON
67214,MD,24011,Caroline,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
68600,MD,24023,Garrett,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
72894,MD,24037,St. Marys,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.008798021,TON
74183,MD,24029,Kent,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
74854,MD,24013,Carroll,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,3.743269,TON
75523,MD,24037,St. Marys,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.101119,TON
83924,MD,24017,Charles,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,2.7955509999999997,TON
88656,MD,24039,Somerset,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.03437088,TON
