,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
3170,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.01351808,TON
12849,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
31315,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.6674131999999999,TON
36404,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.37238540000000003,TON
58803,CT,9009,New Haven,Commercial Cooking,Volatile Organic Compounds,CAP,57.664253599999995,TON
60759,CT,9007,Middlesex,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,77.433969297,TON
60821,CT,9013,Tolland,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,43.3780999,TON
64883,CT,9009,New Haven,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,572.9280323,TON
64884,CT,9013,Tolland,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1974.6329051,TON
67876,CT,9005,Litchfield,Commercial Cooking,Volatile Organic Compounds,CAP,11.24482976,TON
88051,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,4.147455,TON
88396,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,2.580222907,TON
96668,CT,9011,New London,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,5.85181405,TON
101299,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,45.430319067919996,TON
110324,CT,9015,Windham,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.863925,TON
116839,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,2.68575149,TON
118165,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.02387558,TON
140898,CT,9011,New London,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,2.35268,TON
141738,CT,9013,Tolland,Fuel Comb - Residential - Wood,Ammonia,CAP,13.911133180999999,TON
161446,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,57.4541585,TON
165432,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,5.96609851,TON
176837,CT,9007,Middlesex,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,279.00690642,TON
184421,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,4.761012,TON
197863,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
198439,CT,9011,New London,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,60.43306,TON
210986,CT,9011,New London,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,15.86493,TON
212971,CT,9005,Litchfield,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,25.32524142,TON
214825,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,700.4896755,TON
219120,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,43.8531459015,TON
228265,CT,9009,New Haven,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,261.018019118,TON
233083,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,64.68295,TON
252965,CT,9007,Middlesex,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,182.87678490000002,TON
254447,CT,9003,Hartford,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,168.0661781,TON
266981,CT,9009,New Haven,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,78.42779540000001,TON
282488,CT,9013,Tolland,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,1.450106,TON
306870,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,22.85138,TON
334836,CT,9007,Middlesex,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.16027149999999998,TON
342517,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.4470018,TON
359611,CT,9001,Fairfield,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,137.3761,TON
366680,CT,9011,New London,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,10.22346766,TON
376170,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,4.21833902,TON
396183,CT,9011,New London,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,158.7487,TON
399520,CT,9011,New London,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,8.2778391,TON
401252,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,7.60189895,TON
403323,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,62.321940000000005,TON
409792,CT,9003,Hartford,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,747.6605351,TON
416423,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.035842,TON
417605,CT,9001,Fairfield,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,37.77844,TON
429223,CT,9003,Hartford,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,702.81659918,TON
433700,CT,9015,Windham,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.01415048,TON
436434,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,27.900376,TON
441810,CT,9003,Hartford,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,5.04094,TON
446331,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,2.4220064999999997,TON
462025,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,2.339279,TON
468264,CT,9015,Windham,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1708.679136,TON
474964,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,2.269205,TON
475826,CT,9013,Tolland,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,10.56307,TON
479737,CT,9015,Windham,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.2099361,TON
497054,CT,9013,Tolland,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,6.807475,TON
508924,CT,9007,Middlesex,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,12.35716,TON
524703,CT,9007,Middlesex,Commercial Cooking,Carbon Monoxide,CAP,30.048886,TON
529818,CT,9011,New London,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.3330633,TON
537723,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,7.19372,TON
553652,CT,9013,Tolland,Fuel Comb - Residential - Other,Ammonia,CAP,0.1290601,TON
559486,CT,9011,New London,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,13.716870000000002,TON
560507,CT,9015,Windham,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,2.757813285,TON
562355,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,2.3912619999999998,TON
586494,CT,9001,Fairfield,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,4.253694,TON
592399,CT,9015,Windham,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.14479229999999998,TON
610602,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.210038,TON
651455,CT,9015,Windham,Fuel Comb - Residential - Other,Ammonia,CAP,0.07688972,TON
657038,CT,9015,Windham,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.7763724808,TON
665177,CT,9011,New London,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,72.80919,TON
669396,CT,9009,New Haven,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.38481,TON
687250,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.13637670000000002,TON
688999,CT,9003,Hartford,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,408.80110099999996,TON
692720,CT,9005,Litchfield,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.3560683,TON
708039,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
713149,CT,9003,Hartford,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,336.0626,TON
722239,CT,9001,Fairfield,Fuel Comb - Residential - Other,Ammonia,CAP,0.37858070000000005,TON
736710,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,203.4716774,TON
738419,CT,9011,New London,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,102.698925,TON
748915,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
755770,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,3.24983156,TON
802908,CT,9015,Windham,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
804309,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.1750305,TON
808039,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.02344698,TON
824620,CT,9015,Windham,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,22.68413,TON
858855,CT,9011,New London,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
865116,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
866005,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,3.287475808,TON
870435,CT,9009,New Haven,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,382.98956400000003,TON
870989,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,17.14440694,TON
887919,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.1799446,TON
915565,CT,9001,Fairfield,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,22.8238579802375,TON
926024,CT,9007,Middlesex,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.25473629999999997,TON
930816,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,3.7890181000000003,TON
933312,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
939075,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.02986833,TON
972526,CT,9011,New London,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,17.137729999999998,TON
990127,CT,9011,New London,Commercial Cooking,Carbon Monoxide,CAP,42.469613,TON
997838,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,3.370545,TON
1007435,CT,9003,Hartford,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.1832758,TON
1022781,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
1025995,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,2.353707012,TON
1028657,CT,9011,New London,Commercial Cooking,Volatile Organic Compounds,CAP,15.43738383,TON
1059987,CT,9005,Litchfield,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,6.219715,TON
1077106,CT,9011,New London,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.0624568789,TON
1099957,CT,9003,Hartford,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,3.6126730000000005,TON
1102150,CT,9011,New London,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,1.005967672,TON
1107761,CT,9011,New London,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.2566365,TON
1120314,CT,9011,New London,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,6.751034,TON
1138439,CT,9003,Hartford,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,4.3688139999999995,TON
1146429,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,5.2568304,TON
1146430,CT,9009,New Haven,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,453.9340762,TON
1152929,CT,9013,Tolland,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.1131757,TON
1160775,CT,9005,Litchfield,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,59.44888244,TON
1160929,CT,9013,Tolland,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,20.38291067,TON
1163215,CT,9007,Middlesex,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1903.6394572000002,TON
1166339,CT,9011,New London,Fuel Comb - Residential - Wood,Ammonia,CAP,20.411288391,TON
1166508,CT,9001,Fairfield,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.3319861,TON
1170023,CT,9011,New London,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,133.348852,TON
1173312,CT,9011,New London,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.55118254,TON
1177317,CT,9007,Middlesex,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,9.163839999999999,TON
