,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,WA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,0.184,0.0,0.0,0.0,0.0,
2,WA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,0.005,0.0,0.0,0.0,0.0,
3,WA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,0.038,0.0,0.0,0.0,0.0,
4,WA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,0.052,0.0,0.0,0.0,0.0,
5,WA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,0.44,0.0,0.0,0.0,0.0,
6,WA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,88.552,9431.16,1028.64,78.85,0.0,11.74
7,WA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,113.389,17819.66,1518.76,0.0,263.66,10.0
8,WA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,114.944,25841.76,1580.65,0.0,84.2,6.4399999999999995
9,WA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,353.983,42090.71,1518.71,104.54,52.46,3.9800000000000004
10,WA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,572.928,151499.81,1416.24,161.67,41.72,1.0699999999999998
11,WA,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.022,0.0,0.0,0.0,0.0,
12,WA,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.046,0.0,0.0,0.0,0.0,
13,WA,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.006,0.0,0.0,0.0,0.0,
14,WA,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.276,0.0,0.0,0.0,0.0,
15,WA,OWNER,1940-59,1 ATTACHED,OTHER,400%+,0.183,0.0,0.0,0.0,0.0,
16,WA,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.256,0.0,0.0,0.0,0.0,
17,WA,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.135,0.0,0.0,0.0,0.0,
18,WA,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.13,0.0,0.0,0.0,0.0,
19,WA,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,0.969,0.0,0.0,0.0,0.0,
20,WA,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,0.496,0.0,0.0,0.0,0.0,
21,WA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,103.183,7207.71,368.42,306.8,0.0,9.370000000000001
22,WA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,100-150%,102.546,11775.31,324.23,3.94,0.0,2.79
23,WA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,150-200%,50.267,32574.31,347.38,39.61,16.75,1.24
24,WA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,200-400%,329.63,53166.81,1023.41,658.14,450.8,4.01
25,WA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,400%+,435.461,166810.8,1050.74,790.44,46.71,1.13
26,WA,OWNER,1940-59,1 ATTACHED,WOOD,0-100%,2.949,0.0,0.0,0.0,0.0,
27,WA,OWNER,1940-59,1 ATTACHED,WOOD,100-150%,2.048,44558.96,3079.52,481.42,566.12,9.26
28,WA,OWNER,1940-59,1 ATTACHED,WOOD,150-200%,5.823,44589.58,3000.4,427.67,502.91,8.82
29,WA,OWNER,1940-59,1 ATTACHED,WOOD,200-400%,8.501,46721.15,1211.18,0.0,387.57,3.42
30,WA,OWNER,1940-59,1 ATTACHED,WOOD,400%+,31.099,147967.09,1727.01,462.5,308.03,1.69
31,WA,OWNER,1940-59,1 ATTACHED,COAL,0-100%,0.103,0.0,0.0,0.0,0.0,
32,WA,OWNER,1940-59,1 ATTACHED,COAL,100-150%,0.023,0.0,0.0,0.0,0.0,
33,WA,OWNER,1940-59,1 ATTACHED,COAL,150-200%,0.346,0.0,0.0,0.0,0.0,
34,WA,OWNER,1940-59,1 ATTACHED,COAL,200-400%,0.765,0.0,0.0,0.0,0.0,
35,WA,OWNER,1940-59,1 ATTACHED,COAL,400%+,1.739,0.0,0.0,0.0,0.0,
36,WA,OWNER,1940-59,1 ATTACHED,NONE,0-100%,1.32,0.0,0.0,0.0,0.0,
37,WA,OWNER,1940-59,1 ATTACHED,NONE,100-150%,0.248,0.0,0.0,0.0,0.0,
38,WA,OWNER,1940-59,1 ATTACHED,NONE,150-200%,0.189,0.0,0.0,0.0,0.0,
39,WA,OWNER,1940-59,1 ATTACHED,NONE,200-400%,0.901,0.0,0.0,0.0,0.0,
40,WA,OWNER,1940-59,1 ATTACHED,NONE,400%+,3.463,0.0,0.0,0.0,0.0,
41,WA,OWNER,1940-59,1 ATTACHED,FUEL OIL,0-100%,0.037,0.0,0.0,0.0,0.0,
42,WA,OWNER,1940-59,1 ATTACHED,FUEL OIL,100-150%,0.54,0.0,0.0,0.0,0.0,
43,WA,OWNER,1940-59,1 ATTACHED,FUEL OIL,150-200%,0.496,0.0,0.0,0.0,0.0,
44,WA,OWNER,1940-59,1 ATTACHED,FUEL OIL,200-400%,6.316,64056.71,1900.04,0.0,0.0,2.97
45,WA,OWNER,1940-59,1 ATTACHED,FUEL OIL,400%+,7.622,91825.67,2016.66,0.0,484.63,2.7199999999999998
46,WA,OWNER,1940-59,1 DETACHED,BOTTLED GAS,0-100%,390.382,5838.47,1095.54,1100.17,76.72,38.92
47,WA,OWNER,1940-59,1 DETACHED,BOTTLED GAS,100-150%,176.704,22342.74,975.29,628.05,152.12,7.86
48,WA,OWNER,1940-59,1 DETACHED,BOTTLED GAS,150-200%,216.059,30358.26,885.96,1083.33,59.71,6.68
49,WA,OWNER,1940-59,1 DETACHED,BOTTLED GAS,200-400%,1221.642,55016.61,1257.55,2059.57,201.59,6.4
