,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,MI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,28.92,16293.82,2496.11,2765.59,776.78,37.059999999999995
2,MI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,49.19,21366.74,1136.12,1741.78,24.27,13.58
3,MI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,5.112,7100.89,528.54,564.36,133.15,17.27
4,MI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,14.159,27105.74,1635.47,397.6,45.45,7.670000000000001
5,MI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,43.204,98204.26,1119.47,527.75,44.3,1.72
6,MI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,50.846,5317.74,1463.47,202.85,0.0,31.34
7,MI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,30.802,9243.29,762.35,0.0,0.0,8.25
8,MI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,68.676,15791.84,1085.38,489.34,0.0,9.969999999999999
9,MI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,144.118,33576.12,658.79,458.31,48.58,3.47
10,MI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,74.415,118232.33,460.12,194.4,0.0,0.5499999999999999
11,MI,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,1.452,0.0,0.0,0.0,0.0,
12,MI,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,2.177,15053.44,2311.76,5420.57,0.0,51.370000000000005
13,MI,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,1.601,15149.15,2123.58,4833.85,1.02,45.93
14,MI,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,10.35,45754.96,1459.02,542.4,19.58,4.42
