,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,ID,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,0.187,0.0,0.0,0.0,0.0,
2,ID,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,0.021,0.0,0.0,0.0,0.0,
3,ID,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,0.0,0.0,0.0,0.0,0.0,
4,ID,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,0.006,0.0,0.0,0.0,0.0,
5,ID,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,0.01,0.0,0.0,0.0,0.0,
6,ID,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,14.28,5591.22,1076.86,0.0,0.0,19.259999999999998
7,ID,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,6.055,0.0,0.0,0.0,0.0,
8,ID,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,0.239,0.0,0.0,0.0,0.0,
9,ID,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,2.732,0.0,0.0,0.0,0.0,
10,ID,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,113.965,69434.01,1274.82,0.0,60.4,1.92
11,ID,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.001,0.0,0.0,0.0,0.0,
12,ID,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.0,0.0,0.0,0.0,0.0,
13,ID,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.0,0.0,0.0,0.0,0.0,
14,ID,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.0,0.0,0.0,0.0,0.0,
15,ID,OWNER,1940-59,1 ATTACHED,OTHER,400%+,0.0,0.0,0.0,0.0,0.0,
16,ID,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.003,0.0,0.0,0.0,0.0,
17,ID,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.0,0.0,0.0,0.0,0.0,
18,ID,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.0,0.0,0.0,0.0,0.0,
19,ID,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,0.082,0.0,0.0,0.0,0.0,
20,ID,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,0.0,0.0,0.0,0.0,0.0,
21,ID,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,1.386,0.0,0.0,0.0,0.0,
22,ID,OWNER,1940-59,1 ATTACHED,UTILITY GAS,100-150%,0.498,0.0,0.0,0.0,0.0,
23,ID,OWNER,1940-59,1 ATTACHED,UTILITY GAS,150-200%,0.007,0.0,0.0,0.0,0.0,
24,ID,OWNER,1940-59,1 ATTACHED,UTILITY GAS,200-400%,17.58,57477.56,0.0,0.0,0.0,0.0
25,ID,OWNER,1940-59,1 ATTACHED,UTILITY GAS,400%+,145.86,105171.78,787.47,776.14,363.03,1.83
26,ID,OWNER,1940-59,1 ATTACHED,WOOD,0-100%,3.681,10148.9,0.0,0.0,0.0,0.0
27,ID,OWNER,1940-59,1 ATTACHED,WOOD,100-150%,3.871,10291.97,0.0,0.0,0.0,0.0
28,ID,OWNER,1940-59,1 ATTACHED,WOOD,150-200%,0.155,0.0,0.0,0.0,0.0,
29,ID,OWNER,1940-59,1 ATTACHED,WOOD,200-400%,9.161,109433.15,3882.59,0.0,3018.15,6.3100000000000005
30,ID,OWNER,1940-59,1 ATTACHED,WOOD,400%+,0.586,0.0,0.0,0.0,0.0,
31,ID,OWNER,1940-59,1 ATTACHED,COAL,0-100%,0.072,0.0,0.0,0.0,0.0,
