,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Missouri (million metric tons CO2)",49.799764,50.254655,49.180367,53.011252,55.734919,49.772649,48.129226,49.63112,51.489594,51.787918,51.329222,50.848907,49.772137,44.388764,51.248975,56.435562,59.987061,63.71857,66.16797,65.430122,65.640972,68.2592,69.278262,76.061584,77.213834,79.910005,79.133062,76.653447,75.712604,73.110615,76.550099,78.850495,73.364398,77.016809,74.548391,66.499289,61.103347,67.781172,63.808333,,
"Total carbon dioxide emissions from all sectors, natural gas, Missouri (million metric tons CO2)",17.132422,15.268064,15.093561,14.08872,14.296543,14.023779,12.962699,12.44147,13.499791,13.505468,12.804484,13.722311,12.798647,14.891998,14.226349,14.91216,15.76876,15.180361,13.874478,14.286091,15.335764,15.313109,14.799467,14.123897,14.284128,14.505746,13.688726,14.749064,15.833489,14.15138,14.969461,14.606872,13.738812,14.930093,15.998813,14.372149,14.515508,14.039431,17.499521,,
"Total carbon dioxide emissions from all sectors, petroleum, Missouri (million metric tons CO2)",37.457959,35.767128,36.422147,35.295258,35.699295,36.433795,37.092505,38.465928,39.512573,39.755738,38.593813,38.383199,39.717655,41.509863,42.806759,44.263295,46.117892,46.685897,49.790026,50.558824,44.61062,46.725482,47.392969,48.296576,47.556618,47.668748,47.326765,47.8181,44.340983,43.014759,42.832615,41.585868,40.126575,40.904268,41.906301,42.188248,42.682843,42.012876,42.575386,,
"Residential carbon dioxide emissions, all fuels, Missouri (million metric tons CO2)",9.442911,8.64687,8.988475,8.560552,8.213388,8.172478,7.789983,7.594577,8.130949,8.406167,7.467856,7.984867,7.693542,8.754967,8.058868,8.255071,9.338043,8.658493,7.2708,7.77121,7.763123,8.47899,7.851877,7.806908,7.304782,7.012008,6.261793,6.713738,7.55327,6.929583,6.925777,6.531449,5.253646,6.683119,7.284573,6.012647,5.60881,5.391458,7.199817,,
"Commercial carbon dioxide emissions, all fuels, Missouri (million metric tons CO2)",5.369452,4.749304,4.982298,5.050501,5.058532,4.533017,4.566006,4.789657,4.880139,4.626735,4.449105,4.654812,4.489129,5.031792,4.776034,4.745696,5.346405,5.231288,4.48285,4.766996,4.636675,5.194704,4.620975,4.525902,4.554635,4.245362,3.977247,4.016184,4.553242,4.144963,4.070897,4.010679,3.616298,4.246776,4.76344,4.523871,4.240255,4.184401,4.914427,,
"Industrial carbon dioxide emissions, all fuels, Missouri (million metric tons CO2)",13.138236,12.659965,11.665137,9.834797,10.622795,11.315647,9.534625,9.575945,9.920552,9.546196,9.108151,8.44875,8.418322,9.116149,9.216848,9.447293,9.606906,10.051396,9.145489,10.116511,8.934724,9.13547,9.899902,9.685681,10.645582,10.422202,9.99618,10.23846,8.832662,7.76455,7.897778,7.081519,7.831521,8.231555,8.630563,8.483711,8.119805,8.400355,8.549169,,
"Transportation carbon dioxide emissions, all fuels, Missouri (million metric tons CO2)",29.057674,28.243754,28.696681,29.039646,29.750142,30.438809,31.869891,32.542545,33.635849,34.102563,33.552008,33.454911,34.696152,35.675517,36.681973,38.093084,40.0825,40.982796,44.578167,43.930651,39.138701,39.270524,40.220776,41.653772,40.519988,41.339474,41.722009,42.044406,39.389623,38.610378,38.611491,37.907948,36.703662,37.094734,37.72851,37.507263,37.93692,37.481553,37.771886,,
"Electric power carbon dioxide emissions, natural gas, Missouri (million metric tons CO2)",0.796221,0.40079,0.240771,0.148134,0.132429,0.077144,0.061652,0.072422,0.08558,0.067117,0.190845,0.684113,0.126381,0.262365,0.231805,0.686235,0.280033,0.401904,0.864877,1.04442,1.639929,1.912905,1.600826,1.174409,1.33273,1.725138,1.765991,2.229176,2.322396,1.609156,2.170018,2.039392,2.754649,2.024855,1.914603,2.113141,2.862248,2.567943,3.447198,,
"Residential carbon dioxide emissions, natural gas, Missouri (million metric tons CO2)",7.729667,6.928935,7.344316,6.900921,7.052717,6.914292,6.467979,6.225775,6.849456,6.906386,6.218931,6.458641,6.200998,7.146362,6.542152,6.684079,7.360233,6.838208,5.940012,6.021719,6.218825,6.203226,6.133404,6.161258,5.937465,5.781638,5.164695,5.49545,6.088146,5.67197,5.727998,5.484998,4.445618,5.727414,6.210495,5.111638,4.736634,4.634341,6.167095,,
"Commercial carbon dioxide emissions, natural gas, Missouri (million metric tons CO2)",4.098787,3.689401,3.775884,3.60329,3.627643,3.256565,3.320233,3.122544,3.407671,3.371274,3.185204,3.381885,3.240595,3.710783,3.533309,3.477228,3.904865,3.74145,3.324159,3.391382,3.375465,3.466298,3.324743,3.308773,3.34135,3.266434,3.070973,3.203349,3.470171,3.277894,3.264046,3.332542,2.927985,3.471657,3.920463,3.285746,3.092196,3.089171,3.751425,,
"Industrial carbon dioxide emissions, natural gas, Missouri (million metric tons CO2)",4.207128,3.947098,3.486725,3.23269,3.211202,3.545671,2.924218,2.914456,2.895461,2.884532,2.92512,3.060521,3.107953,3.248076,3.764158,3.682345,3.821406,3.797,3.446879,3.461311,3.689136,3.622285,3.59703,3.310365,3.4889,3.590026,3.553099,3.670885,3.5644,3.384538,3.496594,3.3726,3.344215,3.401198,3.608437,3.516012,3.453777,3.369576,3.604882,,
