,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Massachusetts (million metric tons CO2)",2.141115,2.498924,8.418687,9.101523,10.900772,10.36341,9.373641,11.05801,10.995309,11.468858,10.847303,11.232917,10.676979,9.45129,9.659577,10.016876,10.809829,11.681088,10.451073,10.819899,10.927318,10.390293,11.301788,10.458174,10.050723,11.41224,10.70821,11.474271,10.208846,8.792016,8.00781,4.102501,2.294483,4.030306,2.851942,2.308335,1.92129,1.185022,0.009561,,
"Total carbon dioxide emissions from all sectors, natural gas, Massachusetts (million metric tons CO2)",9.842436,9.949611,10.600191,10.431418,11.408244,11.92682,10.144169,12.383373,11.529426,13.847153,14.532752,15.059233,18.275846,18.6031,20.22987,20.779431,20.553675,21.83579,19.477527,19.17208,18.980651,19.318622,21.466621,22.034593,20.358214,20.500353,20.059611,22.226552,22.032311,21.674656,23.739091,24.619354,22.863232,23.09631,22.954065,24.25841,23.386636,24.536851,24.019337,,
"Total carbon dioxide emissions from all sectors, petroleum, Massachusetts (million metric tons CO2)",67.002604,62.29839,58.291464,54.653609,58.67432,57.876746,66.332697,62.983171,63.653708,64.615105,58.481483,56.292653,55.550147,53.531447,51.855347,48.196646,48.340869,52.331514,53.963505,51.430941,52.633042,52.681699,50.509094,52.160311,52.580664,52.664134,45.822499,46.243832,44.489393,39.851878,40.077657,39.323084,36.570993,38.499537,37.981017,39.043076,38.734785,38.297093,39.079639,,
"Residential carbon dioxide emissions, all fuels, Massachusetts (million metric tons CO2)",15.084966,13.455701,13.413567,12.743224,14.615137,14.372002,14.826461,15.291387,15.405108,16.325143,14.988517,14.206457,16.295308,16.412232,16.238751,14.653296,14.458476,14.288568,13.110148,13.924488,15.48505,15.832132,15.748241,16.235924,14.838499,14.764149,12.722734,13.427963,14.30036,13.769207,13.494491,13.546741,11.736099,12.278303,13.566152,13.503393,11.344308,12.310454,13.282653,,
"Commercial carbon dioxide emissions, all fuels, Massachusetts (million metric tons CO2)",8.798716,7.095268,8.203708,6.091726,7.18625,6.958817,7.661123,7.214422,7.797841,8.728772,8.458475,9.234726,8.978234,8.014941,8.902194,8.99684,9.089138,9.476245,8.086605,6.203233,6.772772,5.741563,5.864533,7.101506,6.559296,6.70423,5.015687,5.346052,5.601832,5.788632,6.695373,6.313984,5.226499,6.751983,7.139043,7.58412,7.009515,7.351529,7.896221,,
"Industrial carbon dioxide emissions, all fuels, Massachusetts (million metric tons CO2)",4.864037,6.130471,5.775923,6.178625,7.399111,7.659603,9.784006,8.503526,5.812732,5.845003,5.760702,5.095806,6.892258,7.123437,6.138363,5.390069,5.417098,5.474126,5.382996,6.089759,5.891928,7.058124,6.883671,4.516608,4.296664,4.609105,4.503461,4.41209,3.945477,3.184515,3.618582,3.863524,3.353676,3.570819,3.502501,3.504588,3.386984,3.51093,3.478614,,
"Transportation carbon dioxide emissions, all fuels, Massachusetts (million metric tons CO2)",25.357715,25.449369,25.72082,25.654164,26.131739,26.974387,27.518148,28.533637,29.720858,29.752489,28.837556,27.564701,27.41279,27.648319,27.804477,28.299542,29.638152,30.045109,30.033499,30.798898,31.89777,31.47853,31.626504,31.534014,33.305534,33.744898,32.645445,32.970443,32.629871,29.962791,29.727884,29.969898,29.282157,30.354041,28.761886,29.665595,31.564024,30.61517,30.894897,,
"Electric power carbon dioxide emissions, natural gas, Massachusetts (million metric tons CO2)",0.269687,0.365667,0.850074,1.364299,1.80711,2.489525,0.812085,2.18742,1.085062,2.79216,3.383424,3.343101,4.122768,4.248088,5.477411,6.981568,5.607294,6.397785,5.624856,5.015075,4.836911,5.296912,6.95106,9.229791,8.620117,8.353189,9.254091,10.076947,8.503127,8.239966,10.224656,10.24832,9.876021,8.479251,7.372754,8.555706,8.545678,8.907631,7.320865,,
"Residential carbon dioxide emissions, natural gas, Massachusetts (million metric tons CO2)",5.092273,5.214728,5.293835,4.971091,5.26285,5.313042,5.56713,5.727786,5.937094,6.141044,5.866582,5.67892,6.598445,6.692939,6.501511,5.758134,6.225563,6.074246,5.497573,5.94622,6.32149,5.914439,6.000762,6.866594,6.153512,6.385688,5.565326,6.207471,7.138085,7.266217,6.887392,7.052929,6.325416,6.403144,6.894024,6.917157,6.1264,6.621578,7.124555,,
"Commercial carbon dioxide emissions, natural gas, Massachusetts (million metric tons CO2)",2.883205,2.70398,3.323045,2.146832,2.243448,2.248011,2.376143,2.541467,2.673366,2.832802,2.780222,2.933821,3.548271,3.61231,4.593699,4.477717,5.236056,5.722957,4.852828,3.663987,3.53506,3.420829,3.556282,3.414197,3.103497,3.050546,2.800968,3.314132,3.885817,3.912239,3.951024,4.424873,4.00668,5.467012,5.747735,5.743543,5.731128,5.981662,6.494773,,
"Industrial carbon dioxide emissions, natural gas, Massachusetts (million metric tons CO2)",1.560874,1.62884,1.046437,1.893274,2.029948,1.801221,1.300472,1.865579,1.725774,1.957207,2.434664,3.019985,3.907783,3.924708,3.556707,3.457544,3.365331,3.505878,3.395308,4.391766,4.148554,4.50276,4.719762,2.407181,2.375931,2.571922,2.320592,2.496688,2.402353,2.154419,2.425857,2.597548,2.409728,2.557437,2.476208,2.433126,2.499128,2.568367,2.598609,,
