,urban_area,white_pctDiff,POC_pctDiff,latino_pctDiff,black_pctDiff,asian_pctDiff,state
19,"Pine Bluff, AR",-0.00398130908433526,0.00228304105573894,-0.00204671813287977,0.00247957791163065,0.0107474210135034,AR
20,"Texarkana--Texarkana, TX--AR",-0.0280981849559191,0.0254871384541207,0.0158185589987247,0.0310471047873478,-0.132730080738716,AR
21,"Avondale--Goodyear, AZ",0.0312441835186395,-0.0257636569904307,-0.045312475189049,-0.0137177745585986,0.0743955430518174,AZ
22,"Casa Grande, AZ",0.00487188737612096,-0.00355786434194616,-0.00794641410546828,0.00085056179138479,-0.00836736939256907,AZ
23,"Flagstaff, AZ",-0.0015106764829393,0.00273821488297949,0.00608801254426265,0.0428746936908424,0.00380422986952,AZ
24,"Lake Havasu City, AZ",-0.000479877183766572,0.00220720030517191,0.00303641505555368,0.00642510349876698,-0.0147670682721637,AZ
25,"Phoenix--Mesa, AZ",-0.0135032295998018,0.017050112173313,0.0226726528158955,0.00550755176721447,0.00392430831811725,AZ
26,"Prescott Valley--Prescott, AZ",0.00201106309961391,-0.0108282002322118,-0.0159708705264142,0.0129287698639869,0.00230246493054112,AZ
27,"Sierra Vista, AZ",-0.015627769284055,0.0219214896467544,0.0147800845864064,0.0601242072744972,0.0357049959313917,AZ
28,"Tucson, AZ",0.0290015577973658,-0.0289921725034097,-0.0533788441782477,0.091968534060469,0.0746684811555501,AZ
29,"Antioch, CA",0.00491670533156299,-0.00238800693131949,-0.000562360957443304,-0.0106245352069125,0.00220903377160213,CA
30,"Arroyo Grande--Grover Beach, CA",0.0277323401140455,-0.0639979450160382,-0.10193115282604,0.0691526499566987,0.011457862241217,CA
31,"Bakersfield, CA",-0.12629373774755,0.064147613535677,0.0717226764790642,0.133307763898527,-0.0704335683006228,CA
32,"Camarillo, CA",-0.00765457700755786,0.011142977807068,0.016161703632441,0.0324738411415929,-0.00354303002785484,CA
33,"Chico, CA",0.00269257054141161,-0.00731642444672876,-0.00776639001515953,0.0143329971879677,-0.014042546421671,CA
34,"Concord, CA",-0.0094089559252388,0.0137029445258776,0.0873330908957424,0.0355843036760413,-0.0444203814970157,CA
35,"Davis, CA",0.00329447654902699,-0.0039471459529092,-0.00245077026776655,0.0142082944840824,-0.00843409810470055,CA
36,"Delano, CA",-0.0307531947767608,0.00151501721151366,0.00219308165506107,-0.294088925775215,0.0293969228920448,CA
37,"El Centro--Calexico, CA",0.014060628898497,-0.00126733819312438,-0.00188337525117,0.0172998701357142,0.00335928099640992,CA
38,"El Paso de Robles (Paso Robles)--Atascadero, CA",0.00114337331791504,-0.0027505834147195,-0.0027312876713591,0.00072626663398444,-0.00871444292306501,CA
39,"Fairfield, CA",-0.0298246568899134,0.0122367308201573,0.0295553281040818,0.0199802899346987,-0.0306170569084928,CA
40,"Fresno, CA",-0.0547498632002117,0.0254518050044316,0.0383291180389508,-0.00820491501430139,0.00846821302020782,CA
41,"Gilroy--Morgan Hill, CA",-0.0449826813373047,0.0189225062492053,0.0277954234005274,-0.0218457059100903,-0.0356441692137357,CA
42,"Hanford, CA",0.0227786942122837,-0.0187517566628915,-0.0101325089021479,-0.0201168669250988,-0.113065138497547,CA
43,"Hemet, CA",-0.00167108128395486,0.0011362332953281,0.00416618916752381,0.00189989403806273,-0.0269806834626791,CA
44,"Indio--Cathedral City, CA",0.0528652693855835,-0.0324525481869515,-0.0399869146730398,0.000263797156965371,0.0751916510253624,CA
45,"Lancaster--Palmdale, CA",-0.0289911265028602,0.0119735350336943,0.00813915074099415,0.0447498495556,-0.0462754410842654,CA
46,"Livermore, CA",-0.00471809576582286,0.00773314139519058,0.0224002576868011,-0.0067217864125191,-0.013625842749381,CA
47,"Lodi, CA",-0.0193247522083605,0.0147789952598228,0.0156164840772733,-0.00923050532722137,0.0172540221172214,CA
48,"Lompoc, CA",-0.045099137180142,0.023057363195242,0.0418809918577086,-0.0688814146776054,-0.0531314716765371,CA
49,"Los Angeles--Long Beach--Anaheim, CA",-0.0371367649066311,0.0139320236406351,0.020587180312065,0.123272547244255,-0.0444759496740625,CA
50,"Madera, CA",-0.032334192921275,0.00610295393305887,0.00909130032373167,-0.114171913984872,-0.0309103073529582,CA
51,"Manteca, CA",-0.00293506064350623,0.00234005798867016,0.00704815561990812,-0.00305679222894073,-0.0244826187429806,CA
52,"Merced, CA",0.00310261189111527,-0.00131712681076039,0.000359109263858609,0.00690309849767849,-0.0105770879456992,CA
53,"Mission Viejo--Lake Forest--San Clemente, CA",-0.0152655951733569,0.0282028807214405,0.0221089619710544,0.0275135729244581,0.0449065445777442,CA
54,"Modesto, CA",0.0113575175529851,-0.00795494370517911,-0.00890522813586387,0.0386283846117645,-0.0193028575871701,CA
55,"Murrieta--Temecula--Menifee, CA",0.00241306839353802,-0.00242408943225864,-0.0137169948636423,0.0209354618018803,0.0178877441361938,CA
56,"Napa, CA",-0.0116570165207692,0.013263811219146,0.0174900006954478,-0.000429672855794512,-0.0276918498821209,CA
57,"Oxnard, CA",-0.0844998999979868,0.0318579537661251,0.0355470610872225,0.0185883726413326,0.0254633682809884,CA
58,"Petaluma, CA",-0.0168629932068716,0.0360586468430675,0.0411993431715793,0.0247154885056949,0.0799115154744629,CA
59,"Porterville, CA",0.00415126047643157,-0.00138025860290742,-0.00282666296349887,0.000263336691824879,0.0196291495111743,CA
60,"Redding, CA",-0.0069178869193938,0.0242024593759541,-0.00167929970322165,0.1010737246312,0.114484354548737,CA
61,"Reno, NV--CA",-0.0761022794131036,0.115170729794415,0.155741574275499,0.0586794513066574,-0.0208690308632991,CA
62,"Riverside--San Bernardino, CA",-0.111956300996175,0.035983863006155,0.0550654421077327,0.00467224309171161,-0.0704121555675504,CA
63,"Sacramento, CA",0.0332358062727609,-0.0333974014899486,1.22277819467942e-05,-0.0281121221227729,-0.10146075499203,CA
64,"Salinas, CA",-0.114408039137734,0.0213122915120667,0.0147932670626918,0.089192808869432,0.0933277772580621,CA
65,"San Diego, CA",-0.0511271314660856,0.0415571556727428,0.0134453387916437,0.180296729141628,0.0745001155358516,CA
66,"San Francisco--Oakland, CA",0.0336395807154306,-0.0183900228408357,-0.0558509319395974,-0.0021955146244168,0.00875724748269756,CA
67,"San Jose, CA",-0.00896186849968653,0.00423059749649134,0.0372316808164583,0.0168243838789724,-0.020464524868785,CA
68,"San Luis Obispo, CA",0.00454402665264908,-0.0114611012544654,0.024150941592088,-0.0939642870630305,-0.0720432279275893,CA
69,"Santa Barbara, CA",-0.00776690369294033,0.00894312503645348,0.0602060456838475,-0.0755364580407363,-0.204620185365408,CA
70,"Santa Clarita, CA",-0.00590187085639184,0.00559330692065677,0.0190186629979424,-0.0232449636176547,-0.0184612913382779,CA
71,"Santa Cruz, CA",-0.00643981078930074,0.0130345488026758,0.0613813042573118,-0.00582892933764129,-0.126346797277069,CA
72,"Santa Maria, CA",-0.135714139127065,0.0474346349591529,0.0554505245000775,-0.0317302884253505,-0.029770529419108,CA
73,"Santa Rosa, CA",-0.0280745618398479,0.0369968238405681,0.0484883658550355,0.0654740840153676,-0.0298275830823203,CA
74,"Seaside--Monterey, CA",-0.0578726950585107,0.0666025124372339,0.0891417923882673,0.102531386106067,-0.00159171123815955,CA
75,"Simi Valley, CA",-0.00138384932351587,0.00210759240142824,0.00725537102602431,-0.00144063963567835,-0.0111859950962408,CA
76,"Stockton, CA",-0.0180035630432934,0.00526392268303371,0.00342994489311602,0.000561025954051902,0.0100050750508667,CA
77,"Thousand Oaks, CA",0.0032280344200623,-0.00645129088352598,-0.0178473218503067,0.025205484385519,0.0122126598324355,CA
78,"Tracy, CA",-0.00194576765679276,0.000976547657346925,0.00488162780743075,-0.0108420511789485,-0.00408769277611637,CA
79,"Turlock, CA",0.00971179216883739,-0.00958657317598864,-0.0127201267621916,0.02558777067529,-0.0319770823064486,CA
80,"Vacaville, CA",-0.0145136345535329,0.0163757179450103,0.0100965536499412,0.0323009447051338,0.017562620657507,CA
81,"Vallejo, CA",0.00906947404566527,-0.00390999137371561,-0.0265310422159026,-0.00342487639163197,0.0139138663028323,CA
82,"Victorville--Hesperia, CA",-0.0186480430786495,0.00993479901817565,0.00798591375152143,0.0202037788164624,0.0080791881272964,CA
83,"Visalia, CA",0.0209443126201812,-0.0121625611299416,-0.0171882269599771,-0.0522567214186002,0.0544369252703973,CA
84,"Watsonville, CA",0.0013681306709204,-0.00026767668037259,0.000640039323970122,-0.0487093299406715,-0.00653434507654492,CA
85,"Woodland, CA",-0.0200932409640422,0.0100160274013172,0.00911753795700548,-0.0124836623394587,0.0164066320864441,CA
86,"Yuba City, CA",0.0034055075472867,-0.00309266832044005,0.00149625519119994,-0.0137494191615902,-0.0115310581028059,CA
87,"Yuma, AZ--CA",-0.0370250395459715,0.0235090497221859,0.0243265420764768,0.0277730226029118,0.0219291007135615,CA
88,"Boulder, CO",-0.00826768709445368,0.0346506171006267,0.0158082621536943,0.0289852360171412,0.0644915418183264,CO
89,"Colorado Springs, CO",-0.00996642622538925,0.0207992443848201,0.0275929505253028,0.024917462512281,-0.0154052719585333,CO
90,"Denver--Aurora, CO",-0.0336391694768829,0.056459423853821,0.0281781597374511,0.216210218269291,0.0172466393801436,CO
91,"Fort Collins, CO",-0.000739760943445851,0.00336784804513691,-0.00590908931614575,-0.00999117817451464,0.0412449766921952,CO
92,"Grand Junction, CO",-0.00320230672117441,0.0120517441470564,0.00981801544295873,0.0680402834657467,-0.063964738271621,CO
93,"Greeley, CO",-0.00394515122717332,0.00640968625825812,0.00279920502987333,0.031092434639047,0.0100841745893309,CO
94,"Lafayette--Louisville--Erie, CO",-0.00343610208271915,0.0143975825736374,0.0220815827203589,-0.0132057665873124,-0.0048075903552747,CO
95,"Longmont, CO",-0.0184316892608842,0.0396489573384649,0.0436229437512378,0.0132225278735988,-0.00446383986251146,CO
96,"Pueblo, CO",-0.036315145412717,0.0327687249732597,0.0336146270205624,0.0474096012158968,-0.122489262817664,CO
97,"Hartford, CT",-0.173517576153872,0.271910702952128,0.409294964247292,0.237158343149032,-0.0356209131485305,CT
98,"New Haven, CT",-0.128673956492149,0.205791293844411,0.210106724211528,0.25830809327653,0.076378685329556,CT
99,"New York--Newark, NY--NJ--CT",-0.214189622951862,0.168832031090883,0.0488882969705771,0.318712287409188,0.213483341742982,CT
100,"Springfield, MA--CT",-0.138227296933785,0.24828647731022,0.284982712100374,0.336023535610615,-0.105263872183839,CT
101,"Waterbury, CT",-0.0813568798639837,0.103541662590513,0.126528558028153,0.0989656508487868,-0.00759662293350564,CT
102,"Worcester, MA--CT",-0.122800417844704,0.292456436541718,0.387058005047698,0.358698641373228,0.120242830444292,CT
103,"Dover, DE",0.00174416793628367,-0.0025543761074811,0.00109155131474412,-0.00499963220318811,0.00061479746297732,DE
104,"Salisbury, MD--DE",-0.00373258119996269,0.00427320053188981,-0.00250669005747457,0.00639742456908431,-0.0026907669178116,DE
105,"Bonita Springs, FL",0.0251806442223035,-0.0611654104636083,-0.0666608876603422,-0.0722835306099015,0.0214255567343362,FL
106,"Cape Coral, FL",0.0257480825226594,-0.0482825525778668,-0.0459457133045452,-0.0661307294716508,0.0119753346641537,FL
107,"Deltona, FL",-0.00323740248033374,0.00511781160740461,0.000566207091615635,0.0131033326225697,0.0480468208571969,FL
108,"Fort Walton Beach--Navarre--Wright, FL",-0.0139347002806444,0.0395582525795645,0.0478835707503974,0.0676407709184193,0.0171975749590886,FL
109,"Gainesville, FL",0.0196881563663719,-0.0275287128745387,0.0232924637890209,-0.0621922996539307,-0.0209375351913779,FL
110,"Homosassa Springs--Beverly Hills--Citrus Springs, FL",-0.0021776410323416,0.0138742529683406,0.0118952249923318,0.0254409366848477,0.00443843257723457,FL
111,"Jacksonville, FL",-0.0305248187827211,0.0409356416543937,-0.0172180284081669,0.0790925202048996,-0.0254671419810335,FL
112,"Kissimmee, FL",0.0341092295646175,-0.0144015402030131,-0.0307315788196397,-0.0389354392443815,0.181904733710513,FL
113,"Lady Lake--The Villages, FL",0.0186405877310715,-0.24565169418955,-0.268021050114469,-0.224935934562826,-0.198647152091663,FL
114,"Lakeland, FL",-0.0171577486416456,0.0309611594738707,0.00587229606257399,0.0706981668780058,-0.0351911325220574,FL
115,"Leesburg--Eustis--Tavares, FL",-0.010145019968027,0.0288101519660629,-0.0306525090064469,0.0763727547531886,-0.0301525285073055,FL
116,"Miami, FL",-0.143361539917643,0.064561623301051,0.0919752282768637,0.0371431082045171,-0.0953557755609009,FL
117,"North Port--Port Charlotte, FL",-0.00408833287386229,0.0168356785053491,0.026027812269204,0.00463873520875976,-0.0113999102197476,FL
118,"Ocala, FL",0.0371919773924044,-0.0714649314491919,-0.0798296373953932,-0.068549975024274,-0.0368759086681768,FL
119,"Orlando, FL",-0.00232098418705484,0.00214640451823498,-0.0153510785997801,0.0292070539029984,-0.0120513661006199,FL
120,"Palm Bay--Melbourne, FL",0.014411839039167,-0.038011193710356,-0.0384606942172799,-0.0917382819435853,0.107780737681936,FL
121,"Palm Coast--Daytona Beach--Port Orange, FL",-0.025656046825959,0.0661561085599452,0.000970433992538442,0.112442471706757,-0.0145925496070863,FL
122,"Panama City, FL",-0.00915549726497029,0.0224466134691807,0.0115023921073642,0.0331503577819941,-0.000567321377878243,FL
123,"Port St. Lucie, FL",-0.0234970021935479,0.0477249260451868,0.0314282422353082,0.0683343102428714,0.0471033499006269,FL
124,"Sarasota--Bradenton, FL",-0.0171945150320617,0.0508513600477162,0.0519060697464041,0.0626517129070822,0.0410141809015219,FL
125,"Sebastian--Vero Beach South--Florida Ridge, FL",-0.000169210696118966,0.000532224265371486,0.00299513611287132,-0.00167511927070085,0.0103267492544022,FL
126,"Sebring--Avon Park, FL",-0.00346125366763411,0.00729327308059838,0.00404519852210078,0.0117020661213943,0.00793596066854583,FL
127,"Spring Hill, FL",-0.000138981631080641,0.000502960926938468,-0.000369780522206333,0.00445708672650066,-0.00743978883238932,FL
128,"St. Augustine, FL",-3.72770565445959e-05,0.000211171131658407,-0.000342455228237404,-0.0005794136304299,0.00325609429994974,FL
129,"Tallahassee, FL",-0.0163828717678618,0.0186466916808574,0.0302184701954725,0.0245083343455194,-0.0483109273321014,FL
130,"Tampa--St. Petersburg, FL",-0.00509606667050875,0.00835146250505152,-0.0115461609838233,0.0145442161247386,0.0902753893857715,FL
131,"Titusville, FL",0.000554698941768295,-0.00263363465855528,0.0210209671661831,-0.0352781777864302,0.00978643319351458,FL
132,"Winter Haven, FL",0.00030731218336959,-0.000450571206270443,-0.0247319930363197,0.0201613655583112,0.0290088231210453,FL
133,"Zephyrhills, FL",-0.00317652155743727,0.0107263375727466,0.000583813875352065,0.0176314938116671,0.0287639535245127,FL
134,"Albany, GA",-0.0871659109180717,0.0327095174020385,0.00571496460827075,0.0380879585093431,-0.128456987452129,GA
135,"Athens-Clarke County, GA",0.0147146426079281,-0.0241672978023536,-0.0673059194591897,-0.0321695494610269,0.0621216494224933,GA
136,"Atlanta, GA",-0.0351555220141406,0.0269555707975141,0.0297668190570298,0.0186529090152381,0.0719819445326647,GA
137,"Brunswick, GA",0.00208919280674761,-0.00288750146802672,0.000249035313905364,-0.00444839600628719,0.00674539629644481,GA
138,"Cartersville, GA",-0.00836962711014264,0.0233870800409449,0.0276386271593789,0.0194342520616642,0.0736979728196816,GA
139,"Chattanooga, TN--GA",-0.0284643093325038,0.0641486641438057,0.0438684847310021,0.0751977096616374,0.0569901135918765,GA
140,"Dalton, GA",0.000988284867282518,-0.00122069248826235,-0.00231528335410975,0.0037091231636074,0.00831581915425151,GA
141,"Gainesville, GA",0.0283351294927955,-0.0342867215198457,-0.039557820476895,-0.0340268070319651,-0.0040637741245293,GA
142,"Hinesville, GA",-0.00317283511761825,0.00176401787636419,-0.000967703072788497,0.00303639707206877,-0.000696893904573739,GA
143,"Macon, GA",-0.0596408655654024,0.0294901220125851,-0.0705925985817289,0.0365874155184063,-0.0457026363642796,GA
144,"Rome, GA",-0.00161972844228612,0.00344522067767091,-0.0214808302419284,0.0173650253634965,-0.0225385071357058,GA
145,"Savannah, GA",-0.0362480937418362,0.026766233334766,-0.0903928127339713,0.0493583747505408,-0.0694013314887482,GA
146,"Valdosta, GA",-0.0499311797362078,0.0340641330512853,0.00637468772507989,0.0399766047743845,-0.0057675577557083,GA
147,"Warner Robins, GA",-0.00395088520199555,0.00560797828662636,0.0133274970373047,0.00467696192513964,-0.015543940035087,GA
148,"Ames, IA",0.000867225307673136,-0.00370140854191164,-0.00370019997087373,4.43461123409919e-05,-0.00107614399350784,IA
149,"Cedar Rapids, IA",-0.000486094826958828,0.0026405268392298,-0.00323782779184462,-0.00340606307679204,0.0407945560464299,IA
150,"Des Moines, IA",-0.0249460416795003,0.0802816240870715,0.074267117859761,0.121817286114911,0.0445471702090559,IA
151,"Iowa City, IA",0.0154449793238907,-0.0507385715727308,-0.0382700464898227,-0.100164436232994,-0.0410403686940934,IA
152,"Omaha, NE--IA",-0.0326152481185645,0.0884070167953585,0.0679217138667644,0.142478444299871,0.0719816683433865,IA
153,"Waterloo, IA",-0.0160915384617583,0.0599690082752929,0.0735339486880021,0.0696051223226674,0.00121260037796985,IA
154,"Boise City, ID",-0.00767788042914766,0.0414759510227047,0.07297186307047,0.0481050973843505,-0.0289304600454634,ID
155,"Coeur d'Alene, ID",-0.000327592587286973,0.00332090561215847,-0.000832386803238805,-0.0134943773693347,-0.018349063991401,ID
156,"Idaho Falls, ID",0.00163101696364036,-0.00751923632338044,-0.0171884487070227,-0.0115708537439499,0.0327785276792646,ID
157,"Nampa, ID",0.00380772909812552,-0.0078004116545437,-0.00836820934953748,-0.0158815222303481,0.00848145755207176,ID
158,"Pocatello, ID",0.00424730641896709,-0.0219614885242232,-0.00117077766021285,-0.00304869436424027,-0.0404214114729897,ID
159,"Beloit, WI--IL",-0.00903710407275747,0.020251178774286,0.0271895520129869,0.0177356069585166,-0.0182180479066004,IL
160,"Bloomington--Normal, IL",0.00175889762623458,-0.00596489440324718,-0.00282664370440519,-0.0135267561372916,0.00259453200024835,IL
161,"Cape Girardeau, MO--IL",-0.00202564674874144,0.00869298314839218,0.00136516996084936,0.0107752347799552,0.00857373000188276,IL
162,"Carbondale, IL",-0.036405712333299,0.0704051893140647,0.0627851983203275,0.0851087890402074,0.0355934768376005,IL
163,"Champaign, IL",-0.00477541921777085,0.00768679901196926,-0.00149714326046851,0.0103511019795888,0.0132191813674744,IL
164,"Danville, IL",0.000825478509643052,-0.00308566654916126,0.00192315954415156,-0.00591314022410738,0.0117598564472956,IL
165,"Davenport, IA--IL",-0.00187450900805224,0.00526433253650178,0.0652786063436117,-0.0604695425760708,0.0278289045040804,IL
166,"DeKalb, IL",-0.00593717268003635,0.0128106933973497,-0.000816827862433225,0.0168450668626606,0.0281258203276765,IL
167,"Decatur, IL",-0.0409292145704197,0.0902442005309332,0.073508257205072,0.110625869836703,-0.0413139566133776,IL
168,"Dubuque, IA--IL",0.000839654953479655,-0.00856789247540342,0.0290053839889443,-0.0107378564320154,-0.0379397902300915,IL
169,"Kankakee, IL",-0.00720767827075586,0.0119495955392277,0.00446313106072777,0.0167068703326718,0.0104573662701189,IL
170,"Kenosha, WI--IL",-0.0158726262737015,0.0362092462340937,0.0425670710474383,0.0550294062375103,-0.187838166568051,IL
171,"Peoria, IL",-0.0465016947409007,0.123175979162685,0.0788501689315257,0.177494412696129,-0.0520992042829761,IL
172,"Rockford, IL",-0.00775062937839844,0.0152668226463759,-0.00274415208172064,0.0354708882555763,-0.0141423950389804,IL
173,"Springfield, IL",-0.0140489369062998,0.0387707251911799,0.0654363069207227,0.0469659975008172,-0.037921528184567,IL
174,"St. Louis, MO--IL",-0.102635008328738,0.205830118728879,0.067045361410935,0.263074185775216,0.0176824972177831,IL
175,"Anderson, IN",-0.0123815988406692,0.0442510743676554,0.0458488599336598,0.0555486870752754,-0.0269721094538252,IN
176,"Bloomington, IN",-0.00319433998916888,0.0131291527253109,-0.00646782674214831,-0.00286182454423781,0.0362988437587,IN
177,"Chicago, IL--IN",-0.106664543180824,0.106100312135681,0.0979567179380897,0.128335570953779,0.0861452024875892,IN
178,"Cincinnati, OH--KY--IN",-0.0625843640859666,0.183415064166495,-0.0139066873865727,0.275487007657197,-0.00645545738247947,IN
179,"Columbus, IN",-0.000688040714032215,0.00314406141939927,0.000538921554630589,0.0111068028321419,0.00336667843506234,IN
180,"Fort Wayne, IN",-0.0113875024437635,0.0256987622354808,0.0155861564488516,0.0350169349517613,0.0168831849215706,IN
181,"Indianapolis, IN",-0.0464248804115488,0.086319977047842,0.0268091558785495,0.143307318728676,-0.0815938345970781,IN
182,"Kokomo, IN",-0.00160338315110436,0.0104774295440137,0.0119038449429682,0.0100544695048337,0.0248253781043288,IN
183,"Lafayette, IN",0.00236135710152293,-0.0069942153863652,0.00913822643903016,0.0792105119847562,-0.075919048864407,IN
184,"Louisville/Jefferson County, KY--IN",-0.0307776130691042,0.0770645215044848,-0.00572792099789436,0.115384177577072,0.0194014256842165,IN
185,"Muncie, IN",-0.00281931049637238,0.014319222300176,0.0257764888165841,0.00756840421302897,0.0257514071754837,IN
186,"Terre Haute, IN",-0.00624763912042826,0.029081802966239,0.0305931820840766,0.0397707973139233,-0.0726464908295461,IN
187,"Kansas City, MO--KS",-0.0189050519627009,0.0373667268312828,0.0484929278766613,0.0582567978751838,-0.0409272050287551,KS
188,"Lawrence, KS",0.00426431128305657,-0.0148179596780725,-0.012069463068466,-0.0498924535407122,0.0143334161151436,KS
189,"Manhattan, KS",-0.000378889160177811,0.00143795621362918,0.00712045432713495,-0.0148154402172835,0.0144519475165462,KS
190,"St. Joseph, MO--KS",0.000851135656454049,-0.00434730002778864,-0.000604690234736313,0.00809040864194548,-0.013247386089016,KS
191,"Topeka, KS",-0.0108654858741059,0.022912440135651,0.0257153656154816,0.0249996013913308,-0.0345404537006849,KS
192,"Wichita, KS",-0.0483948854904661,0.0840156049189585,0.0834000394965769,0.149217472341247,-0.0221347187312339,KS
193,"Bowling Green, KY",-0.00778670832829558,0.0242532064899632,0.00181796505530549,0.0370263530648394,-0.0132420971104009,KY
194,"Clarksville, TN--KY",-0.00170060131988944,0.00242092607898995,-0.0103418586706775,0.00969292161450592,-0.00788124888783735,KY
195,"Elizabethtown--Radcliff, KY",-0.00436304997032066,0.00982131694873096,0.00440835951801055,0.0127973043706874,0.00344870407362896,KY
196,"Evansville, IN--KY",-0.0212214747959951,0.103020648840529,0.11770298943511,0.130647065220944,-0.149264705648766,KY
197,"Lexington-Fayette, KY",0.0108487865113985,-0.0263818750292699,-0.0566314254730994,-0.0323182424123482,0.0397865882546773,KY
198,"Owensboro, KY",-0.00465123167411066,0.0302760541444661,-0.00103377279374095,0.0408355389737233,-0.0120305636662819,KY
199,"Alexandria, LA",-0.131474773850902,0.10292172876272,-0.0934158644581858,0.123636529169552,-0.00946166997536786,LA
200,"Baton Rouge, LA",-0.0288764458639223,0.031138729352915,-0.00617888458301396,0.0258916977939303,0.175084684647195,LA
201,"Hammond, LA",-0.0115821135869755,0.0188091419423563,0.00957769799169529,0.0207858069568123,0.0382483331512411,LA
202,"Houma, LA",-0.0128514637846912,0.0261432108674351,0.0441609591076707,0.0291437467883797,0.0400927565886462,LA
203,"Lafayette, LA",-0.0163589294050008,0.0291461293062773,0.0303986385468613,0.0355596867067309,0.0268514014384933,LA
204,"Lake Charles, LA",-0.0357908205677652,0.0425841495428663,0.046247825147282,0.0409469713121271,0.133784767461504,LA
205,"Mandeville--Covington, LA",0.00067651569688021,-0.00446052532216241,-0.000470427180093537,-0.0334252751115275,0.0618546019566898,LA
206,"Monroe, LA",-0.125798904112601,0.0690438353992092,-0.0295928495237622,0.0747334121017828,-0.0973403356299087,LA
207,"New Orleans, LA",0.0775667368944958,-0.0666363510478391,0.0245739257175362,-0.0963285367357215,-0.0640986216470279,LA
208,"Shreveport, LA",-0.0270097886486866,0.0196348862786466,-0.0468582809412483,0.0289584256187228,-0.0524663067150787,LA
209,"Slidell, LA",0.00643018646302006,-0.0158150284685687,0.00221777127403029,-0.0124791849612445,-0.02336633172677,LA
210,"Barnstable Town, MA",-0.00273252161189356,0.0244117976447146,0.0163633363215754,0.0324802888028978,0.0288179745015393,MA
211,"Leominster--Fitchburg, MA",-0.0468144652476651,0.115253109111742,0.135936825268977,0.0460614051140263,0.127226777618037,MA
212,"Nashua, NH--MA",-0.0409729483606267,0.241056515967979,0.333068104697732,0.258526696471512,0.0878311070913104,MA
213,"New Bedford, MA",-0.060373065088432,0.149200020114865,0.160024393948498,0.199035319919599,-0.0444655979144899,MA
214,"Pittsfield, MA",0.00206566901322124,-0.0178812496641234,-0.0170083532326396,-0.0327927585258495,0.00375708610481818,MA
215,"Providence, RI--MA",-0.126099088796209,0.323934467499728,0.392601968660229,0.349054784766655,0.134608871950446,MA
216,"Aberdeen--Bel Air South--Bel Air North, MD",-0.00781521607416505,0.0307640672746117,0.0264772612519364,0.0364815135668719,0.0267025746076439,MD
217,"Baltimore, MD",-0.112086533212752,0.107331712146018,-0.0459862930034537,0.196330843108898,-0.207705893899695,MD
218,"Frederick, MD",-0.0184557805832233,0.0302954983292313,0.0261869720437168,0.044201410883631,0.0115840045825474,MD
