,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Natural gas consumed by (delivered to) the residential sector, New Hampshire (Million cubic feet)",4331,4465,4526,4309,4613,4698,5102,5604,5927,6290,5903,5609,6449,6493,6572,6507,7012,6939,6267,6613,7274,6812,6922,7940,7086,7793,6718,7394,7054,7213,6738,6955,6422,7185,7755,7842,6861,7331,8134,8034,
"Natural gas consumed by (delivered to) the commercial sector, New Hampshire (Million cubic feet)",4116,4376,4414,4437,4100,4955,4438,4601,5034,5371,5073,5028,5862,6142,6412,6514,7099,7489,6808,7214,8323,7349,8768,9673,8943,9844,8494,9360,10043,9935,8406,8890,8130,9204,9412,9630,8509,9078,10129,10135,
"Natural gas consumed by the industrial sector, New Hampshire (Million cubic feet)",1001,1175,1053,869,1726,892,729,1731,1971,2241,3276,3457,3828,3805,4471,4607,4916,5830,5878,5912,8537,8685,8054,7882,7388,6889,5968,6337,5370,4688,6022,7083,7007,7866,8456,8386,8454,9499,9916,9834,
"Natural gas consumed by the electric power sector, New Hampshire (Million cubic feet)",0,138,0,20,67,0,0,15,55,23,0,0,633,136,1277,2248,3,564,151,572,783,527,1096,28627,37732,45926,41339,39013,48688,38070,38937,46812,50408,29644,31240,42673,33841,25975,21563,25460,
