State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NC,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,1743314,1466414,2136346,1691097,1602561,2696941,2334381,2092027,1762432,1476459,768165,945228,1114409,2152552,949328,868290,1287118,604610
NC,Residential Total Volume (Mcf),52894217,50786164,52852820,63898774,56815261,58903707,65410055,62800472,63865472,56506467,58364950,63911559,65642358,74520193,61644104,56511260,69653538,75177933,64523103,64547389,59933127,73261527,67947749
NC,Residential Sales Volume (Mcf),52894217,50786164,52852820,63898774,56815261,58903707,65410055,62800472,63865472,56506467,58364950,63911559,65642358,74520193,61644104,56511260,69653538,75177933,64523103,64547389,59933127,73261527,67947749
NC,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,Residential Sales Price (Dollars),8.69,8.3,8.27,9.43,11.93,10.02,12.94,13.59,16.07,19.06,16.3,18.1,15.86,14.28,13.9,13.27,12.98,13.99,13.1,12.75,13.64,13.47,13.66
NC,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
NC,Residential Sales Revenue (Dollars),474990143,441186534,440372521,609008712,700944853,551994315,750827183,797736708,982318205,956609735,916377494,1059410387,935118438,931785043,773629557,688879534,823727038,892953040,746447753,730336603,796369765,887015641,874949687
NC,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,Residential Total Customers,740013,777805,815908,858004,891227,905816,953732,948283,992906,1022430,1063871,1095362,1102001,1115532,1128963,1142947,1161398,1183152,1206870,1231366,1255541,1279791,1304584
NC,Residential Sales Customers,740013,777805,815908,858004,891227,905816,953732,948283,992906,1022430,1063871,1095362,1102001,1115532,1128963,1142947,1161398,1183152,1206870,1231366,1255541,1279791,1304584
NC,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,Commercial Total Volume (Mcf),38021031,36427481,38019022,43112565,38582727,40197925,44262196,45383355,47696072,46320561,45433981,48566616,51302689,56224667,49898491,48951297,55270934,59945110,55114379,55875536,53725576,57989024,57310175
NC,Commercial Sales Volume (Mcf),35880526,33009087,35644794,41601716,36256112,36513291,40800779,40381270,41776007,38526066,37722420,41048228,43692557,47678720,42094256,40852849,46696905,50876169,45878408,46450938,44909586,50461515,49534837
NC,Commercial Transported Volume (Mcf),2140505,3418394,2374228,1510849,2326615,3684634,3461417,5002085,5920065,7794495,7711561,7518388,7610132,8545947,7804235,8098448,8574029,9068941,9235971,9424598,8815990,7527509,7775338
NC,Commercial Sales Price (Dollars),6.91,6.53,6.4,7.7,10.17,8.23,10.23,11.31,13.81,15.68,14.07,15.85,13.07,11.91,11.45,10.14,10.64,11.64,10.23,9.52,10.26,10.58,10.27
NC,Commercial Transported Price (Dollars),,,,,,,,,,,,0.99,1.02,0.96,1.1,1.21,1.33,0.94,0.91,0.99,1.2,1.33,1.12
NC,Commercial Sales Revenue (Dollars),251067808,218982886,221704963,316456604,367701014,264596766,399357259,421942272,540361899,541715330,481803837,582663098,508311731,485391659,405924556,352072232,411615421,463815261,379334472,358104479,400571512,427922993,433677584
NC,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,8480935,9044750,9262822,8622919,9763617,11410023,8536351,8394750,9327240,10567920,10000331,8680296
NC,Commercial Total Customers,97629,100251,104294,107566,107656,102505,107506,105163,109205,111127,112092,111868,113630,113900,115609,117155,118257,120111,121842,123194,124891,126541,127848
NC,Commercial Sales Customers,97497,100106,104151,107424,107592,102443,107445,105087,109134,111046,111992,111783,113519,113788,115496,117039,118135,119984,121711,123059,124778,126427,127741
NC,Commercial Transported Customers,132,145,143,142,64,62,61,76,71,81,100,85,111,112,113,116,122,127,131,135,113,114,107
NC,Industrial Total Volume (Mcf),111512881,106497163,107284027,106546761,88844052,98305505,88445343,90132732,86821172,87150100,88401166,89317276,82253082,92320655,99109621,102151420,109661776,107903739,105102944,105504035,107373404,116776381,119113780
NC,Industrial Sales Volume (Mcf),50783400,34215436,51245165,55600304,27097573,38523682,32640022,26235552,22955646,18157335,18779528,17029550,11180844,10734399,9597073,9028622,10143170,11036788,11275295,11226098,11637297,13219771,14452493
NC,Industrial Transported Volume (Mcf),60729481,72281727,56038862,50946457,61746479,59781823,55805321,63897180,63865526,68992765,69621638,72287726,71072238,81586256,89512548,93122798,99518606,96866951,93827649,94277937,95736107,103556610,104661287
NC,Industrial Sales Price (Dollars),4.49,4.1,3.9,5.44,6.83,5.26,7.32,8.22,10.84,11.55,10.54,12.72,8.94,8.62,8.17,6.79,7.16,8.23,6.89,6.25,6.93,7.01,6.6
NC,Industrial Transported Price (Dollars),,,,,,,,,,,,0.93,0.99,1.05,0.88,0.88,0.92,0.92,0.92,0.95,0.96,0.95,0.94
NC,Industrial Sales Revenue (Dollars),236693052,135654276,195098313,295067808,189332436,189110298,205029936,188932630,256786980,199605979,187483594,206104194,96809509,88417643,73852779,57469901,69691985,83329554,71429117,61006150,72618022,81672825,83500489
NC,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,64047879,61893814,63439710,66671580,71805573,85571696,82088201,75042750,77180490,86510777,93794955,88658543
NC,Industrial Total Customers,5375,6228,5672,5288,2962,3200,3101,3021,2891,2701,2991,2984,2384,2457,2468,2525,2567,2596,2624,2668,2687,2666,2681
NC,Industrial Sales Customers,4881,5612,5063,4621,2351,2448,2322,2176,2120,1928,2129,2110,1491,1546,1555,1580,1631,1668,1716,1751,1758,1766,1790
NC,Industrial Transported Customers,494,616,609,667,611,752,779,845,771,773,862,874,893,911,913,945,936,928,908,917,929,900,891
NC,Electric Total Volume (Mcf),4535440,11484748,11898171,9872880,9777118,39227855,21973712,34203895,47707585,41071276,57492097,59112638,69121499,139209371,174777802,265627172,204933675,206207651,269713592,293602190,279852490,341075638,326282316
NC,Electric Sales Volume (Mcf),3523881,9600869,10707146,5809429,326014,1679875,198558,2827783,150981,770529,1030338,464204,209310,919561,614685,134392,13307,12694,16990,25667,18364,34135,16196
NC,Electric Transported Volume (Mcf),1011559,1883879,1191025,4063451,9451104,37547980,21775154,31376112,47556604,40300747,56461759,58648434,68912189,138289810,174163117,265492780,204920368,206194957,269696602,293576523,279834126,341041503,326266120
NC,Electric Sales Price (Dollars),3.68,4.35,3.36,4.84,6.34,5.93,7.71,5.32,12.8,9.43,8.98,12.31,7.96,5.94,9.5,3.39,4.4,4.85,3.26,2.86,2.66,3.22,2.69
NC,Electric Transported Price (Dollars),,,,,,,,,,,,0.36,0.83,0.44,0.5,0.45,0.53,0.79,4.18,6.16,3.27,1.0,4.12
NC,Electric Sales Revenue (Dollars),10959931,27984401,34429708,26477009,1445016,7339482,1193954,2739267,2272459,6208649,8209742,5579555,1153930,5470631,7333190,462626,58549,61525,55432,73390,48937,109975,43607
NC,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,17259844,17948999,17076147,20328305,40280658,70518729,85885547,85849845,85269340,85177423,93393375,114571044
NC,Electric Total Customers,6,6,10,9,12,12,12,15,11,12,20,21,21,23,24,29,30,27,27,27,28,29,31
NC,Electric Sales Customers,4,4,7,6,5,4,4,6,4,5,8,6,6,7,5,1,2,2,2,2,2,2,2
NC,Electric Transported Customers,2,2,3,3,7,8,8,9,7,7,12,15,15,16,19,28,28,25,25,25,26,27,29
NC,Vehicle Fuel Total Volume (Mcf),0,0,0,3928,11242,15966,14056,12065,11275,11092,8972,5077,7154,7843,35885,86332,171754,370434,633543,835743,957487,1329400,1527557
NC,Vehicle Fuel Sales Volume (Mcf),0,0,0,3928,11242,15966,14056,12065,11275,11092,8972,5077,7154,7843,23996,48103,97294,265797,466241,601580,693266,1078093,1275659
NC,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,11889,38229,74460,104637,167302,234163,264221,251307,251898
NC,Vehicle Fuel Sales Price (Dollars),,,,7.82,9.33,6.38,8.12,8.68,11.58,11.72,10.64,12.79,11.21,9.77,21.78,11.0,10.42,15.1,8.23,7.8,8.16,8.34,8.27
NC,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,1.15,1.13,1.13
NC,Vehicle Fuel Sales Revenue (Dollars),0,0,0,30725,104897,99111,118476,106505,130516,130040,95446,64923,80210,76633,290960,311609,745724,2414203,2706656,2854724,3868897,5093463,6216170
NC,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302645,284203,285734
NC,Vehicle Fuel Total Customers,0,0,0,1,1,10,11,10,10,9,9,10,10,12,24,31,34,39,56,308,353,473,680
NC,Vehicle Fuel Sales Customers,0,0,0,1,1,10,11,10,10,9,9,10,10,12,23,22,27,35,51,303,348,469,676
NC,Vehicle Fuel Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,4,5,5,5,4,4
