,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Colorado, Annual (Dollars per Thousand Cubic Feet)",3.53,4.25,2.72,4.11,5.02,6.1,7.61,6.23,6.98,5.09,5.26,4.94,4.26,4.76,5.42,3.98,3.56,3.9,3.63,3.38
"Colorado Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",6.14,8.37,5.62,6.61,8.47,10.29,10.45,8.84,9.77,8.8,8.13,8.25,8.28,7.85,8.89,8.27,7.35,8.08,7.74,7.77
"Colorado Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",5.37,7.71,4.82,5.93,7.48,9.38,9.61,8.1,9.01,7.56,7.58,7.84,7.58,7.26,8.15,7.47,6.42,7.17,6.84,6.92
"Electricity price in the residential sector, Colorado (Dollars per million Btu)",21.41,21.88,21.61,23.87,24.66,26.56,26.44,27.12,29.68,29.3,32.35,33.02,33.58,34.96,35.7,35.52,35.39,35.65,35.6,35.68
"Electricity price in the commercial sector, Colorado (Dollars per million Btu)",16.62,17.0,16.81,19.35,20.19,22.33,22.0,22.33,25.13,23.89,26.77,27.67,27.53,28.9,29.54,28.96,28.13,28.99,29.36,30.58
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),5.240981520628136,6.137104472385083,3.866057475801565,5.710509945652174,6.7936670760370115,7.986415011241018,9.652404419571537,7.681525339532373,8.29001059213766,6.0647065924078944,6.166358425503035,5.614925196622845,4.743676792138892,5.223858477282873,5.853618317385886,4.293208242968413,3.792107164434074,4.067320589387116,3.6957905154080812,3.38
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),9.11604151180078,12.086485749144268,7.987956990442939,9.184056141304348,11.462621540644124,13.472165650109847,13.254615792972741,10.899628250636624,11.603639467791538,10.485150886677697,9.530892395311726,9.377152403266894,9.220104187537565,8.614976690477008,9.601230044568362,8.920812102851452,7.829210016457989,8.426653939037921,7.880280603101529,7.77
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),7.972824579539119,11.13342952519741,6.850881262266008,8.239251576086957,10.122834607322083,12.28074964023619,12.189172992389286,9.987215931013196,10.70100221134102,9.007697807191294,8.886121077055705,8.911136344437873,8.440626780378594,7.967481627116315,8.80202754367066,8.057855672104031,6.838575279681673,7.4776124681809275,6.9639689050664675,6.92
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),31.787369506132688,31.595257848420147,30.71525810737934,33.16541907608696,33.37287452093082,34.773636507960894,33.53608053265065,33.43867852457752,35.25036022559395,34.910786474960965,37.924276628331405,37.53134210374217,37.39264476056901,38.36682612727085,38.556120651416265,38.31526552518544,37.6973799295848,37.17948179785914,36.24521827783132,35.68
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),24.67566936907638,24.54841788954033,23.892803738317756,26.885247554347828,27.32353351896161,29.23551593459212,27.904454300995244,27.53265823944749,29.84641349289676,28.464801668492065,31.38277852675214,31.450400848290304,30.655732884409325,31.716283612074587,31.903299833132667,31.239022793056595,29.964037790879352,30.233749714444222,29.89212383812156,30.58
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
