State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TN,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,285553,866139,215465,418194,406929,469207,643659,316823,706686,863259,973946,874475,1194282,1844182,1760435,1169734,1265969,1481632
TN,Residential Total Volume (Mcf),64130239,59385783,60561029,68428208,68052959,69329728,69746125,65330917,66277320,61017913,60736326,69181342,66111060,74316157,67190282,53809598,71241394,78394670,67312175,58923961,56660930,74802165,68686371
TN,Residential Sales Volume (Mcf),64130239,59385783,60561029,68428208,68052959,69329728,69746125,65330917,66277320,61017913,60736326,69181342,66111060,74316157,67190282,53809598,71241394,78394670,67312175,58923961,56660930,74802165,68686371
TN,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Residential Sales Price (Dollars),6.59,6.44,6.4,6.98,9.8,8.72,9.62,10.9,13.27,15.5,14.33,14.79,13.87,12.09,11.27,11.34,10.99,11.35,10.96,10.69,11.18,10.77,11.07
TN,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
TN,Residential Sales Revenue (Dollars),443392579,399550942,395516945,512224559,691325621,565091647,673862351,692431982,894749866,899549377,815336667,982466453,803453203,777318895,686152643,535603318,672374505,794417185,647851330,542477121,584371347,707703137,649349658
TN,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Residential Total Customers,867793,905757,937896,969537,993363,1009225,1022628,1037429,1049307,1063328,1071756,1084102,1083573,1085387,1089009,1084726,1094122,1106917,1122871,1136172,1151054,1166741,1171325
TN,Residential Sales Customers,867793,905757,937896,969537,993363,1009225,1022628,1037429,1049307,1063328,1071756,1084102,1083573,1085387,1089009,1084726,1094122,1106917,1122871,1136172,1151054,1166741,1171325
TN,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Commercial Total Volume (Mcf),55068303,52394493,52572137,53364909,53010231,53710395,56575692,54200715,54263971,51537408,51055577,54094440,51879017,56193739,52156422,44928386,53888453,57434517,53049035,49809119,49041779,58668920,56315104
TN,Commercial Sales Volume (Mcf),50756676,45759646,46687121,49378366,49607296,48817265,51228789,49968218,50026894,47398653,46940122,49598611,46802863,51049540,46909594,39899779,48523748,52102911,46957907,43445810,42792896,51959819,49951055
TN,Commercial Transported Volume (Mcf),4311627,6634847,5885016,3986543,3402935,4893130,5346903,4232497,4237077,4138755,4115455,4495829,5076154,5144199,5246828,5028607,5364705,5331606,6091128,6363309,6248883,6709101,6364049
TN,Commercial Sales Price (Dollars),6.13,6.11,6.05,6.62,9.54,8.34,9.21,10.42,12.95,14.82,13.47,14.57,13.25,11.74,10.67,10.35,10.47,10.87,10.35,9.7,10.43,10.13,10.23
TN,Commercial Transported Price (Dollars),,,,,,,,,,,,1.08,1.11,1.12,1.12,1.15,1.16,1.23,1.25,1.63,1.3,1.39,1.39
TN,Commercial Sales Revenue (Dollars),310244017,276612924,267520129,337018119,466474448,359810553,453877949,474966291,623661939,619080094,562709705,645477975,499463858,479417230,424028236,333621965,408179338,484665702,397199153,338804038,374067323,437191512,404605232
TN,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,5819331,5774403,6063914,6252039,6344092,6634511,6791590,7578527,7400649,7667630,8465449,7667701
TN,Commercial Total Customers,105924,109772,112978,115691,118561,120130,131916,125042,124755,126970,126324,128007,127704,127914,128969,130139,131091,131027,132551,133197,133965,135270,134265
TN,Commercial Sales Customers,105884,109720,112905,115657,118399,120048,131828,124954,124664,126880,126233,127914,127600,127806,128866,130035,130989,130931,132453,133101,133877,135181,134180
TN,Commercial Transported Customers,40,52,73,34,162,82,88,88,91,90,91,93,104,108,103,104,102,96,98,96,88,89,85
