,urban_area,source,all_exp,POC_exp,white_exp,latino_exp,black_exp,asian_exp,white_diff,white_pctDiff,POC_diff,POC_pctDiff,latino_diff,latino_pctDiff,black_diff,black_pctDiff,asian_diff,asian_pctDiff,State
0,"Billings, MT",All,2.85424483804054,3.03716797727989,2.82620822466644,3.03099530474314,2.92060332515394,2.92509052200274,-0.0280366133740992,-0.00982277799032356,0.182923139239351,0.0640881037258631,0.176750466702604,0.0619254747689917,0.0663584871133986,0.0232490521587329,0.0708456839621961,0.0248211656610483,MT
1,"Great Falls, MT",All,2.40608637381031,2.45103454951949,2.39713842523282,2.43784629071447,2.45848594306837,2.25444460910935,-0.00894794857749037,-0.0037188808659933,0.0449481757091736,0.0186810316530711,0.0317599169041567,0.0131998241001886,0.0523995692580566,0.0217779252766707,-0.151641764700962,-0.063024239840908,MT
2,"Missoula, MT",All,3.56576747632526,3.62368546602151,3.55889158451211,3.71827792453194,3.44677409381519,3.35556429554772,-0.00687589181314863,-0.00192830627874666,0.057917989696255,0.0162427836590015,0.152510448206682,0.0427707216522859,-0.118993382510067,-0.0333710437655057,-0.210203180777536,-0.0589503331816139,MT
3,"Billings, MT",Agriculture,0.30261141759313,0.299961776061002,0.303017527916434,0.300136753211074,0.300810136802313,0.303070916954649,0.000406110323303732,0.00134201916944773,-0.00264964153212788,-0.00875592055713641,-0.00247466438205629,-0.00817769667033367,-0.00180128079081648,-0.00595245481860291,0.0004594993615189,0.00151844687544708,MT
4,"Great Falls, MT",Agriculture,0.211750298630411,0.209750643426723,0.212148375118566,0.212127603411433,0.21637874592878,0.212347967399035,0.000398076488155763,0.00187993353837279,-0.00199965520368767,-0.00944345871822297,0.000377304781021909,0.00178183824751273,0.00462844729836931,0.0218580437822561,0.00059766876862441,0.00282251676852453,MT
5,"Missoula, MT",Agriculture,0.1381734173084,0.134684743510874,0.138587584715263,0.137505996903032,0.126916739420817,0.124460216391812,0.000414167406862148,0.00299744636074054,-0.00348867379752652,-0.0252485164330839,-0.000667420405368519,-0.00483030975400173,-0.0112566778875835,-0.0814677533990406,-0.0137132009165885,-0.0992463035489732,MT
6,"Billings, MT",Coal Elec. Util.,0.0209918926869845,0.0213289642482187,0.0209402297586037,0.0212644298931795,0.0209894972526572,0.0211608439783091,-5.16629283808627e-05,-0.00246108958116459,0.000337071561234175,0.0160572258185736,0.000272537206194939,0.0129829744396473,-2.39543432733677e-06,-0.000114112355805915,0.000168951291324552,0.0080484067751216,MT
7,"Great Falls, MT",Coal Elec. Util.,0.0126235855458002,0.0126235855458002,0.0126235855458003,0.0126235855458002,0.0126235855458002,0.0126235855458002,5.20417042793042e-18,4.12257706738622e-16,0.0,0.0,1.73472347597681e-18,1.37419235579541e-16,1.73472347597681e-18,1.37419235579541e-16,3.46944695195361e-18,2.74838471159081e-16,MT
8,"Missoula, MT",Coal Elec. Util.,0.00936695124248961,0.00935715529496257,0.00936811419506716,0.00936666465402652,0.00935967848485623,0.00935298504994209,1.16295257754362e-06,0.000124154866128514,-9.79594752703768e-06,-0.00104579892362438,-2.8658846308767e-07,-3.05957035185227e-05,-7.27275763338225e-06,-0.000776427403656395,-1.3966192547522e-05,-0.0014910072857185,MT
9,"Billings, MT",Commercial Cooking,0.0927709025312445,0.0956514630225447,0.09232939927949,0.0965308418065695,0.0966776283276119,0.0931620236326776,-0.000441503251754377,-0.00475907035188843,0.00288056049130027,0.0310502583536915,0.003759939275325,0.0405292949915917,0.0039067257963674,0.0421115424100962,0.000391121101433203,0.00421598896595274,MT
