,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,29001950100,1345,65465,3135,0.04788818452608264,2310.3,748.5,75.8
1,29001950200,1081,59113,3523,0.05959771962174141,2583.0,856.6,83.0
2,29001950300,1423,38571,1985,0.05146353478001607,1751.0,216.1,17.9
3,29001950400,1804,53517,1869,0.0349234822579741,1736.0,103.5,29.5
4,29001950500,2933,56244,2033,0.036146077803854634,1685.4,321.2,26.4
5,29001950900,864,31541,2048,0.06493135918328524,1867.0,156.0,24.7
6,29001951000,63,2417,176,0.07281754240794373,175.1,0.7,0.0
7,29003010100,2179,85349,1856,0.021746007568922893,1588.6,223.5,43.5
8,29003010200,2625,62838,1745,0.02776982080906458,1449.7,262.4,32.7
9,29003010300,849,62075,2264,0.036472009665726945,1677.8,472.4,113.9
10,29003010400,1154,67171,2226,0.033139301186523945,1784.5,358.1,83.9
11,29005950100,1411,56645,2072,0.036578691852767235,1746.4,264.9,60.6
12,29005950200,1094,64730,2190,0.03383284412173644,1795.8,329.8,64.5
13,29007950100,1167,42787,2101,0.04910369972187814,1929.3,152.4,19.4
14,29007950200,2090,62091,2972,0.04786523006554895,2520.8,405.3,46.1
15,29007950300,1145,73321,2571,0.03506498820256134,2015.0,513.1,43.4
16,29007950400,961,48490,1871,0.03858527531449783,1680.5,170.0,20.3
17,29007950500,1436,43202,1771,0.04099347252442016,1632.0,124.7,14.3
18,29007950600,1169,58106,1730,0.02977317316628231,1565.5,148.5,15.8
19,29007950700,1360,51087,1794,0.03511656585824182,1640.7,130.5,23.1
20,29009960100,2604,53113,3242,0.06103967013725453,2793.7,382.3,66.4
21,29009960200,2089,60707,2891,0.04762218525046535,2462.2,388.5,40.8
22,29009960300,2243,55719,2000,0.03589439867908613,1834.4,147.8,18.1
23,29009960401,1599,47902,1910,0.039873074193144335,1297.1,539.0,73.6
24,29009960402,1156,52337,3349,0.06398914725719854,2910.0,386.0,53.1
25,29009960500,2163,55536,1862,0.03352780178622875,1629.9,205.5,26.1
26,29009960600,1357,60096,705,0.011731230031948882,175.2,468.7,61.5
27,29011960100,1124,69830,2799,0.04008305885722469,1968.3,764.0,67.2
28,29011960200,1524,58644,2329,0.0397142077620899,1588.7,668.1,72.2
29,29011960300,2283,60378,1666,0.027592831826161845,1368.5,267.4,30.5
30,29013070100,2058,67935,2440,0.035916685066607786,1588.6,807.0,44.7
31,29013070200,1679,68584,2732,0.039834363699988336,1904.5,752.7,75.2
32,29013070300,1854,48071,1889,0.03929604127228475,1363.6,502.8,22.1
33,29013070400,1115,59162,2651,0.04480916804705723,1779.2,813.4,58.7
34,29015460100,1299,55776,2894,0.05188611589213999,2508.3,319.1,66.2
35,29015460200,876,55884,3046,0.05450576193543769,2717.8,257.0,71.2
36,29015460300,1974,42415,2543,0.05995520452670046,2316.8,175.9,50.7
37,29015460400,1016,38771,3246,0.08372236981248872,2788.4,389.8,67.9
38,29015460700,1270,65552,4451,0.06790029289724188,4093.6,304.1,53.3
39,29015460800,1512,45149,3291,0.0728919798888126,2847.9,380.6,62.9
40,29017950100,1805,55674,2484,0.0446168768186227,1926.8,483.0,74.6
41,29017950200,1701,46002,1990,0.043258988739620016,1582.4,368.3,39.5
42,29017950300,1163,59846,3305,0.05522507769942853,2689.9,547.2,67.8
43,29019000200,876,39821,1635,0.0410587378518872,1077.8,550.9,6.7
44,29019000300,1048,31381,1734,0.055256365316592844,1118.2,603.8,12.2
45,29019000500,1218,22825,1078,0.047228915662650604,910.6,163.2,4.1
46,29019000600,2155,91127,2217,0.024328684144106577,1343.1,863.1,10.3
47,29019000700,1742,47374,1991,0.04202727234347955,1223.0,752.9,15.5
48,29019000900,739,37568,1972,0.052491482112436115,1267.9,690.5,13.2
49,29019001001,2387,55837,1517,0.027168365062592903,1108.4,402.2,6.8
50,29019001002,2733,75474,1864,0.024697246733974613,1523.6,313.8,26.6
51,29019001101,4340,44810,1490,0.033251506360187456,1202.8,279.6,7.8
52,29019001103,3325,91838,1739,0.018935516888433982,1262.4,469.3,7.5
53,29019001104,4737,100044,1880,0.018791731638079245,1291.3,572.2,16.6
54,29019001201,2263,98877,2181,0.022057708061530994,1417.6,752.8,10.4
55,29019001202,2241,111326,1939,0.017417314912958337,1274.9,656.1,7.7
56,29019001300,2175,51247,1394,0.027201592288329073,1027.5,361.0,5.2
57,29019001400,4676,70967,1999,0.028168021756591093,1477.8,508.7,12.4
58,29019001502,3158,39877,1920,0.04814805526995511,1452.9,452.7,14.7
59,29019001503,1435,51300,1796,0.035009746588693956,1425.2,353.9,16.8
60,29019001504,3556,69943,1966,0.028108602719357192,1314.0,635.3,17.1
