,FIP,Total Units,Average Household Income,Annual Energy Expenditures,Energy Burden,Annual Electricity Expenditures,Annual Gas Expenditures,Annual Fuel Oil Expenditures
0,54001965500,1400,59849,2299,0.038413340239603,1243.1,956.3,100.1
1,54001965600,1640,44937,1565,0.034826534926675125,937.3,589.4,37.9
2,54001965700,2046,65267,2248,0.03444313358971609,1291.2,826.5,130.5
3,54001965800,1330,44894,1804,0.040183543457923104,1116.4,585.0,102.2
4,54003971101,2442,76513,1532,0.020022741233515873,1344.6,133.0,54.2
5,54003971102,3647,77588,1871,0.024114553796978914,1335.8,401.4,133.5
6,54003971201,3842,80801,1957,0.02421999727726142,1447.0,407.8,101.8
7,54003971202,2210,77825,2354,0.030247349823321553,1908.9,272.7,172.1
8,54003971300,3596,60170,1511,0.025112182150573377,1188.4,214.6,107.6
9,54003971400,3712,79190,1767,0.022313423412046975,1329.4,335.6,101.7
10,54003971500,1459,43533,1868,0.04290997633978821,1230.5,349.7,288.0
11,54003971600,1780,58491,1751,0.029936229505393992,1316.9,234.2,200.2
12,54003971700,2415,47841,1611,0.03367404527497335,1084.9,295.9,230.2
13,54003971800,3214,83493,2019,0.024181667924257123,1379.2,463.8,176.1
14,54003971900,4078,76068,1692,0.022243256034074774,1353.2,251.0,87.7
15,54003972000,4544,79689,1603,0.020115699782906046,1232.9,296.7,73.4
16,54003972101,1987,78912,1733,0.02196117193836172,1243.0,282.9,207.4
17,54003972102,4311,70589,1735,0.02457890039524572,1315.1,303.5,116.6
18,54005958200,1625,51276,2155,0.04202745924019034,1786.1,346.7,22.2
19,54005958300,1494,46684,2049,0.04389084054494045,1783.4,251.7,13.4
20,54005958400,918,59959,1988,0.03315598992644974,1760.5,211.5,15.7
21,54005958501,1039,50364,2451,0.04866571360495592,2005.7,409.8,35.2
22,54005958502,1326,51330,2264,0.044106760179232415,1902.5,333.1,28.3
23,54005958600,832,50255,2144,0.042662421649587105,1720.4,404.5,19.4
24,54005958700,767,44893,2320,0.051678435390818164,2026.0,260.2,33.9
25,54005958800,1147,37511,2085,0.05558369544933486,1764.6,296.1,24.8
26,54007967900,1983,54028,1973,0.03651810172503146,1412.7,515.5,45.3
27,54007968000,1809,53294,1823,0.03420647727699178,1223.2,528.5,71.2
28,54007968100,1699,56522,2162,0.038250592689572205,1438.1,643.4,80.8
29,54009031101,2302,60157,1704,0.02832588061239756,929.2,713.2,61.3
30,54009031102,1887,61121,1690,0.02765007117030153,956.5,679.2,54.2
31,54009031200,1281,55020,1776,0.03227917121046892,1053.9,688.2,34.1
32,54009031400,2054,47483,1662,0.03500200071604574,930.7,687.0,44.0
33,54009031600,1312,73716,1957,0.0265478322209561,1058.4,698.6,199.7
34,54009031700,1121,53143,2429,0.045706866379391455,1421.4,776.1,231.5
35,54011000101,670,34457,1714,0.04974315813912993,1489.5,201.7,22.9
36,54011000102,910,53073,1533,0.0288847436549658,1364.8,138.2,30.5
37,54011000200,1223,30722,1559,0.0507453941800664,1390.1,150.0,19.2
38,54011000300,1099,41923,1651,0.03938172363619016,1410.5,215.0,25.0
39,54011000400,989,24285,1241,0.05110150298538192,1122.5,102.9,15.4
40,54011000500,488,15344,1201,0.07827163712200208,1128.7,46.2,26.2
41,54011000600,768,18812,1180,0.06272591962577079,1142.3,30.3,7.9
42,54011000900,594,31093,1771,0.05695815778471038,1601.5,132.8,36.5
43,54011001000,857,32982,1763,0.05345339882360075,1598.4,145.2,19.4
44,54011001100,840,37717,1655,0.043879417769175706,1479.9,136.8,38.3
45,54011001200,1247,71458,1554,0.021747040219429595,1319.6,219.7,14.9
46,54011001300,1351,50917,1509,0.029636467191704145,1324.5,164.5,19.8
47,54011001400,1164,51421,1602,0.031154586647478655,1390.5,198.2,12.8
48,54011001500,804,34922,1727,0.0494530668346601,1424.8,270.9,31.3
49,54011001600,394,28936,1744,0.06027094277025159,1483.1,239.2,21.8
50,54011001800,1537,26259,1619,0.061655051601355725,1439.1,157.0,23.4
51,54011001900,954,71219,1714,0.024066611437958973,1515.0,178.4,20.3
52,54011002000,1362,88367,1588,0.01797050935303903,1353.0,214.2,21.1
53,54011002100,1386,70262,1693,0.02409552816600723,1487.8,184.9,20.6
54,54011010102,2390,67619,1840,0.027211286768511807,1694.4,114.6,31.1
55,54011010201,2708,54832,1392,0.025386635541289757,1276.0,96.9,19.3
56,54011010202,1723,63732,1715,0.02690955877738028,1576.5,113.4,25.4
57,54011010300,1154,71202,1814,0.025476812449088507,1635.1,151.8,27.4
58,54011010400,2707,59700,1468,0.02458961474036851,1293.6,144.6,29.7
59,54011010500,2089,70948,2042,0.028781642893386705,1899.4,105.1,37.7
60,54011010600,1649,65043,1936,0.02976492474209369,1721.3,182.4,32.4
61,54011010700,2747,66931,2272,0.033945406463372726,1883.4,342.5,45.8
62,54011010800,2855,58713,2048,0.034881542418203806,1577.3,435.2,35.4
63,54011010900,969,24501,1293,0.052773356189543284,1200.8,85.6,6.2
64,54013962600,1275,49918,1412,0.02828638967907368,1228.9,150.0,33.3
65,54013962700,1589,49123,1665,0.03389450970014046,1139.8,475.6,49.4
66,54015957900,1304,46966,2146,0.04569262871013073,1673.0,428.0,45.4
67,54015958000,1139,40361,2651,0.06568221798270608,1897.5,709.2,44.0
68,54015958100,818,46824,2596,0.0554416538527251,2025.6,502.8,67.8
69,54017965000,1369,61199,1605,0.026225918724162158,1293.9,256.2,55.0
70,54017965100,1278,62144,2214,0.03562693099897014,1345.4,826.1,42.0
71,54019020100,2495,56884,1974,0.03470220097039589,1597.4,321.4,55.0
72,54019020201,1807,50640,1842,0.03637440758293839,1596.4,187.4,57.9
73,54019020202,1622,50641,1921,0.03793369009300764,1696.8,179.0,45.5
74,54019020300,1310,49988,1658,0.03316796031047451,1392.5,218.9,46.4
