,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,RI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,0.603,0.0,0.0,0.0,0.0,
2,RI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,0.041,0.0,0.0,0.0,0.0,
3,RI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,0.758,0.0,0.0,0.0,0.0,
4,RI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,1.562,0.0,0.0,0.0,0.0,
5,RI,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,14.459,185756.63,2887.1,3735.04,0.0,3.56
6,RI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,0.571,0.0,0.0,0.0,0.0,
7,RI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,7.324,17255.39,2149.81,0.0,224.22,13.76
8,RI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,5.656,12751.19,1583.62,0.0,166.03,13.719999999999999
9,RI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,0.741,0.0,0.0,0.0,0.0,
10,RI,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,3.797,0.0,0.0,0.0,0.0,
11,RI,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,0.0,0.0,0.0,0.0,0.0,
12,RI,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,0.002,0.0,0.0,0.0,0.0,
13,RI,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,0.001,0.0,0.0,0.0,0.0,
14,RI,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,0.0,0.0,0.0,0.0,0.0,
15,RI,OWNER,1940-59,1 ATTACHED,OTHER,400%+,0.0,0.0,0.0,0.0,0.0,
16,RI,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,0.0,0.0,0.0,0.0,0.0,
17,RI,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,0.0,0.0,0.0,0.0,0.0,
18,RI,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.0,0.0,0.0,0.0,0.0,
