,urban_area,source,all_exp,POC_exp,white_exp,latino_exp,black_exp,asian_exp,white_diff,white_pctDiff,POC_diff,POC_pctDiff,latino_diff,latino_pctDiff,black_diff,black_pctDiff,asian_diff,asian_pctDiff,State
0,"Allentown, PA--NJ",All,8.08602979694002,8.68845279998175,7.80610786334603,8.85484613961531,8.64852969450129,7.99153044415608,-0.279921933593991,-0.034617969587488,0.602423003041734,0.0745017045657818,0.768816342675285,0.0950795831801444,0.562499897561274,0.0695644106795327,-0.0944993527839424,-0.0116867430812218,PA
1,"Altoona, PA",All,9.85118960996645,9.69001805513465,9.86299147366077,10.0065980327336,9.32453803830178,10.0029737794911,0.0118018636943233,0.00119801406343691,-0.161171554831796,-0.0163606184849735,0.15540842276712,0.0157755995895048,-0.526651571664663,-0.0534607080480768,0.151784169524669,0.0154076995301267,PA
2,"Binghamton, NY--PA",All,4.32427240961522,4.48646569281409,4.28036023175522,4.50149854677073,4.54360816548875,4.42498769561431,-0.0439121778600029,-0.0101548130414638,0.162193283198862,0.0375076470294095,0.177226137155508,0.0409840362418974,0.219335755873526,0.0507220024774161,0.100715285999088,0.0232906894984558,PA
3,"Bloomsburg--Berwick, PA",All,6.32138584432254,6.42602369374858,6.31017281087009,6.32548470043192,6.49123680159008,6.48822398652104,-0.0112130334524565,-0.00177382519096304,0.104637849426029,0.0165529920183574,0.00409885610937177,0.000648410998840246,0.169850957267531,0.0268692595975739,0.166838142198496,0.0263926528624003,PA
4,"Chambersburg, PA",All,8.13456956489962,8.2444991397181,8.11358543896935,8.31972945804097,8.15854677469525,8.24479135528817,-0.0209841259302799,-0.00257962339160828,0.109929574818478,0.0135138772791151,0.185159893141343,0.0227621008910294,0.023977209795623,0.00294756957996694,0.110221790388543,0.0135497999628826,PA
5,"Cumberland, MD--WV--PA",All,7.6737560099106,7.67631677561519,7.67323780155666,7.67324760561127,7.67647184436783,7.68413054927815,-0.000518208353940786,-6.75299492545141e-05,0.00256076570459296,0.000333704342604293,-0.000508404299330856,-6.62523409233048e-05,0.00271583445723156,0.000353912015670563,0.010374539367553,0.00135195064244345,PA
6,"East Stroudsburg, PA--NJ",All,5.07956872090188,5.09012847950408,5.07423275603654,5.07474339926785,5.09246204405549,5.11096540771239,-0.0053359648653446,-0.00105047596725834,0.0105597586022039,0.00207886912893838,-0.00482532163403082,-0.000949947111489041,0.0128933231536079,0.00253827123168022,0.0313966868105089,0.00618097490862066,PA
7,"Erie, PA",All,6.41092806258514,6.98498861164947,6.25413516547956,6.91737988809815,7.12559352140521,6.75555933164641,-0.156792897105584,-0.0244571293851578,0.574060549064331,0.0895440634273545,0.506451825513009,0.0789982075245417,0.71466545882007,0.111476131356228,0.344631269061273,0.053756845451531,PA
8,"Hagerstown, MD--WV--PA",All,7.82770575848194,8.02980723534346,7.77035076084827,7.92015030218787,8.0796999183086,7.93930732670112,-0.05735499763367,-0.00732717853778821,0.202101476861513,0.0258187370728032,0.092444543705926,0.0118099155178074,0.251994159826655,0.0321925948166357,0.11160156821918,0.0142572513150806,PA
9,"Hanover, PA",All,8.11150458483412,8.29244680863005,8.0922232575323,8.39290406050572,8.15164570333326,8.33370336117178,-0.0192813273018189,-0.00237703463027916,0.180942223795933,0.0223068632833218,0.281399475671597,0.0346914031458137,0.0401411184991467,0.00494866495843417,0.222198776337668,0.0273930408364816,PA
10,"Harrisburg, PA",All,9.43059765270546,9.79014083637361,9.28196657862251,9.86429902714106,9.8606888476695,9.60705188075894,-0.148631074082951,-0.0157605148216998,0.359543183668153,0.0381251747671588,0.433701374435604,0.0459887475223994,0.430091194964044,0.0456059319677008,0.176454228053485,0.018710821365904,PA
11,"Hazleton, PA",All,5.7450973472914,5.96892939609539,5.54563069414843,5.97695915188646,5.92945444740308,5.57890994505792,-0.199466653142968,-0.034719455752479,0.223832048803992,0.0389605319585264,0.231861804595056,0.0403582029300809,0.184357100111678,0.0320894649763586,-0.166187402233484,-0.028926820937479,PA
12,"Johnstown, PA",All,6.32306006363239,6.38282896322599,6.31531512543593,6.35106693967616,6.40448397949116,6.39741186779539,-0.00774493819646516,-0.00122487183713639,0.0597688995936006,0.00945252757242753,0.0280068760437642,0.00442932310652054,0.0814239158587675,0.0128772959673567,0.0743518041629976,0.0117588324979923,PA
13,"Lancaster, PA",All,11.3417684211982,12.7026577979134,10.8942773904447,12.8323245799044,12.8828998516252,12.1343576207702,-0.447491030753557,-0.0394551373414729,1.36088937671514,0.119989169781635,1.49055615870617,0.131421847400821,1.54113143042691,0.135881052512628,0.792589199571973,0.0698823296454007,PA
14,"Lebanon, PA",All,9.10737202429572,9.53568222135341,8.91351261182585,9.61408988254879,9.22241608266479,8.82919312609612,-0.193859412469864,-0.0212859880932398,0.428310197057691,0.0470289558738886,0.506717858253076,0.055638207915665,0.115044058369072,0.0126319708980999,-0.278178898199593,-0.0305443653182824,PA
15,"Monessen--California, PA",All,5.22377242795494,5.25692768722973,5.22039341424738,5.20586362413473,5.31811677707476,5.09581886595744,-0.003379013707562,-0.000646853161037271,0.0331552592747864,0.00634699534331864,-0.0179088038202151,-0.0034283277204758,0.0943443491198161,0.0180605779484064,-0.127953561997503,-0.0244944747808618,PA
16,"Philadelphia, PA--NJ--DE--MD",All,10.4787624881213,11.449337227664,9.82486701847184,11.5596441178494,11.6782214900014,10.7621974576151,-0.653895469649486,-0.0624019745070793,0.970574739542632,0.0926230306911595,1.08088162972805,0.103149740339408,1.1994590018801,0.114465711312744,0.283434969493804,0.0270485154917009,PA
