,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
40,Units in Structure: 1 ATTACHED,ID,Ada,7839,8034,7511,6825,6645,6895,6969,7017,7200,7669
41,Units in Structure: 1 DETACHED,ID,Ada,113783,115865,117508,120228,121257,123353,125612,129604,131501,135149
42,Units in Structure: 10-19,ID,Ada,3974,3554,3622,3320,3443,3717,3955,4090,4213,4577
43,Units in Structure: 2,ID,Ada,3760,3536,3179,3296,3371,3478,3184,3311,3186,3153
44,Units in Structure: 20-49,ID,Ada,3269,3519,3678,3726,3550,3409,3345,3306,3462,3567
45,Units in Structure: 3-4,ID,Ada,7604,7567,7518,7217,7656,7698,7854,8083,8652,8829
46,Units in Structure: 5-9,ID,Ada,4623,4648,4786,4325,4436,4667,4701,4408,4568,4608
47,Units in Structure: 50+,ID,Ada,4752,5032,5028,5203,5577,4888,5110,5801,6775,6783
48,"Units in Structure: Boat,RV,Van,Etc.",ID,Ada,150,187,156,160,144,127,127,126,54,99
49,Units in Structure: Mobile Home,ID,Ada,6000,6139,6549,6561,6687,6760,6882,6653,7082,7099
40,Units in Structure: 1 ATTACHED,ID,Adams,15,8,30,29,28,25,25,5,5,5
41,Units in Structure: 1 DETACHED,ID,Adams,1861,2072,2052,2060,2059,2097,2121,2190,2240,2304
42,Units in Structure: 10-19,ID,Adams,0,0,0,0,0,0,0,0,0,0
43,Units in Structure: 2,ID,Adams,23,30,37,32,33,40,22,19,33,32
44,Units in Structure: 20-49,ID,Adams,0,0,2,2,3,3,3,0,0,3
45,Units in Structure: 3-4,ID,Adams,43,55,74,84,96,80,82,85,77,72
46,Units in Structure: 5-9,ID,Adams,7,7,15,6,7,14,23,16,16,16
47,Units in Structure: 50+,ID,Adams,0,0,0,0,0,0,0,0,0,0
48,"Units in Structure: Boat,RV,Van,Etc.",ID,Adams,11,17,17,10,9,4,0,0,12,11
49,Units in Structure: Mobile Home,ID,Adams,421,392,393,409,407,382,359,357,300,247
40,Units in Structure: 1 ATTACHED,ID,Bannock,1577,1569,1521,1482,1376,1305,1223,1325,1379,1318
41,Units in Structure: 1 DETACHED,ID,Bannock,21794,21892,21951,21886,22102,22061,22177,22830,22699,22615
42,Units in Structure: 10-19,ID,Bannock,543,712,720,814,944,861,894,932,883,868
43,Units in Structure: 2,ID,Bannock,1630,1602,1654,1867,1724,1630,1746,1714,1865,1886
44,Units in Structure: 20-49,ID,Bannock,587,637,655,666,625,569,520,524,461,543
45,Units in Structure: 3-4,ID,Bannock,2263,2252,2315,2205,2254,2406,2175,2084,2198,2208
46,Units in Structure: 5-9,ID,Bannock,820,942,1015,1037,1081,1192,1080,1080,1121,1190
47,Units in Structure: 50+,ID,Bannock,519,510,523,530,560,588,630,569,604,669
48,"Units in Structure: Boat,RV,Van,Etc.",ID,Bannock,0,0,8,7,7,15,14,7,10,74
49,Units in Structure: Mobile Home,ID,Bannock,2964,2885,2763,2662,2599,2710,2941,2805,2816,2908
40,Units in Structure: 1 ATTACHED,ID,Bear Lake,18,17,19,20,21,3,4,21,23,22
41,Units in Structure: 1 DETACHED,ID,Bear Lake,3091,3168,3208,3290,3404,3489,3497,3541,3545,3528
42,Units in Structure: 10-19,ID,Bear Lake,0,0,2,1,1,17,16,46,54,61
43,Units in Structure: 2,ID,Bear Lake,77,89,75,39,15,15,11,8,0,0
44,Units in Structure: 20-49,ID,Bear Lake,64,62,60,62,59,68,91,77,67,72
45,Units in Structure: 3-4,ID,Bear Lake,123,98,98,94,35,45,71,58,101,116
46,Units in Structure: 5-9,ID,Bear Lake,24,20,6,21,34,37,39,52,51,39
47,Units in Structure: 50+,ID,Bear Lake,0,0,0,0,0,4,10,8,4,9
48,"Units in Structure: Boat,RV,Van,Etc.",ID,Bear Lake,35,35,31,31,33,0,0,0,0,21
49,Units in Structure: Mobile Home,ID,Bear Lake,383,391,402,367,336,287,245,234,230,250
40,Units in Structure: 1 ATTACHED,ID,Benewah,63,54,52,33,33,29,29,42,40,36
41,Units in Structure: 1 DETACHED,ID,Benewah,3190,3149,3038,3116,3129,3116,3206,3320,3349,3433
42,Units in Structure: 10-19,ID,Benewah,48,39,36,44,47,39,59,56,65,61
43,Units in Structure: 2,ID,Benewah,75,59,60,51,32,35,71,56,55,42
44,Units in Structure: 20-49,ID,Benewah,46,41,35,46,20,19,14,20,15,19
45,Units in Structure: 3-4,ID,Benewah,33,67,63,67,99,123,91,91,122,100
46,Units in Structure: 5-9,ID,Benewah,64,88,80,67,85,80,82,95,125,138
47,Units in Structure: 50+,ID,Benewah,0,0,0,0,0,0,0,0,19,21
48,"Units in Structure: Boat,RV,Van,Etc.",ID,Benewah,30,39,80,65,59,56,42,7,11,10
49,Units in Structure: Mobile Home,ID,Benewah,1008,1075,1162,1127,1118,1134,1026,1019,902,873
40,Units in Structure: 1 ATTACHED,ID,Bingham,187,222,203,311,235,315,391,363,240,252
41,Units in Structure: 1 DETACHED,ID,Bingham,11873,11963,12030,11955,11936,11986,11970,12033,12305,12514
