State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FL,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,3865,106531,3971,4982,105336,9533,2717991,9272,11007455,2376513,3188278,2540692,2273814,2002878,2046718,1887578,2010671,1830924
FL,Residential Total Volume (Mcf),13117243,14101851,13796928,15133397,15547498,14999208,15865638,15892421,16123969,15640928,15066108,15593696,15214071,18744304,16400293,14365718,15320644,16652316,15406950,15352105,14933974,17092229,16565170
FL,Residential Sales Volume (Mcf),13013027,13998216,13688251,15019654,15428259,14999208,15612266,15625478,15823201,15321041,14733340,15247713,14870205,18346613,16072158,14034789,14987573,16293845,14132138,14072207,13638633,15673441,15117903
FL,Residential Transported Volume (Mcf),104216,103635,108677,113743,119239,0,253372,266943,300768,319887,332768,345983,343866,397691,328135,330929,333071,358471,1274812,1279898,1295341,1418788,1447267
FL,Residential Sales Price (Dollars),9.75,8.84,8.87,10.56,12.59,10.91,12.45,13.5,17.12,18.82,17.71,19.28,16.98,15.97,16.96,16.44,16.22,16.62,17.23,17.08,18.76,18.21,19.03
FL,Residential Transported Price (Dollars),,,,,,,,,,,,5.71,9.75,8.84,9.7,9.65,9.93,9.79,8.27,8.24,9.25,9.44,9.41
FL,Residential Sales Revenue (Dollars),154899088,158007268,158653956,194177825,242692325,204853340,252389351,277401243,317962707,329046396,302774656,321812202,300706798,327553429,291842781,257381596,276618751,309928868,273367255,285201374,288390666,334431687,328501666
FL,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,27284,3906290,4725615,4621188,4596307,4664887,4899638,7474830,7604544,8345280,9015851,9184501
FL,Residential Total Customers,532790,542770,556628,571972,590221,603689,617373,639014,656069,673122,682996,679265,674090,675551,679199,686994,694210,703535,719475,731744,739730,759925,783966
FL,Residential Sales Customers,532789,542769,556627,571971,590220,603689,607184,628104,643909,659333,668629,664825,659725,661768,664564,672133,679191,687766,702681,714458,722131,741646,764835
FL,Residential Transported Customers,1,1,1,1,1,0,10189,10910,12160,13789,14367,14440,14365,13783,14635,14861,15019,15769,16794,17286,17599,18279,19131
FL,Commercial Total Volume (Mcf),36672130,37659156,36268906,47903976,49285570,55803439,54282970,56320533,57690232,50625432,51096764,50900658,50371158,54065348,53532467,54658850,59970746,62612190,60232587,62525745,61313029,63805390,63354845
FL,Commercial Sales Volume (Mcf),35768415,36377702,34270605,32300864,27899744,23590882,22950336,23214269,23008468,22227252,22291677,21854446,20957142,21752840,20592796,20217714,19984084,20175399,19196716,18837283,18648450,19129885,18470685
FL,Commercial Transported Volume (Mcf),903715,1281454,1998301,15603112,21385826,32212557,31332634,33106264,34681764,28398180,28805087,29046212,29414016,32312508,32939671,34441136,39986662,42436791,41035871,43688462,42664579,44675505,44884160
FL,Commercial Sales Price (Dollars),6.81,6.13,6.52,7.65,10.07,8.52,10.3,10.89,13.92,14.75,13.5,15.68,12.28,12.08,11.88,10.64,10.9,11.36,10.93,10.49,11.65,11.33,11.75
FL,Commercial Transported Price (Dollars),,,,,,,,,,,,3.42,3.1,2.95,2.86,2.83,2.76,2.54,2.85,2.67,2.97,3.82,2.85
FL,Commercial Sales Revenue (Dollars),245139158,233096249,223065218,248888499,293076768,193733489,238511499,265286677,318281043,326943658,300300270,314805464,253893783,252063039,229424569,210392745,217297369,230386765,208898185,196364698,204541462,214234544,211711579
FL,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,75874815,84544325,93453368,95592129,102379773,111060163,121476575,131082505,135984506,138502490,151370911,149939727
FL,Commercial Total Customers,48250,46778,50052,50888,53118,53794,55121,55324,55479,55259,57320,58125,59549,60854,61582,63477,64772,67461,66159,67674,68229,69143,70450
FL,Commercial Sales Customers,48225,46596,49778,50044,45506,43006,41700,41491,40909,41190,41325,41164,41748,41750,41068,41102,40434,41303,38420,38336,38106,38172,38553
FL,Commercial Transported Customers,25,182,274,844,7612,10788,13421,13833,14570,14069,15995,16961,17801,19104,20514,22375,24338,26158,27739,29338,30123,30971,31897
FL,Industrial Total Volume (Mcf),125136631,121914702,134206596,104687030,94710638,83568567,73335208,63603269,63133033,69720410,66453418,68274602,65499511,76522233,85444394,98143740,97818735,94478806,96123912,103657694,103417260,108071020,119653521
FL,Industrial Sales Volume (Mcf),13085425,8841327,6663054,5475798,3564497,3204582,2824999,2351889,2160154,2152997,2059997,2018674,2116685,2309109,2559364,2662562,3130401,3266305,3235960,3476978,3518929,3765996,3890290
FL,Industrial Transported Volume (Mcf),112051206,113073375,127543542,99211232,91146141,80363985,70510209,61251380,60972879,67567413,64393421,66255928,63382826,74213124,82885030,95481178,94688334,91212501,92887952,100180716,99898331,104305024,115763231
FL,Industrial Sales Price (Dollars),4.91,4.65,4.69,5.92,7.65,6.24,7.8,8.69,11.58,12.52,11.08,12.94,9.33,8.83,8.41,7.52,8.06,9.08,8.78,7.14,7.88,8.49,7.42
FL,Industrial Transported Price (Dollars),,,,,,,,,,,,1.84,1.33,1.61,1.8,1.27,1.38,1.44,1.54,1.71,1.26,1.27,1.15
FL,Industrial Sales Revenue (Dollars),57683049,35144484,27425150,32467153,24895641,17142761,19255656,19326319,20467898,25112520,21745579,23650412,19914770,19242881,20648620,18540282,21179429,22500511,20821936,20056897,21694863,24023004,23974914
FL,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,31105040,33468217,35166746,38174154,40876771,44840534,47661487,46014223,47602277,44833380,46847388,49236521
FL,Industrial Total Customers,561,574,573,520,518,451,421,398,432,475,467,449,607,581,630,507,528,520,479,486,473,491,502
FL,Industrial Sales Customers,373,368,336,297,260,193,169,174,159,165,156,161,123,129,162,170,166,165,152,150,150,156,156
FL,Industrial Transported Customers,188,206,237,223,258,258,252,224,273,310,311,288,484,452,468,337,362,355,327,336,323,335,346
FL,Electric Total Volume (Mcf),301917207,295337523,337193216,370140127,375330015,542599186,547368752,592529944,634849309,758233883,789747467,801660632,920693568,981495682,1040562881,1151518412,1040588736,1035078561,1151254305,1183752479,1229709677,1315848111,1377620033
FL,Electric Sales Volume (Mcf),1073660,2598781,2606486,2221878,1358603,2449013,1676726,1680519,1070512,1453872,1208949,49679,2536191,3438959,7490332,12590237,10482556,6809599,7720754,11058310,9217780,10361161,9151533
