State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FL,Electric Transported Volume (Mcf),300843547,292738742,334586730,367918249,373971412,540150173,545692026,590849425,633778797,756780011,788538518,801610953,918157377,978056723,1033072549,1138928175,1030106180,1028268962,1143533551,1172694169,1220491897,1305486950,1368468500
FL,Electric Sales Price (Dollars),3.27,3.2,4.46,5.03,4.6,4.22,5.82,5.6,8.03,5.08,8.5,11.31,4.84,8.9,5.6,4.98,4.64,5.44,3.29,3.22,3.81,3.81,3.1
FL,Electric Transported Price (Dollars),,,,,,,,,,,,0.67,0.29,0.1,1.24,0.28,0.7,0.63,0.39,0.82,1.2,1.34,0.55
FL,Electric Sales Revenue (Dollars),3395332,6879373,8094529,9373355,7228578,10709437,9210582,9844629,8599823,14520067,10270079,673737,16219120,23871432,44510586,59884766,48981928,37441616,25430601,35573320,35110658,39463152,28353121
FL,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,12668572,10630686,10645071,11922585,13597044,11004393,10859052,13634447,22391149,21698965,22609986,21413491
FL,Electric Total Customers,31,25,29,70,28,35,41,41,38,41,40,42,43,42,45,28,51,51,46,47,57,58,60
FL,Electric Sales Customers,3,3,4,3,3,3,2,2,1,3,1,2,4,2,3,7,8,7,2,2,2,2,2
FL,Electric Transported Customers,28,22,25,67,25,32,39,39,37,38,39,40,39,40,42,21,43,44,44,45,55,56,58
FL,Vehicle Fuel Total Volume (Mcf),64352,83778,81937,69360,68365,48131,25829,66601,52538,53523,49985,37834,21719,30890,106863,86106,196860,343820,468297,553565,3643977,4175794,4901519
FL,Vehicle Fuel Sales Volume (Mcf),64352,83778,81937,69360,68365,48131,25829,18400,11215,8400,6968,5322,6846,19455,92898,69847,180308,328437,450648,542602,627220,666913,827823
FL,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,48201,41323,45123,43017,32512,14873,11435,13965,16259,16552,15383,17649,10963,3016757,3508881,4073696
FL,Vehicle Fuel Sales Price (Dollars),5.4,4.77,5.03,7.05,8.55,8.33,7.1,10.14,14.2,12.38,13.36,16.0,14.86,17.55,11.85,10.4,10.7,10.59,11.09,12.23,10.43,11.09,10.4
FL,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,2.74,,,,,,,1.88,2.15,2.0
FL,Vehicle Fuel Sales Revenue (Dollars),326398,395380,373610,438427,591172,308659,243160,175424,145126,114954,89296,82796,90091,349800,516799,686549,1801944,2930510,4435767,5515101,6512193,7187722,8383212
FL,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,31320,0,0,0,0,0,0,5446236,6459843,7653553
FL,Vehicle Fuel Total Customers,310,405,168,119,110,159,136,117,117,95,79,44,28,22,27,41,79,130,177,168,240,259,225
FL,Vehicle Fuel Sales Customers,310,405,168,119,110,159,136,106,106,83,68,33,19,12,16,38,69,127,167,161,194,209,174
FL,Vehicle Fuel Transported Customers,0,0,0,0,0,0,0,11,11,12,11,11,9,10,11,3,10,3,10,7,46,50,51
