,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Minnesota, Annual (Dollars per Thousand Cubic Feet)",4.73,5.84,4.03,6.04,6.84,8.52,8.35,7.87,8.37,5.68,5.48,5.04,4.26,4.58,6.56,4.39,3.71,4.24,4.03,3.82
"Minnesota Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",7.13,8.74,6.61,8.58,9.5,11.21,11.67,11.14,11.29,8.99,8.76,8.85,7.99,8.19,9.89,8.79,8.01,8.47,8.69,8.06
"Minnesota Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",6.1,7.52,5.57,7.6,8.43,10.16,10.31,10.14,10.52,7.96,7.6,7.46,6.36,6.86,8.66,7.31,6.44,6.8,7.08,6.63
"Electricity price in the residential sector, Minnesota (Dollars per million Btu)",22.03,22.31,21.95,22.42,23.22,24.26,25.48,26.9,28.53,29.43,31.04,32.13,33.27,34.61,35.21,35.51,37.14,38.23,38.52,38.22
"Electricity price in the commercial sector, Minnesota (Dollars per million Btu)",18.84,17.81,17.38,17.94,18.49,19.3,20.57,21.92,23.09,23.2,24.56,25.28,25.91,27.61,28.87,27.66,28.89,30.71,30.43,30.32
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),7.022618298178777,8.433103557347973,5.728018980691289,8.392087608695652,9.256709721134097,11.154796048487455,10.591008791514104,9.703628318157266,9.940886626961635,6.767688299582876,6.424266952805445,5.7285876499957755,4.743676792138892,5.026317610494865,7.084822170120186,4.735473413726465,3.9518869606883187,4.421907512564454,4.10304015897922,3.82
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),10.585891853280058,12.620774844387206,9.39508820406189,11.921210543478262,12.856541279352912,14.676674143608496,14.802044622391568,13.735504379195927,13.408913980692576,10.71153482627642,10.269448632586805,10.059127123504487,8.897177833143134,8.988109438854355,10.681233424159855,9.481733782837274,8.532241119976666,8.833385997976633,8.847498506582982,8.06
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),9.056653619215759,10.859064854667253,7.916889757431881,10.559580434782609,11.408488735257373,13.30196336298504,13.0770419928755,12.502514758083187,12.49439991823613,9.484295574767552,8.90956730681047,8.479219021620732,7.082109013615812,7.528501923142965,9.352829267262319,7.885264385954548,6.859879252515572,7.091738463546765,7.208318691209151,6.63
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),32.70788184120052,32.21618841856734,31.198515291854537,31.1507622826087,31.42409352700785,31.762365274214282,32.31843161769813,33.16742080793271,33.884527534912245,35.06568074942325,36.38854857939434,36.519746268723075,37.0474476231129,37.982718886294165,38.02691899541643,38.30447856980109,39.56147755255098,39.870170803146,39.218140675900635,38.22
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),27.971697407545065,25.718077800747842,24.702970194643818,24.926167500000002,25.02288929002477,25.268493396221583,26.090664771430554,27.027132494791267,27.423545067687474,27.642670519423017,28.791970138850676,28.733868212677226,28.85179945641284,30.300574066760532,31.179697568806372,29.836718593092037,30.773588758567527,32.02754238463547,30.981516634674357,30.32
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
