,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,WA,Adams,3.06,3.16,3.23,3.27,3.19,3.24,3.24,3.23,3.21,3.16
1,Avg household size of renter-occupied unit,WA,Adams,3.31,3.19,3.13,3.14,3.23,3.25,3.38,3.32,3.36,3.36
36,Owner-Occupied,WA,Adams,10950,11273,11823,12351,12046,12262,12562,12080,11968,11925
37,Renter-Occupied,WA,Adams,6686,6697,6444,6150,6617,6545,6262,6908,7219,7407
0,Avg household size of owner-occupied unit,WA,Asotin,2.41,2.4,2.37,2.42,2.26,2.28,2.31,2.33,2.36,2.44
1,Avg household size of renter-occupied unit,WA,Asotin,2.22,2.33,2.3,2.27,2.4,2.46,2.46,2.52,2.53,2.44
36,Owner-Occupied,WA,Asotin,15459,15178,14610,14776,14257,14261,14343,15244,15236,15683
37,Renter-Occupied,WA,Asotin,5721,5918,6665,6693,7418,7571,7557,6801,6876,6507
0,Avg household size of owner-occupied unit,WA,Benton,2.77,2.78,2.77,2.77,2.77,2.78,2.75,2.72,2.76,2.78
1,Avg household size of renter-occupied unit,WA,Benton,2.44,2.47,2.5,2.56,2.58,2.59,2.64,2.61,2.61,2.58
36,Owner-Occupied,WA,Benton,119634,122471,123878,123774,125277,126346,128695,130382,133918,137946
37,Renter-Occupied,WA,Benton,45924,47471,50022,53620,55073,56763,57010,58481,58652,58007
0,Avg household size of owner-occupied unit,WA,Chelan,2.66,2.61,2.58,2.53,2.51,2.54,2.61,2.66,2.69,2.69
1,Avg household size of renter-occupied unit,WA,Chelan,2.54,2.64,2.73,2.83,2.96,3.0,2.87,2.77,2.58,2.55
36,Owner-Occupied,WA,Chelan,48205,46577,46196,44943,44413,45187,46706,47902,49682,49110
37,Renter-Occupied,WA,Chelan,21642,23815,24867,26781,28052,27873,26795,25948,24762,25762
0,Avg household size of owner-occupied unit,WA,Clallam,2.24,2.27,2.28,2.3,2.28,2.25,2.25,2.19,2.2,2.26
1,Avg household size of renter-occupied unit,WA,Clallam,2.15,2.13,2.2,2.23,2.29,2.32,2.37,2.35,2.34,2.25
36,Owner-Occupied,WA,Clallam,49341,50218,50050,49473,49045,49266,49296,49245,50877,52318
37,Renter-Occupied,WA,Clallam,19269,19065,19705,20780,21653,21976,22505,23040,22451,21923
0,Avg household size of owner-occupied unit,WA,Clark,2.73,2.74,2.75,2.76,2.76,2.76,2.77,2.76,2.74,2.74
1,Avg household size of renter-occupied unit,WA,Clark,2.48,2.5,2.52,2.59,2.61,2.63,2.62,2.6,2.59,2.57
36,Owner-Occupied,WA,Clark,286707,288787,287105,284839,287430,287888,295005,304361,312844,320613
37,Renter-Occupied,WA,Clark,124064,129029,136437,144153,147173,152757,151956,149092,148465,148488
0,Avg household size of owner-occupied unit,WA,Columbia,2.37,2.26,2.37,2.46,2.34,2.33,2.24,2.11,2.2,2.17
1,Avg household size of renter-occupied unit,WA,Columbia,2.03,1.98,2.04,2.19,2.22,2.26,2.44,2.49,2.28,2.2
36,Owner-Occupied,WA,Columbia,2972,2983,3082,2990,2992,2896,2713,2639,2662,2646
37,Renter-Occupied,WA,Columbia,975,929,837,953,947,1001,1162,1269,1251,1267
0,Avg household size of owner-occupied unit,WA,Cowlitz,2.54,2.51,2.5,2.55,2.52,2.53,2.58,2.57,2.57,2.59
1,Avg household size of renter-occupied unit,WA,Cowlitz,2.43,2.54,2.61,2.54,2.56,2.57,2.53,2.41,2.4,2.38
36,Owner-Occupied,WA,Cowlitz,67360,67339,65718,66861,66296,65964,67296,69333,70135,71676
37,Renter-Occupied,WA,Cowlitz,31368,33029,35006,33936,34557,35165,34335,32999,33695,33839
0,Avg household size of owner-occupied unit,WA,Douglas,2.66,2.66,2.67,2.68,2.65,2.69,2.73,2.71,2.72,2.71
1,Avg household size of renter-occupied unit,WA,Douglas,2.73,2.76,2.78,2.91,2.99,2.95,2.88,2.79,2.71,2.78
36,Owner-Occupied,WA,Douglas,26435,26637,26670,26615,26921,27437,27813,28018,28625,28377
37,Renter-Occupied,WA,Douglas,10607,10788,11303,11819,11904,11826,11940,12206,12377,13268
0,Avg household size of owner-occupied unit,WA,Ferry,2.74,2.52,2.48,2.43,2.39,2.43,2.5,2.43,2.42,2.47
1,Avg household size of renter-occupied unit,WA,Ferry,2.69,2.67,2.66,2.61,2.34,2.27,2.29,2.35,2.26,2.26
36,Owner-Occupied,WA,Ferry,5307,5342,5090,5167,5260,5372,5369,5234,5500,5434
37,Renter-Occupied,WA,Ferry,2066,1885,2190,2158,2123,2033,2040,2121,1870,1939
0,Avg household size of owner-occupied unit,WA,Franklin,3.33,3.4,3.41,3.39,3.37,3.31,3.33,3.31,3.3,3.31
