,state,source,all_exp,white_exp,POC_exp,hispanic_exp,black_exp,asian_exp,POC_pctDiff,hispanic_pctDiff,black_pctDiff,asian_pctDiff
0,Kentucky,All,6.39074072907454,6.14979545046992,7.80976890214824,7.14365898151132,8.3879106648315,7.53283926785028,0.222044397235183,0.117813925545656,0.312509929666036,0.178711449453705
1,Kentucky,Agriculture,0.996219620088344,0.99220210435958,1.01988046141256,1.02592036474409,1.02045856395084,1.00769046786529,0.023750627720138,0.0298134508263479,0.024330923998815,0.0115143764945403
2,Kentucky,Coal Elec. Util.,2.14616512865729,2.09568920202278,2.4434391087542,2.34784391634708,2.53196810559772,2.40039477021636,0.138514029571855,0.0939717009641149,0.17976388293188,0.118457633182273
3,Kentucky,Commercial Cooking,0.081128959010579,0.0693298574624525,0.150618834930595,0.113696743841514,0.183390821687806,0.130439046114288,0.856536023233754,0.401432302695863,1.26048533007668,0.607798839096145
4,Kentucky,Construction,0.184147041060407,0.164417446561458,0.30034292835675,0.250279230503235,0.344541500058964,0.293027807487075,0.630995136425931,0.359127081608301,0.871012958312711,0.591270789906157
5,Kentucky,Heavy Duty Diesel Veh.,0.44146737717266,0.424347823989441,0.542291632448005,0.52554177289338,0.555598722327433,0.584071516088138,0.228384384642563,0.190443054386413,0.258527245853856,0.323023050601777
6,Kentucky,Industrial,1.05437066430575,0.979236637804005,1.49686657449701,1.19372722663935,1.75749056929035,1.27532301619372,0.419677752019609,0.13217037143703,0.666862166017843,0.209558516153764
7,Kentucky,Light Duty Gas Veh.,0.424506495387387,0.406710611816889,0.529313945018778,0.493163448849345,0.559016768567927,0.545929793614509,0.246892452224432,0.161733575829752,0.316862697372374,0.286034017256477
8,Kentucky,Miscellaneous,0.191863815309671,0.184755333344022,0.233728657963813,0.203159658631317,0.25867045181825,0.216263426901767,0.218200824301195,0.0588742765456583,0.348198207154133,0.127171512526812
9,Kentucky,Non-coal Elec. Util.,0.0151668116063291,0.0152873031925251,0.0144571859335591,0.0148064130981497,0.0140532018296871,0.0146317205216428,-0.0467880587686482,-0.0237623119172245,-0.0734241187631828,-0.0352803937027176
10,Kentucky,Off-highway Veh. & Equip.,0.372584554249444,0.359723819970393,0.448326832222588,0.412360127951126,0.479226054263889,0.432297445420911,0.203288829634185,0.106755830986631,0.286220936424137,0.160266684408742
11,Kentucky,Residential Other,0.0960160865424432,0.0893615197424753,0.135207631707562,0.121006201935275,0.146549608471159,0.143163705737214,0.408176864694381,0.260270089031225,0.526302661860499,0.491038750823585
12,Kentucky,Residential Gas Comb.,0.050663908402798,0.0464527330081405,0.0754652930216666,0.0630035057120028,0.0854741274530504,0.0746016830069766,0.489527661815741,0.243557942887077,0.687081201345491,0.47248179934844
13,Kentucky,Residential Wood,0.190352343893695,0.180940822664947,0.24578075424653,0.217958348125801,0.266897333872065,0.245479203996678,0.291188483519748,0.145025817215691,0.402122655348637,0.289604314690073
14,Kentucky,Road Dust,0.146087923387752,0.141340234530807,0.174049061634616,0.161192022239659,0.184574835642354,0.169525664685718,0.191399381950611,0.103390468572937,0.263450334306206,0.160435857765988
