,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
40,Units in Structure: 1 ATTACHED,RI,Bristol,510,546,497,494,477,605,584,615,652,707
41,Units in Structure: 1 DETACHED,RI,Bristol,14007,14176,14082,14213,14216,14063,13954,13508,13736,13898
42,Units in Structure: 10-19,RI,Bristol,481,504,494,483,467,434,495,725,671,740
43,Units in Structure: 2,RI,Bristol,2194,2139,2122,2283,2267,2471,2548,2817,2609,2482
44,Units in Structure: 20-49,RI,Bristol,448,364,363,332,314,254,261,236,270,246
45,Units in Structure: 3-4,RI,Bristol,1986,2002,1957,1782,1837,1637,1614,1693,1751,1585
46,Units in Structure: 5-9,RI,Bristol,696,721,826,783,759,870,929,910,860,917
47,Units in Structure: 50+,RI,Bristol,368,355,444,436,486,459,394,452,434,470
48,"Units in Structure: Boat,RV,Van,Etc.",RI,Bristol,0,0,0,0,0,0,0,0,0,0
49,Units in Structure: Mobile Home,RI,Bristol,14,0,0,0,0,8,7,8,8,8
40,Units in Structure: 1 ATTACHED,RI,Kent,2062,2120,2266,2437,2465,2647,2667,2635,2509,2599
41,Units in Structure: 1 DETACHED,RI,Kent,50543,49761,49551,49627,49273,49169,49476,49676,50049,50176
42,Units in Structure: 10-19,RI,Kent,4037,3950,4062,3778,3662,3812,3641,3686,3754,3621
43,Units in Structure: 2,RI,Kent,4023,4037,3962,4086,4255,3952,4024,4265,4289,4286
44,Units in Structure: 20-49,RI,Kent,2243,2367,2114,2290,2473,2583,2654,2856,2773,2899
45,Units in Structure: 3-4,RI,Kent,3479,3838,4021,3824,3804,3916,3490,3493,3250,3094
46,Units in Structure: 5-9,RI,Kent,2984,3142,3007,2654,2802,2462,2610,2554,2566,2444
47,Units in Structure: 50+,RI,Kent,2775,2975,3197,3295,3429,3632,3756,3714,3890,4145
48,"Units in Structure: Boat,RV,Van,Etc.",RI,Kent,0,0,0,0,12,11,9,10,9,7
49,Units in Structure: Mobile Home,RI,Kent,1260,1385,1453,1605,1484,1447,1263,1269,1171,1102
40,Units in Structure: 1 ATTACHED,RI,Newport,2157,2205,2113,1888,1609,1810,1795,1830,2081,2394
41,Units in Structure: 1 DETACHED,RI,Newport,26048,26390,26427,26806,27031,26967,26656,27100,26777,26760
42,Units in Structure: 10-19,RI,Newport,902,992,1016,1030,1127,1101,985,1055,1097,1058
43,Units in Structure: 2,RI,Newport,4439,4318,4199,4017,3898,3443,3537,3438,3686,3663
44,Units in Structure: 20-49,RI,Newport,868,761,841,897,979,1033,1099,1228,1099,1161
45,Units in Structure: 3-4,RI,Newport,3533,3331,3406,3149,3293,3408,3549,3356,3490,3473
46,Units in Structure: 5-9,RI,Newport,1503,1601,1688,1866,1865,1907,2119,2149,2008,1882
47,Units in Structure: 50+,RI,Newport,1056,1165,1198,1253,1204,1311,1216,1178,1176,1324
48,"Units in Structure: Boat,RV,Van,Etc.",RI,Newport,21,21,16,20,17,10,17,38,73,59
49,Units in Structure: Mobile Home,RI,Newport,1012,900,820,799,813,866,905,919,946,789
40,Units in Structure: 1 ATTACHED,RI,Providence,8761,9004,8805,8898,8703,8434,8075,7880,8180,7946
41,Units in Structure: 1 DETACHED,RI,Providence,115650,116098,116187,117287,116006,117215,116527,118017,117725,117503
42,Units in Structure: 10-19,RI,Providence,10065,10303,10491,10542,10950,10391,10810,11193,11191,11021
43,Units in Structure: 2,RI,Providence,38752,38451,37762,38403,38949,38135,38234,39057,37883,37818
44,Units in Structure: 20-49,RI,Providence,6893,7443,7967,8295,8462,8949,8648,8546,8478,8709
45,Units in Structure: 3-4,RI,Providence,49116,48095,47657,46662,46911,46586,46038,46150,46583,46970
46,Units in Structure: 5-9,RI,Providence,16716,17292,17249,16536,16303,16067,16506,16492,16702,16530
47,Units in Structure: 50+,RI,Providence,16138,16391,16905,16181,16450,16862,17324,17158,18014,18684
48,"Units in Structure: Boat,RV,Van,Etc.",RI,Providence,124,98,39,67,233,236,212,204,168,69
49,Units in Structure: Mobile Home,RI,Providence,1233,1132,1193,1169,1081,1015,1175,1110,1067,1080
40,Units in Structure: 1 ATTACHED,RI,Washington,1544,1509,1681,1933,1970,2256,2437,2231,2003,1987
41,Units in Structure: 1 DETACHED,RI,Washington,47805,47913,48069,47823,47887,47411,47524,48406,48867,49035
42,Units in Structure: 10-19,RI,Washington,1029,965,1070,1019,997,1026,1042,1314,1343,1671
43,Units in Structure: 2,RI,Washington,3692,3767,3886,3740,3671,3883,3519,3368,3484,3521
44,Units in Structure: 20-49,RI,Washington,656,665,772,816,780,800,759,985,1055,1060
45,Units in Structure: 3-4,RI,Washington,2952,2926,2689,2871,3237,3201,3391,2950,2872,2540
46,Units in Structure: 5-9,RI,Washington,1777,1768,1776,1775,1629,1447,1610,1481,1665,1784
47,Units in Structure: 50+,RI,Washington,999,1232,1185,1220,1281,1345,1198,1137,1056,919
48,"Units in Structure: Boat,RV,Van,Etc.",RI,Washington,0,0,0,8,21,32,37,34,36,29
49,Units in Structure: Mobile Home,RI,Washington,1183,1228,1078,1144,1091,1321,1337,1544,1356,1470
