,State,Tenure,Year Built,Structure Type,Heating Fuel,Federal Poverty Line,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,CA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,0-100%,69.946,10462.98,615.63,679.18,7.28,12.44
2,CA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,100-150%,12.233,1200.11,0.0,0.0,0.0,0.0
3,CA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,150-200%,43.997,12679.75,334.0,65.11,0.0,3.15
4,CA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,200-400%,268.758,64557.01,1590.68,701.07,17.45,3.58
5,CA,OWNER,1940-59,1 ATTACHED,BOTTLED GAS,400%+,369.613,113275.53,1329.97,523.96,24.07,1.66
6,CA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,0-100%,762.271,9077.09,977.05,258.01,13.57,13.76
7,CA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,100-150%,599.845,19563.4,672.61,167.12,0.03,4.29
8,CA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,150-200%,763.513,33672.91,721.45,210.42,1.33,2.77
9,CA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,200-400%,2703.995,62479.0,1159.43,374.0,4.22,2.46
10,CA,OWNER,1940-59,1 ATTACHED,ELECTRICITY,400%+,3752.013,143253.74,1274.4,451.27,0.61,1.21
11,CA,OWNER,1940-59,1 ATTACHED,OTHER,0-100%,20.97,5140.59,376.75,299.72,0.0,13.16
12,CA,OWNER,1940-59,1 ATTACHED,OTHER,100-150%,9.878,23900.47,342.68,149.18,0.0,2.06
13,CA,OWNER,1940-59,1 ATTACHED,OTHER,150-200%,6.167,0.0,0.0,0.0,0.0,
14,CA,OWNER,1940-59,1 ATTACHED,OTHER,200-400%,19.298,26706.58,0.0,233.61,0.0,0.8699999999999999
15,CA,OWNER,1940-59,1 ATTACHED,OTHER,400%+,27.424,26528.32,199.63,378.4,0.0,2.18
16,CA,OWNER,1940-59,1 ATTACHED,SOLAR,0-100%,7.489,0.0,225.76,51.61,0.0,inf
17,CA,OWNER,1940-59,1 ATTACHED,SOLAR,100-150%,5.205,27119.69,317.56,55.95,0.0,1.38
18,CA,OWNER,1940-59,1 ATTACHED,SOLAR,150-200%,0.639,0.0,0.0,0.0,0.0,
19,CA,OWNER,1940-59,1 ATTACHED,SOLAR,200-400%,18.841,26707.95,831.87,584.75,0.0,5.3
20,CA,OWNER,1940-59,1 ATTACHED,SOLAR,400%+,49.41,155591.3,487.27,96.13,0.0,0.37
21,CA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,0-100%,2367.107,10381.4,776.73,417.76,2.22,11.53
22,CA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,100-150%,1978.856,23376.76,891.55,484.99,3.7,5.8999999999999995
23,CA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,150-200%,2369.488,33441.3,932.01,449.02,4.58,4.14
24,CA,OWNER,1940-59,1 ATTACHED,UTILITY GAS,200-400%,9715.769,65543.07,1003.06,563.83,6.52,2.4
