,Operator ID,Operator Name,Operator Type,State,2010 - Main Miles Built,2011 - Main Miles Built,2012 - Main Miles Built,2013 - Main Miles Built,2014 - Main Miles Built,2015 - Main Miles Built,2016 - Main Miles Built,2017 - Main Miles Built,2018 - Main Miles Built,2019 - Main Miles Built,2020 - Main Miles Built
392,19530,"TOMPKINSVILLE, CITY OF",Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
393,19520,"TOMBALL GAS DEPT, CITY OF",Municipal Owned,TX,0.11,0.030000000000000013,1.4500000000000002,0.0,1.953,1.3469999999999995,1.6000000000000005,1.33,2.8499999999999996,1.4629999999999992,5.5
394,19510,"TOLEDO, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0.1,0
395,19490,"TOCCOA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,NC,0.2,0.9000000000000001,0.8999999999999999,0.5,0.5099999999999998,0.9000000000000004,1.0999999999999996,0.0,0.0,0.08999999999999986,0.98
396,19476,TITONKA MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
397,19475,TISHOMINGO GAS SYSTEM,Municipal Owned,MS,0,2,0,3,6,0,0,0,0,2,2
398,19471,"TIPTON COUNTY, FIRST UTIL DIST OF",Municipal Owned,TN,1,0,0,8,1.4000000000000004,0.0,0.0,0.40000000000000036,0.46999999999999886,0.0,0
399,19470,TIPTON MUNICIPAL UTILITIES,Municipal Owned,IA,0,1,0,0,0,0,0,0,3,3,0
400,19450,"TIFTON, CITY OF",Municipal Owned,GA,2.1,8.556000000000001,17.342,0.0,0.0,0.036999999999999034,0.5120000000000005,0.17599999999999838,-0.08099999999999952,0.08999999999999986,0
401,19400,"THREE RIVERS GAS, CITY OF",Municipal Owned,TX,0,0,37,3,-3,3,-40,40,-3,0,0
402,19390,"THOMSON GAS SYSTEM, CITY OF",Municipal Owned,GA,1,0.5,6.0,0.0,2.0,0.009999999999999787,0.0,0.0,0.75,0.0,0
403,19380,"THOMASVILLE WATER & LIGHT DEPT, CITY OF",Municipal Owned,GA,1,0.1519999999999999,1.1900000000000002,0.7949999999999999,1.2479999999999998,0.0,0.7069999999999999,0.8710000000000004,0.13400000000000034,2.339999999999999,1.099
404,19360,"THIBODAUX GAS DEPT, CITY OF",Municipal Owned,LA,0,0,0,1,0,1,1,0,0,0,0
405,19350,THEBES MUNICIPAL GAS CO,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0.013
406,19205,TERREBONNE PARISH CONSOLIDATED GOVERNMENT,Municipal Owned,LA,10,11,5,5,7,10,5,1,42,0,5
407,19070,"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0.227,0.227,0.0,0.0,0.0,0
408,19060,"TALOGA, TOWN OF",Municipal Owned,OK,0,0,0,0,0,0.1,0.15,0.0,0.0,0.0,0
409,19050,"TALLASSEE, CITY OF",Municipal Owned,AL,0,0,3,0,0,0,0,0,0,1,0
410,19040,"TALLAPOOSA GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,0,0,2,0,0,0,2.6500000000000004,1.04
411,19030,"TALLAHASSEE, CITY OF",Municipal Owned,FL,12.31,10.179999999999998,8.510000000000002,13,7,17.92,7.5,10.079999999999998,10.010000000000005,11.030000000000001,11.45
412,18800,"SYLVIA MUNICIPAL GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
413,18799,"SUPERIOR UTILITIES, CITY OF",Municipal Owned,NE,0.095,0.006999999999999992,4.229,0.09999999999999964,4.178999999999999,0.040000000000000924,0.0,0.0,0.0,0.0,0
414,18796,CITY OF SYLVESTER,Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0.028
415,18792,"SYLVANIA GAS SYSTEMS, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
416,18784,SYLACAUGA GAS SYSTEM,Municipal Owned,AL,2,0,4.5,4.5,8.7,5.0,4.900000000000002,4.199999999999996,4.0,7.900000000000006,0.3
417,18780,SWITZERLAND COUNTY NATURAL GAS CO,Investor Owned,IN,0,0,0,0,0,0,0,0,0,0,0
418,18768,SWEETWATER BOARD OF PUBLIC UTILITES,Municipal Owned,TN,0,0,0,0,0,0,0,0.8,2.2,2,0
419,18764,"SWEENY GAS SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
420,18752,SUPERIOR WATER LIGHT & POWER CO,Investor Owned,WI,1,1,0,3,1,3,9,8,3,3,4
421,18740,"SUNSET GAS CO, TOWN OF",Municipal Owned,LA,30,-30,0,0,0,0,0,0,3,0,0
422,18738,"SUNRISE, CITY OF",Municipal Owned,FL,0,3,0,0,2,1,1,5,1,0,0
423,18736,SUNRAY UTILITIES SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
424,18728,"SUNDOWN GAS SYSTEMS, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
425,18712,"SUMMERVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,4.6,2.4800000000000004,4.529999999999999,4.440000000000001,1.120000000000001,0.9599999999999973,0.08999999999999986,0
426,18708,SUMITON GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
427,18704,"SULLIVAN GAS DEPT, CITY OF",Municipal Owned,IL,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
428,18696,"SUGAR HILL NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,1.6,0.0,0.0,0.09999999999999987,1.8099999999999998,9.700000000000001,4.5,3.3999999999999986,3.1000000000000014,4.989999999999998,1.42
429,18684,SUBURBAN PROPANE,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
430,18680,SUBURBAN NATURAL GAS COMPANY,Privately Owned,OH,2,0,5,10,6,16,9,15,10,16,13
431,18676,STURGIS NATURAL GAS SYSTEM,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,0,0
432,18664,STROMSBURG GAS DEPARTMENT,Municipal Owned,NE,0.1,0.0,0.5,0.5000000000000001,0.0,0.0,0.0040000000000000036,0.7109999999999999,0.0,0.1180000000000001,0
433,18656,"STONINGTON, VILLAGE OF",Municipal Owned,IL,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0
434,18652,STOCKDALE NATURAL GAS SYSTEM,Municipal Owned,TX,0.5,0.0,0.19999999999999996,0.0,0.20000000000000007,0.13,0.0,0.0,0.0,0.0,0
435,18649,PURE UTILITIES LC,Privately Owned,TX,0.47,0.040000000000000036,0.10199999999999998,0.08399999999999996,0.08600000000000008,0.15599999999999992,0.0,0.28500000000000014,0.014000000000000012,0.0129999999999999,0.064
436,18648,"STINNETT GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0.5,0.0,0.16000000000000003,0.0,0.0,0.07999999999999996,0.0,0
437,18644,STEVENSON UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
438,18636,"STEPHEN, CITY OF",Municipal Owned,MN,0,0,0,0.6,0.37,0.0,0.0,0.0,0.10000000000000009,0.09999999999999987,0
439,18628,"STATESBORO GAS DEPT, CITY OF",Municipal Owned,GA,0.03,0.0,0.59,3.5,0.25,5.999999999999999,0.0,0.75,0.9900000000000002,0.0,0.71
440,18626,STARR COUNTY GAS SYSTEM,Municipal Owned,TX,0.2,1.079,0.2200000000000002,0.3599999999999999,0.6299999999999999,0.0,0.050000000000000266,1.1189999999999998,0.0,0.0,0
441,18620,"STARKE NATURAL GAS DEPT, CITY OF",Municipal Owned,FL,0,0,0,0,0,0,0,0,0,0,1
442,18600,STANDARD GAS CO,Privately Owned,WV,0,0,0,0,0,0,0,0,0,0,0
443,18596,"STANBERRY GAS DEPT, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0.28,0.21999999999999997,0.0,0.0,0.25
444,18594,"SPUR, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
445,18591,SPRINGFIELD GAS SYSTEM,Municipal Owned,TN,5.48,1.1099999999999994,9.07,2.780000000000001,7.539999999999999,4.969999999999999,3.41,4.32,2.6199999999999974,3.510000000000005,3.85
446,18584,"SPRINGFIELD, CITY UTILITIES OF",Municipal Owned,MO,4.9,7.639999999999999,12.380000000000003,9.949999999999996,7.710000000000001,16.760000000000005,18.060000000000002,16.689999999999998,15.590000000000003,17.569999999999993,16.85
447,18578,SPERRY UTILITY SERVICES AUTH,Municipal Owned,OK,1,-1,0,0,0,0,0,0,0,0,0
448,18572,"SPEARVILLE GAS SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0.4
449,18564,"SPARTA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
450,18560,SOUTHWESTERN VIRGINIA GAS CO,Privately Owned,VA,0,1.079,0.7210000000000001,1.635,0.7769999999999997,0.5220000000000002,0.5720000000000001,1.1840000000000002,1.9489999999999998,0.32099999999999973,0.372
451,18544,CITY OF ALPINE GAS DEPT,Municipal Owned,TX,0.4,-0.4,0.03,0.96,0.0,0.0,0.30800000000000005,0.266,0.5449999999999999,0.052999999999999936,0.31
452,18536,SOUTHWEST GAS CORP,Investor Owned,NV,29.441,56.681,43.914,84.47999999999999,39.25400000000002,155.254,66.23700000000002,208.805,349.807,156.12099999999987,185.595
453,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Investor Owned,TX,233,85,124,150.31899999999996,104.80600000000004,135.33500000000004,112.79999999999995,-172.11,169.99,138.11,28.05
454,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Investor Owned,IN,16,22,19,22,-1.3340000000000032,57.361999999999995,40.815,58.75400000000002,32.866000000000014,36.52799999999996,17.4
455,18496,SOUTHERN CONNECTICUT GAS CO,Investor Owned,CT,20,18,33.269000000000005,40.56899999999999,37.417,49.489000000000004,33.232,32.25600000000003,29.75,38.139999999999986,35.914
456,18484,SOUTHERN CALIFORNIA GAS CO,Investor Owned,CA,125,158,92,160,235,195,249,432,405,309,103
457,18480,SOUTHERN CALIFORNIA EDISON CO,Investor Owned,CA,0,0,0,0.08,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0
458,18472,SEMCO ENERGY GAS COMPANY,Investor Owned,MI,54.8,78.89999999999999,87.20000000000002,113.4,111.30000000000001,96.60000000000002,100.09999999999991,82.5,109.10000000000002,119.0,136.7
459,18464,SOUTHEAST INDIANA NATURAL GAS CO,Privately Owned,IN,2,0,1,0,2,0,0,0,0,1,0
460,18456,SOUTHEAST GAS,Municipal Owned,AL,14,25,13,26.86,-78.86,146.51,23.930000000000007,12.890000000000015,12.059999999999974,17.660000000000025,0
461,18440,SOUTH JERSEY GAS CO,Investor Owned,NJ,148,191,283,256,233,285,348,29,212,293,95.676
462,18432,"SOUTH FULTON GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0,0,0,0,0
463,18416,SOUTH COAST GAS CO INC,Investor Owned,LA,4.51,5.173,3.1370000000000005,5.690000000000001,4.91,4.809999999999999,1.879999999999999,4.210000000000001,1.6799999999999997,1.240000000000002,2.48
464,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Investor Owned,SC,86.455,96.44500000000001,118.047,147.223,138.61499999999995,165.78500000000008,127.7299999999999,383.4000000000001,188.29999999999995,158,79
465,18400,Rock Energy Cooperative,Cooperative,IL,0,0,1,1,8,3.0999999999999996,4.9,4.300000000000001,-0.6000000000000014,3.3000000000000007,1.652
466,18392,SOMERVILLE LIGHT GAS & WATER,Municipal Owned,TN,0,0,2,0,0,0,0,2,1,2.2,12.5
467,18388,SOMERSET GAS SERVICE,Municipal Owned,KY,0,0,0,9,-9,12.94,101.34,-112.28,0.25,1.0299999999999998,1.66
468,18380,SOCORRO NATURAL GAS CO,Municipal Owned,NM,1,0,2,0,0,0,0,0,0,0,0
469,18376,"SOCIAL CIRCLE GAS DEPT, CITY OF",Municipal Owned,GA,0,0,2,0,0,4,0.2999999999999998,0.11000000000000032,0.0,1.4100000000000001,5.3
470,18369,SWICKARD GAS CO,Privately Owned,OH,0,0,0,0,0,0,1,0,0,0,0
471,18368,"SMYRNA NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,TN,2,1.25,0.8899999999999997,0.6800000000000006,1.88,0.7699999999999996,5.03,4.350000000000001,5.0,3.389999999999997,6.52
472,18360,SLICK PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
473,18352,"SLAUGHTER MUNICIPAL GAS SYSTEM, TOWN OF",Municipal Owned,LA,0,0,2,0,0,0,0,0,0,0,0
474,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Municipal Owned,IA,3.811,0.7729999999999997,0.625,0.07500000000000018,0.6680000000000001,1.495,1.0490000000000004,0.786999999999999,2.974,1.7430000000000003,2
475,18332,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
476,18328,"SIMMESPORT NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
477,18308,NV Energy,Investor Owned,NV,7.62,8.509999999999998,6.667000000000002,12.069999999999997,16.976000000000006,-51.843,0,0,0.035,0.0,0
478,18304,SICILY ISLAND GAS CO,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
479,18288,"SHELLMAN GAS DEPT, TOWN OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
480,18272,SHELDON GAS CO,Privately Owned,OH,0,0,0,2,0,0,0,0,0,0,0
481,18264,"SHELBY GAS DEPT, CITY OF",Municipal Owned,NC,3.77,4.140000000000001,0.8100000000000005,0.47999999999999865,2.8900000000000006,4.010000000000002,1.1899999999999977,2.4800000000000004,5.350000000000001,5.103999999999999,0.654
482,18260,SHELBY GAS ASSOCIATION,Cooperative,MT,0,0,0,0,2.25,0.1499999999999999,0.0,0.0,1.25,0.0,0
483,18256,"SHELBINA GAS DEPT, CITY OF",Municipal Owned,MO,0,0,0,0,0,0,0,0,1,0,0
484,18252,SHEFFIELD GAS DEPARTMENT,Municipal Owned,AL,0,2,0,0,0,0,0,0,0,0,0
485,18249,SHEEHAN GAS CO INC,Privately Owned,MN,3,0,0,1,0,0,0,1,0,0,0
486,18248,SHAWNEETOWN MUNICIPAL GAS SYSTEM,Municipal Owned,IL,17,-17,0,0,0,0,0,0,0,0,0
487,18228,"SHARON GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
488,18224,SHANNON MUNICIPLE GAS SYSTEM,Municipal Owned,MS,0,0,0,0,0,0,0,0,0,0,0
489,18192,SEVIER COUNTY UTIL DIST,Municipal Owned,TN,22,14,11,14,11,12,14,8,9,5,9
490,18178,SENATOBIA MUNICIPAL GAS SYSTEM,Municipal Owned,MS,1,0,0,0,0,0,0,0,0,0,1
491,18176,SELMER NATURAL GAS SYSTEM,Municipal Owned,TN,0,0,0,0,0,0,0,18.3,0.0,0.0,0
492,18172,SEILING PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,2,0,0,0,0,2
493,18160,"SEALY GAS DEPT, CITY OF",Municipal Owned,TX,1.46,1.4100000000000001,0.5499999999999998,0.7800000000000002,0.5199999999999996,0.33999999999999986,0.0,3.000000000000001,0.8499999999999996,0.7599999999999998,0.32
494,18144,SCOTTSVILLE GAS CO,Municipal Owned,KY,0,0,0,0,0,0,0,0,0,8,0
495,18140,SCOTTSBORO WATER SEWER & GAS BOARD,Municipal Owned,AL,0,0,0,1,2,0,1,0,0,1,0
496,18136,"SCOTT MUNICIPAL SYSTEM, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
497,18132,"SAWYER GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0.057,0.0,0.0,0.0,0
498,18124,SAVANNAH PUBLIC UTILITY DEPT,Municipal Owned,TN,1,1,0,1,1,1,0,0,1,1,2
499,18116,SAN JUAN GAS ACQUISITION CORPORATION,Privately Owned,PR,27,0,4,0,0,2.6899999999999977,0.35999999999999943,0.0,0.7000000000000028,0.10000000000000142,0
500,18112,SAN DIEGO GAS & ELECTRIC CO,Investor Owned,CA,44,34,21,9,64,24,32,69,99,83,28
501,18108,SANBORN MUNICIPAL GAS DISTRICT,Municipal Owned,IA,0,0,0,0,0.5,0.0,0.5,0.5,0.0,1.5,0
502,18104,CPS ENERGY,Municipal Owned,TX,11.5,68.904,17.408,91.468,91.65,76.36000000000001,115.16999999999996,87.81,101.03999999999996,86.49000000000001,79.29
503,18088,"SALEM, CITY OF",Municipal Owned,IL,0,1.5,1.5,0,2.133,1.649,1.0730000000000004,0.5879999999999992,0.0,2.0020000000000007,1.083
504,18084,ST LAWRENCE GAS CO INC,Privately Owned,NY,2.3,1.3000000000000003,1.9,22.3,35.400000000000006,45.89999999999999,1.7000000000000028,0.8500000000000085,0.8199999999999932,0.8299999999999983,4.33
505,18068,"ST JOSEPH GAS DEPT, TOWN OF",Municipal Owned,LA,0,0,11,0,0,0,0,0,0,0,0
506,18056,ST JAMES PARISH UTILITIES,Municipal Owned,LA,0,0,0,0,0,1,0,0,0,0,0
507,18052,"ST FRANCISVILLE, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,3,1,0,0.4
508,18048,ST CROIX VALLEY NATURAL GAS CO INC,Privately Owned,WI,4,4.3309999999999995,2.8770000000000007,5.290999999999999,4.720000000000002,4.206999999999997,2.677000000000003,3.379999999999999,4.4830000000000005,5.323999999999998,5.246
509,18032,ST AMANT GAS CO INC,Privately Owned,LA,0,60.9,1.0,0.6000000000000014,6.700000000000003,0.29999999999999716,0.0,1.0,1.0,1.0,0.75
510,18028,"SAFFORD UTILITIES DIV, CITY OF",Municipal Owned,AZ,0.44,0.41,0.0,0.0,0.040000000000000036,0.0,0.0,-0.07999999999999996,0.04999999999999993,1.46,0.62
511,18024,SACO MUNICIPAL GAS SERVICE,Municipal Owned,MT,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
512,18020,SAC CITY MUNICIPAL GAS UTIL,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
513,18016,SABULA MUNICIPAL GAS,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
514,18004,"SABINAL, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
515,17750,RUSSELVILLE GAS BOARD,Municipal Owned,AL,4,4,1,2,1,2,1.3100000000000005,3.273999999999999,0.75,0.4499999999999993,0.27
516,17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
517,17720,"ROYSTON GAS DEPT, CITY OF",Municipal Owned,GA,3.2,1.0999999999999996,7.3,1.200000000000001,1.75,8.779999999999998,1.8800000000000026,0.259999999999998,0.08999999999999986,0.9000000000000021,0.19
518,17690,ROSSVILLE MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
519,17670,"ROODHOUSE ILLINOIS, CITY OF",Municipal Owned,IL,0.052,0.0,0.0,0.0,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0
520,17660,"ROMA GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
521,17640,ROLFE MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
522,17610,"ROCKY MOUNT MUNICIPAL SYSTEM, CITY OF",Municipal Owned,NC,11.3,7.300000000000001,22.699999999999996,3.3000000000000043,12.699999999999996,31.10000000000001,9.0,9.299999999999997,5.299999999999997,5,4.4
523,17600,ROCKWOOD NATURAL GAS SYSTEM,Municipal Owned,TN,1,1,0,1,0,1,0,0,0,0,0
524,17590,"ROCKFORD GAS BOARD, TOWN OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
525,17583,ROCK RAPIDS MUNC UTIL,Municipal Owned,IA,0.06,1.42,0.3400000000000001,0.10999999999999988,0.5600000000000003,0.3899999999999997,0.31000000000000005,0.4590000000000001,0.2200000000000002,-0.9120000000000004,1.06
526,17570,ROCHESTER GAS & ELECTRIC CORP,Investor Owned,NY,42.51,490.69000000000005,-118.96000000000004,-201.3,40.5,71.35000000000002,56.620000000000005,74.81,31.66999999999996,57.81000000000006,29.64
527,17560,"ROBSTOWN GAS SYSTEM, CITY OF",Municipal Owned,TX,68,-67.25,0.0,0.25,0,1.1,1.46,0.0,0.040000000000000036,0.25,0.05
528,17556,"ROBERTSDALE GAS SYSTEM, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0.152,0.0,0.0,0.0,0
529,17550,ROANOKE UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,1,0,0,0,0,0,1
530,17540,ROANOKE GAS CO,Investor Owned,VA,15.442,18.241,22.535000000000004,17.14,22.08,15.354,17.77600000000001,13.145999999999987,11.950999999999993,10.459000000000003,18.03
531,17520,ROACHDALE GAS DEPARTMENT,Municipal Owned,IN,0,0,5.3,0.0,0.0,0.0,0.0,1.7800000000000002,0.0,0.0,0
532,17510,VILLAGE OF RIVERTON,Municipal Owned,IL,0.09,1.008,0.359,0.04799999999999982,0.4980000000000002,0.31000000000000005,0.16999999999999993,0.653,0.0,0.0,0.672
533,17490,RISING STAR CITY UTILITIES,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
534,17480,RIPLEY GAS SYSTEM,Municipal Owned,MS,0.2,4.35,4.3999999999999995,0.0,1.5,0.0,0.5,0.5,16.1,14.999999999999996,10
535,17475,RIPLEY PUBLIC WORKS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
536,17470,"RIPLEY GAS DEPT, TOWN OF",Municipal Owned,TN,0,3,2,0,10,0,0.5,0.0,1.5,1.5,1
537,17405,HERMAN RIEMER GAS CO,Privately Owned,PA,2.24,-1.7400000000000002,-0.03999999999999998,-0.040000000000000036,-0.010000000000000009,5.08,0.02999999999999936,0.07000000000000028,1.88,0.1299999999999999,0.49
538,17400,"RIDGETOP NATURAL GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0.1,0.30000000000000004,0.0,0.0,0
539,17390,RICHMOND NATURAL GAS & SEWAGE WKS,Municipal Owned,KY,0,0,0,0,1,0,-1,0,0,2,1
540,17360,"RICHMOND, CITY OF",Municipal Owned,VA,16.315,80.729,37.85100000000001,39.097999999999985,34.59700000000001,25.873999999999995,35.048,27.488,23.829999999999984,24.560000000000002,20.88
541,17350,"RICHLAND GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,0,0.095,0.095,0.0,0.0,0.0,0.0,0
542,17240,RESERVE GAS CO INC,Privately Owned,NY,0,0,0,0.02,1.52,3.9400000000000004,0.5099999999999998,0.29000000000000004,6.04,0.0,0.09
543,17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,IN,0,0,0,0,3,6,0,0,0,1,0
544,17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF",Municipal Owned,IA,0.79,0.0,0.5999999999999999,0.0,0.13000000000000012,0.0,0.030000000000000027,0.08999999999999986,0.0,0.7900000000000003,0.206
545,17200,REKLAW NATURAL GAS SYSTEM,Municipal Owned,TX,0,0.21,0.0,0.0,0.0,0.0,0.0,0.006000000000000005,0.0,0.0,0.238
546,17180,REEDY CREEK UTILITY CO INC,Privately Owned,FL,0,2,1,0,0,1,0,1,0,0,0
547,17160,"RED BUD UTILITIES, CITY OF",Municipal Owned,IL,0.5,0.0,0.0,0.0,0.0,0.5,-0.5,0.75,0.25,-0.5,0
548,17140,RED BIRD GAS AUTH,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
549,17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,AL,0,0,0,1.5,5.3,0.0,1.5200000000000005,0.0,0.0,0.9199999999999999,0
550,17110,"READING, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
551,17080,"RANKIN MUNICIPAL SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0.28,0.0,0.0,0.0,0
552,17070,"RANGELY, TOWN OF",Municipal Owned,CO,0.437,0.44,0.41100000000000003,1.772,0.5590000000000002,0.004999999999999893,0.3759999999999999,0.4740000000000002,-0.008000000000000007,0.2560000000000002,0
553,17060,RAMONA PUBLIC WORKS,Municipal Owned,OK,0,0,0,0,0,0,0,0,0,0,0
554,17058,STERLING NATURAL GAS INC,Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
555,16667,ENERGY NORTH NATURAL GAS INC,Investor Owned,NH,8.521,5.494999999999999,7.693,22.048,16.658,14.140999999999998,27.98700000000001,-102.543,0,0,0
556,16020,"QUITMAN GAS DEPT, CITY OF",Municipal Owned,GA,0,0.844,2.0,2.081,0.2839999999999998,0.0,0.0,0.4870000000000001,0.0,2.3040000000000003,0.5
557,16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,FL,0,1,0,0,0,0,0,0,0,0,0
558,15966,PULASKI NATURAL GAS DEPT,Municipal Owned,TN,0,0,1,0,5,3,4,0,0,0.5,0
559,15952,PUBLIC SERVICE ELECTRIC & GAS CO,Investor Owned,NJ,142,88,135,20,157,264,75,208,286,391,269
560,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,Investor Owned,NC,131.074,162.926,187,180.32000000000005,247.59299999999996,255.087,268.73,237.26999999999998,252,209,159
561,15931,PUBLIC SERVICE CO OF COLORADO,Investor Owned,CO,97.9,76.025,117.26599999999996,104.56900000000002,333.832,275.308,327.6,196.5999999999999,272.60000000000014,81.89999999999986,90.6
562,15910,PRYOR MUNICIPAL UTILITY BOARD,Municipal Owned,OK,0,0,0,0,1,0,1,0,1,1,3
563,15903,"PROVIDENCE, CITY OF",Municipal Owned,KY,0,0,0,0,3,0,0,0,0,0,0
564,15889,PROVENCAL NATURAL GAS SERVICE,Municipal Owned,LA,25.2,-25.2,0,0,0,0,0,0,0,0,0
565,15861,PRINCETON MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,0,0,0,0,0,0,0,0,0,0,0
566,15854,PRESTONSBURG CITY UTILITIES,Municipal Owned,KY,0,0,0,0,0.5,0.0,1.0,0.0,0.5,0,0
567,15848,PRESTON MUNICIPAL GAS UTILITIES,Municipal Owned,IA,0,0,0,1,0,0,0,0,0,0,0
568,15845,PRESQUE ISLE ELECTRIC & GAS COOPERATIVE,Cooperative,MI,3,1,3,1.1300000000000008,3.1959999999999997,9.134,1.1600000000000001,3.8709999999999987,3.2570000000000014,3.34,5.79
569,15840,PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX),Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
570,15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)",Municipal Owned,TX,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
571,15826,POWELL CLINCH UTIL DIST,Municipal Owned,TN,4,17,11,6,15,18,27,0,16,13,12
572,15812,"POTOSI, CITY OF",Municipal Owned,MO,0,0,0,0,0.341,0.16299999999999998,0.15000000000000002,0.015000000000000013,0.0,0.0,0
573,15798,POSEYVILLE MUNICIPLE GAS CO,Municipal Owned,IN,1,0,0,0.22399999999999998,0.0,0.0,0.0,0.28400000000000003,0.0,0.0,0
574,15784,PORTLAND NATURAL GAS SYSTEM,Municipal Owned,TN,0,1,1,2,16,0,0,6,14,0,0
