,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Mississippi (million metric tons CO2)",7.031001,7.779722,9.441326,9.028834,9.767338,10.282573,10.220918,11.50385,12.196785,9,9.889194,9.077655,8.2699,9.426698,9.231808,9.864842,12.146846,12.560559,11.978066,13.104577,14.054332,18.89746,14.737765,17.112086,17.695168,16.861356,18.143945,17.671855,16.920119,13.530517,14.178673,10.270496,7.873924,9.336258,11.129403,6.839488,5.847608,5.136943,5.732602,,
"Total carbon dioxide emissions from all sectors, natural gas, Mississippi (million metric tons CO2)",14.373582,13.214346,14.678923,12.960736,14.676376,12.362681,11.682813,11.26584,11.48125,12.329945,13.896655,13.635723,13.301094,12.484817,14.124746,15.671666,14.721527,14.018102,13.393837,16.860135,16.557818,18.087283,18.811241,14.598383,15.413545,16.485449,16.761132,19.895719,19.325201,19.697075,23.603638,23.232135,26.525468,22.649997,23.321429,28.491165,29.782988,28.837996,31.375697,,
"Total carbon dioxide emissions from all sectors, petroleum, Mississippi (million metric tons CO2)",26.189473,24.320464,21.370587,20.792928,20.092552,20.962164,22.686675,23.425868,25.495558,24.694062,24.95052,25.794616,26.946151,28.821208,27.173945,26.403935,27.970822,29.117503,31.286355,31.696505,30.674797,33.054635,29.064881,32.561009,32.682214,30.727364,31.167298,30.589983,28.431597,27.370839,27.666399,27.084709,28.016337,28.717158,29.564303,29.907986,33.327477,34.303083,32.421287,,
"Residential carbon dioxide emissions, all fuels, Mississippi (million metric tons CO2)",2.110977,2.006545,1.95074,2.056514,1.925371,1.818318,1.750298,1.881037,1.913133,1.936409,1.838498,1.815476,1.858394,2.019462,1.952266,1.884929,2.168542,2.00589,1.851148,1.864527,2.365105,2.413903,2.086969,1.955168,1.790034,1.758021,1.565133,1.612621,1.776064,1.766475,1.953639,1.72488,1.352363,1.699767,1.961731,1.603722,1.424986,1.31139,1.677255,,
"Commercial carbon dioxide emissions, all fuels, Mississippi (million metric tons CO2)",3.041837,2.668029,1.241194,1.596258,1.453011,1.426358,1.307139,1.435653,1.380797,1.443619,1.342795,1.324736,1.353469,1.329073,1.416416,1.366775,1.568936,1.528037,1.512535,1.41977,1.601403,1.635927,1.49289,1.659784,1.470157,1.408373,1.292718,1.75183,1.516216,1.460921,1.537606,1.510469,1.355022,1.4382,1.653928,1.631961,1.559484,1.555508,1.685461,,
"Industrial carbon dioxide emissions, all fuels, Mississippi (million metric tons CO2)",9.769354,9.906572,10.948836,10.87289,11.602027,10.156661,9.780899,9.229419,10.461445,11.071317,11.9329,11.078052,11.424662,10.691271,10.186174,10.121541,10.612368,9.906008,9.01176,11.663624,10.800559,10.822205,10.861603,10.90786,11.431591,10.583781,10.86039,10.856996,10.482402,9.683537,10.999314,10.379716,10.820418,10.907431,10.821786,10.745254,10.294166,11.319996,11.559708,,
"Transportation carbon dioxide emissions, all fuels, Mississippi (million metric tons CO2)",18.085464,17.757913,17.423398,16.766254,16.778325,17.442578,18.757284,20.443528,21.450825,20.021931,20.149503,22.020907,22.884936,22.953328,23.011657,23.228929,23.42697,24.211388,24.455417,25.784288,25.058252,24.307625,24.84591,26.398064,25.648548,25.092523,26.555379,26.238422,25.112607,24.505861,24.386377,23.907489,25.644781,24.937817,25.772503,26.532097,29.704886,30.321162,28.847897,,
"Electric power carbon dioxide emissions, natural gas, Mississippi (million metric tons CO2)",5.129996,4.019149,4.511196,2.717403,3.415523,2.953612,2.622167,2.242705,1.810612,2.461564,3.575117,3.393929,2.953452,2.16885,4.546479,6.105018,4.560221,3.996069,4.19015,5.781161,5.488818,8.156348,8.90466,5.266829,5.883666,7.420505,7.663505,10.010042,9.095504,9.879788,12.596449,13.012678,15.605133,12.639584,12.901153,18.116358,20.113411,18.633024,20.026663,,
"Residential carbon dioxide emissions, natural gas, Mississippi (million metric tons CO2)",1.61791,1.546337,1.504687,1.500496,1.573077,1.397831,1.369976,1.433167,1.4485,1.436987,1.372205,1.407965,1.479379,1.538749,1.481607,1.460597,1.646985,1.518323,1.386848,1.357667,1.496092,1.513866,1.454283,1.461552,1.317238,1.335118,1.167512,1.213512,1.299729,1.271132,1.468768,1.310712,1.054554,1.353104,1.541402,1.265189,1.100077,1.013064,1.334216,,
"Commercial carbon dioxide emissions, natural gas, Mississippi (million metric tons CO2)",1.146077,1.051848,0.941278,0.934434,0.976879,0.90191,0.915281,0.965684,0.9755,0.959424,0.96144,0.969982,1.002134,1.042139,1.052008,1.078324,1.213777,1.212928,1.19213,1.117002,1.199452,1.170377,1.166451,1.260573,1.207782,1.139604,1.055775,1.134139,1.100077,1.035825,1.145653,1.091959,0.960909,1.046755,1.210541,1.073602,0.98834,0.968921,1.144698,,
"Industrial carbon dioxide emissions, natural gas, Mississippi (million metric tons CO2)",4.324543,4.382481,5.696376,6.283236,6.932278,5.733516,5.222845,4.877659,5.387533,5.614775,5.920434,5.969936,6.0075,5.699453,4.902065,4.76937,4.61333,4.815529,4.596352,6.857203,6.662803,5.604588,5.800845,5.178808,5.809917,5.416767,5.671333,6.046497,6.266523,5.939429,6.871634,6.26196,6.291778,6.337884,6.543532,6.842718,6.471162,7.158724,7.424538,,
