,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,AR,20455,22975,21905,21164,19488,22514,22946,19501,23840,20674
40,Units in Structure: 1 DETACHED,AR,915807,916585,922955,921306,938125,933701,942198,957559,965493,968020
41,Units in Structure: 10-19,AR,50082,44859,41965,46532,46493,49910,52207,53308,52405,53218
42,Units in Structure: 2,AR,41245,40510,43653,42112,41685,41042,45667,40078,43102,43794
43,Units in Structure: 20-49,AR,15465,14755,17360,14536,16074,17804,19543,18148,19704,19858
44,Units in Structure: 3-4,AR,43908,41819,46480,43975,41609,45310,45397,45766,47037,48582
45,Units in Structure: 5-9,AR,41401,39354,40115,41428,48399,52599,48488,48876,46792,48544
46,Units in Structure: 50+,AR,15747,24877,23815,25997,19360,18089,17549,17560,21377,20876
47,"Units in Structure: Boat,RV,Van,Etc.",AR,884,2695,1746,1509,2065,1418,1448,1599,3073,1970
48,Units in Structure: Mobile Home,AR,172824,176042,168231,171218,167783,165211,159358,167714,157698,163623
