State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
KS,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,5181,31616,7965,2965,1016374,1531988,1785885,2965458,2222074,2230445,1067255,2024501,1998131,1920749,1263446,1723606,5603196,1263093
KS,Residential Total Volume (Mcf),69414505,70217030,68146310,70600686,70181615,70863513,70369457,65049499,64923460,57078115,63090750,70335861,71068118,67116539,65491475,50488868,68036112,71114945,58384310,54059540,54444960,67133895,68123230
KS,Residential Sales Volume (Mcf),69414505,70217030,68146310,70600686,70181615,70863513,70369457,64749713,64923460,57078115,63090750,70335861,71068118,67116539,65491475,50485933,68031915,71111398,57413735,54051752,54437324,67125254,68115068
KS,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,299786,0,0,0,0,0,0,0,2935,4197,3547,970575,7788,7636,8641,8162
KS,Residential Sales Price (Dollars),5.36,5.2,5.95,6.04,8.4,7.69,8.43,9.72,11.25,12.97,11.75,12.1,11.12,10.22,9.77,9.44,9.33,9.99,9.51,9.2,9.56,9.18,9.33
KS,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,3.12,4.23,4.81,3.22,3.16,3.95,3.9,3.93
KS,Residential Sales Revenue (Dollars),445459967,421033971,407708422,539516990,658637912,513496074,629547403,694704528,784015804,752759408,818088893,914069792,789127260,712142066,650522617,511087008,693487016,752883190,583844335,532533197,596343442,683190999,629540114
KS,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9019,17991,17352,21202,24322,29838,33346,31605
KS,Residential Total Customers,811975,841843,824803,833662,836486,843353,850464,855272,856761,862203,858304,853125,855454,853842,854730,854800,858572,860441,861710,864875,867699,870371,872451
KS,Residential Sales Customers,811975,841843,824803,833662,836486,843353,850464,851388,856761,862203,858304,853125,855454,853842,854730,854779,858546,860415,861651,864828,867652,870322,872403
KS,Residential Transported Customers,0,0,0,0,0,0,0,3884,0,0,0,0,0,0,0,21,26,26,59,47,47,49,48
KS,Commercial Total Volume (Mcf),41482025,41781926,38952275,40297078,37560352,38802314,37781227,36778945,29615558,27504654,30545935,33531331,32511861,31798664,32117454,25452281,33198388,36154402,37046801,34757396,34611909,40248808,41319868
KS,Commercial Sales Volume (Mcf),29151251,29025223,25967102,23099217,23689718,22868931,22319339,21059889,20285912,17986798,19788723,21770869,21358512,20511063,20108963,15213475,20369476,21310920,17538919,16072335,17016484,21231432,21518986
KS,Commercial Transported Volume (Mcf),12330774,12756703,12985173,17197861,13870634,15933383,15461888,15719056,9329646,9517856,10757212,11760462,11153349,11287601,12008491,10238806,12828912,14843482,19507882,18685061,17595425,19017376,19800882
KS,Commercial Sales Price (Dollars),4.99,4.89,4.81,5.7,7.96,7.51,8.23,9.22,10.81,12.69,11.49,11.97,10.04,9.55,8.71,8.49,8.71,9.41,8.72,8.79,8.83,8.23,8.35
KS,Commercial Transported Price (Dollars),,,,,,,,,,,,1.49,1.54,1.57,1.54,1.6,2.23,2.78,1.18,1.14,1.2,1.2,1.09
KS,Commercial Sales Revenue (Dollars),156966637,144586147,130867414,157032070,201794774,148933844,189696367,212711451,232308014,223734352,238248189,266523042,213717316,197966185,178858083,134149148,184698726,204831022,155507596,135139287,158243649,183223759,165362931
KS,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,19222464,18926605,19694474,20449718,17404155,12759323,13958103,12577525,12369940,12177896,14292554,14286655
KS,Commercial Total Customers,85018,89643,86003,87007,86592,87397,88030,86640,85634,85686,85376,84703,84715,84446,84874,84673,84969,85654,86066,85947,86232,86199,85969
KS,Commercial Sales Customers,81644,84980,80974,79979,79710,80297,80941,79667,80183,80246,79491,78696,78630,78310,78559,78230,78441,79018,79460,79335,79391,79136,78804
