,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in New York, Annual (Dollars per Thousand Cubic Feet)",4.67,4.71,3.9,5.73,6.36,8.22,9.22,9.02,10.07,7.35,6.86,6.04,5.35,5.02,5.47,4.15,3.57,4.29,4.87,4.25
"New York Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",9.86,11.75,9.85,11.59,12.5,14.89,15.35,15.73,16.78,15.05,14.04,13.71,12.97,12.49,12.54,11.2,10.84,12.04,12.37,12.61
"New York Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",7.77,9.61,6.42,8.6,10.11,11.8,11.91,11.82,12.86,10.72,10.88,9.32,7.84,8.0,8.31,6.86,6.19,6.87,7.36,7.21
"Electricity price in the residential sector, New York (Dollars per million Btu)",40.95,41.14,39.71,41.94,42.62,46.08,49.51,50.11,53.66,51.29,54.93,53.52,51.63,55.08,58.83,54.33,51.51,52.84,54.28,52.58
"Electricity price in the commercial sector, New York (Dollars per million Btu)",35.46,35.88,34.55,37.89,38.04,42.08,45.46,46.65,49.22,45.36,47.79,46.33,44.13,45.0,47.25,44.86,42.35,43.23,42.5,41.2
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),6.933536459301244,6.80135577998441,5.543244174862537,7.961367880434784,8.607116056493108,10.762021539737898,11.694503120689827,11.121566382436917,11.959943647969375,8.757483979213758,8.042056805884187,6.865212183725096,5.957434469000722,5.509195284865551,5.90761848636546,4.47658648450224,3.8027591508510232,4.474052648325827,4.958264410478611,4.25
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),14.639115522207767,16.967288835417584,14.00024490317846,16.10336016304348,16.916501683359094,19.49470811760308,19.46969879637623,19.394926740103404,19.929280477946985,17.931991005056744,16.459253287844604,15.583122357428987,14.442602815502687,13.707141256567876,13.543242380077308,12.081390030463876,11.546753275973415,12.556548691338683,12.594195227437455,12.61
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),11.536098134640401,13.877076230498975,9.125032718619869,11.948998913043479,13.682066561500836,15.449130677482627,15.1064568511297,14.57393732155259,15.273572523623253,12.77282017104374,12.754748986591832,10.593340654357268,8.730146960180496,8.779594079467014,8.974828084405297,7.399851393659125,6.593579592091832,7.164741653612688,7.493393441708948,7.21
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),60.798355033915634,59.40717129268761,56.4415964573824,58.272210978260865,57.678504139581165,60.33016454393215,62.79770602010339,61.78510991395941,63.730941027809,61.1117487474658,64.39507002146041,60.83214504519324,57.49202647373968,60.447505237130386,63.53659882136746,58.60552860313414,54.868382033707626,55.10697947261928,55.26377663260349,52.58
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),52.647366776621446,51.811601992747484,49.107458010641196,52.64506614130435,51.48029792279839,55.09317109393804,57.66074966014745,57.51896582490933,58.45763916117703,54.046186843147765,56.02476599900952,52.65981464767942,49.140482825607826,49.38521669700195,51.03015968569799,48.390281854161564,45.111162475781754,45.08468437928333,43.27027462943346,41.2
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
