,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Nebraska (million metric tons CO2)",8.805922,9.244529,9.084941,9.847978,11.675104,10.856287,10.330161,10.948392,13.112025,12.336678,13.51375,14.479911,13.431255,15.775903,15.235043,17.062203,17.006402,18.372286,19.480232,18.901566,19.71737,21.598275,20.80566,21.727958,21.384527,21.866891,21.710022,20.70592,22.407354,23.834685,24.303779,27.243444,26.021191,27.965647,26.396549,25.420543,22.951976,22.315335,25.206727,,
"Total carbon dioxide emissions from all sectors, natural gas, Nebraska (million metric tons CO2)",8.462061,7.177506,7.195068,6.736287,6.998705,6.571917,5.51784,5.716219,6.36176,6.296447,5.792409,6.046179,5.551107,6.524962,6.624549,7.093199,7.101263,7.010961,6.957055,6.439435,6.770084,6.582104,6.429142,6.353854,6.156961,6.374334,6.97398,8.145472,9.172861,8.777483,8.999472,9.214192,8.583189,9.530038,9.555293,9.039636,9.178856,9.360682,10.457469,,
"Total carbon dioxide emissions from all sectors, petroleum, Nebraska (million metric tons CO2)",13.033634,12.09415,12.63786,13.40881,12.907211,13.111101,13.070942,13.508297,14.593277,13.957606,13.751185,13.387016,13.818074,13.800923,14.196197,14.463617,15.668213,15.714746,16.698061,16.59687,15.267049,14.878433,15.352965,15.625814,15.99469,15.689371,15.804706,15.954371,15.261435,14.928012,16.769139,16.080685,16.188505,16.285267,16.5235,16.489933,16.654353,16.600733,17.137083,,
"Residential carbon dioxide emissions, all fuels, Nebraska (million metric tons CO2)",3.075928,2.805259,3.225974,3.051101,2.877702,2.865273,2.598283,2.453355,2.695865,2.793739,2.508556,2.745482,2.544268,2.879031,2.671413,2.688955,3.078467,2.88669,2.638127,2.633303,2.771427,2.98321,2.892084,2.762196,2.520715,2.517102,2.349474,2.548657,2.880733,2.688844,2.669669,2.623206,2.058071,2.717752,2.769633,2.337834,2.204332,2.2063,2.793776,,
"Commercial carbon dioxide emissions, all fuels, Nebraska (million metric tons CO2)",2.461126,2.372571,2.539935,2.562958,2.816582,2.50955,2.144682,2.037165,2.329761,2.170442,2.129181,2.277953,1.994685,1.978368,2.228643,2.198037,2.322924,2.072133,1.67884,1.598884,1.764965,1.732975,1.645395,1.721853,1.816851,1.621567,1.676917,1.787356,2.082015,1.865309,1.858949,1.866502,1.578173,1.982153,1.99984,1.964735,1.822135,1.924801,2.341152,,
"Industrial carbon dioxide emissions, all fuels, Nebraska (million metric tons CO2)",5.860918,5.302021,5.105951,4.914336,5.056348,4.963877,4.512398,4.960555,5.181979,5.133418,4.704165,4.658527,4.784863,5.487431,5.726764,5.679351,5.210356,5.59558,6.391171,5.595863,5.897953,6.103222,6.067662,5.963743,6.187817,6.073806,6.800562,7.54036,7.714176,7.435557,8.000811,8.625008,9.196431,9.347319,9.243402,9.228918,9.555423,9.578397,9.283212,,
"Transportation carbon dioxide emissions, all fuels, Nebraska (million metric tons CO2)",9.891062,9.205424,9.444379,10.009713,9.751151,9.731987,9.790934,10.191004,11.125467,10.482335,10.428379,10.156534,10.516934,10.519902,10.774802,11.438866,12.525185,12.724573,13.328458,13.663367,12.041504,11.347459,11.662293,11.987154,12.136084,12.143788,12.302463,12.377784,12.079373,12.208169,14.210838,13.727222,13.294326,13.399392,13.873896,13.756262,13.811765,13.893365,14.584087,,
"Electric power carbon dioxide emissions, natural gas, Nebraska (million metric tons CO2)",0.597312,0.227931,0.080911,0.079638,0.075181,0.065207,0.088233,0.090356,0.103514,0.133066,0.191694,0.1866,0.098792,0.098845,0.161504,0.163468,0.123887,0.143943,0.271597,0.24544,0.29733,0.232547,0.256264,0.242893,0.174875,0.426947,0.415381,0.587974,0.385881,0.176466,0.210157,0.226074,0.417291,0.250587,0.230266,0.239604,0.327413,0.348582,0.517037,,
"Residential carbon dioxide emissions, natural gas, Nebraska (million metric tons CO2)",2.543855,2.281171,2.674268,2.462095,2.490639,2.432436,2.2296,2.031699,2.269976,2.347333,2.166198,2.334599,2.151129,2.495573,2.319637,2.341125,2.617232,2.49361,2.169275,2.150387,2.265732,2.517486,2.344574,2.255068,2.067777,2.03398,1.928185,2.084968,2.272576,2.156011,2.137812,2.130544,1.691234,2.266846,2.330408,1.943731,1.856559,1.917574,2.383465,,
"Commercial carbon dioxide emissions, natural gas, Nebraska (million metric tons CO2)",2.254749,2.109958,2.239204,2.035678,2.181637,2.053558,1.916195,1.787797,2.055309,1.956836,1.904681,2.10566,1.791511,1.79687,2.034882,2.080776,2.181478,1.792095,1.538219,1.461552,1.540713,1.499381,1.507817,1.516306,1.599499,1.468078,1.508719,1.624224,1.867807,1.707364,1.704286,1.72275,1.432689,1.771191,1.791883,1.652185,1.515086,1.633243,1.988086,,
"Industrial carbon dioxide emissions, natural gas, Nebraska (million metric tons CO2)",2.701221,2.239893,1.930148,1.947127,2.010954,1.731345,1.077687,1.572918,1.687839,1.602046,1.345252,1.295538,1.376025,2.002146,1.935772,2.329294,1.93243,2.353753,2.824684,2.425432,2.4969,2.167365,2.178454,2.05255,2.098179,2.206574,2.878324,3.556601,4.112688,4.36285,4.55518,4.635561,4.629035,4.856754,4.807305,4.805236,5.118377,5.043089,5.038739,,
