,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Michigan, Annual (Dollars per Thousand Cubic Feet)",3.23,4.08,4.1,5.32,6.34,8.44,8.34,8.06,9.22,7.24,7.07,6.18,5.5,4.91,5.54,4.23,3.57,3.57,3.48,3.17
"Michigan Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",5.11,5.77,6.32,7.31,8.52,10.55,11.97,11.06,11.93,11.27,11.32,10.47,9.95,9.09,9.33,8.81,8.21,8.38,8.19,8.08
"Michigan Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",4.8,5.44,5.97,6.93,7.98,9.38,10.75,10.02,10.66,9.38,8.95,9.14,8.35,7.82,8.28,7.51,6.9,7.02,6.91,6.81
"Electricity price in the residential sector, Michigan (Dollars per million Btu)",24.98,24.2,24.28,24.49,24.42,24.63,28.63,29.93,31.49,34.01,36.51,38.91,41.43,42.76,42.38,42.27,44.61,45.13,45.27,46.14
"Electricity price in the commercial sector, Michigan (Dollars per million Btu)",23.36,22.3,23.03,22.12,22.19,22.98,24.94,25.72,26.89,27.09,28.76,30.28,32.05,32.43,31.86,30.93,31.17,32.25,32.67,33.39
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),2.1755276096896967,2.825436666106011,2.8845923967252483,3.8289400085271836,4.684774753278858,6.4464468635220395,6.575294324729223,6.536956890785558,7.763029888168729,6.076402780331152,6.030820369798125,5.4371516860744835,4.939206659026103,4.474010944522458,5.1296135777792555,3.921403073697552,3.351487563220459,3.4231380816966746,3.4180508736451363,3.17
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),3.4417789738434523,3.995776853782275,4.446493645683798,5.261193883897314,6.2956279018826296,8.05805857940255,9.437203005636547,8.970067396040728,10.044788130786651,9.4587098528083,9.656136716565031,9.211485138058228,8.935473864965402,8.282843072445855,8.638861855718494,8.16727212276015,7.707482603372541,8.035265301013483,8.044205935388984,8.08
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),3.2329822063500138,3.767248888141348,4.200247953280423,4.987698169002515,5.896609232044999,7.164416063961699,8.475349399381193,8.126589087552269,8.97547707243803,7.872466585567156,7.634489718485603,8.041353788142523,7.498613745975992,7.125614172335158,7.666642675814483,6.962112785689978,6.47766503815719,6.731212698462368,6.786991820944797,6.81
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),16.824978232213198,16.75871748033467,17.08241546158269,17.62607909940427,18.04451095821289,18.81232064556254,22.572023563189166,24.274332474095747,26.51386238377801,28.543985988820783,31.143599957755235,34.23294047009032,37.20569670608208,38.963076983254645,39.24061794698283,39.18621936765851,41.879512659738005,43.273451436126315,44.46412731319406,46.14
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),15.733846737570067,15.442950405432365,16.202966560142066,15.920329509139343,16.396711636476006,17.552055559684415,19.662810606564367,20.85986739838766,22.64076721180663,22.736153497123055,24.53272897247441,26.64028366575006,28.78210425850665,29.550341126448743,29.49990768737312,28.67352176583103,29.26214771584922,30.923306200201054,32.08842587413408,33.39
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
