State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AR,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,2698,52448,0,6490,2412,703,0,0,666064,654283,2297457,2433679,2430392,2085645,2061131,1950416,2248511,2142319
AR,Residential Total Volume (Mcf),42427512,38190029,36244801,42360524,37202479,39129652,37994338,34760330,33605318,31494630,32730670,35718378,33252055,36239692,33736721,26191050,34988693,38126643,33048937,27129530,25703534,34978731,33718397
AR,Residential Sales Volume (Mcf),42427512,38190029,36244801,42360524,37202479,39129652,37994338,34760330,33605318,31494630,32730670,35718378,33252055,36239692,33736721,26191050,34988693,38126643,33048937,27129530,25703534,34978731,33718397
AR,Residential Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Residential Sales Price (Dollars),6.45,5.91,6.04,6.79,8.93,8.11,9.19,10.36,12.85,14.85,13.71,14.02,13.04,12.14,12.3,11.69,10.77,11.77,11.32,11.14,11.66,10.91,11.41
AR,Residential Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
AR,Residential Sales Revenue (Dollars),283015979,261662796,261571912,314859152,373190028,350070696,392531661,407872637,458814707,445533938,428190956,503229929,445136433,417776295,386632744,309468631,366148854,395995199,382628603,302917923,333278371,411795130,372698114
AR,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Residential Total Customers,544460,550017,554121,560055,552716,553192,553211,554844,555861,555905,557966,556746,557355,549970,551795,549959,549764,549034,550914,552584,553791,554502,557263
AR,Residential Sales Customers,544460,550017,554121,560055,552716,553192,553211,554844,555861,555905,557966,556746,557355,549970,551795,549959,549764,549034,550914,552584,553791,554502,557263
AR,Residential Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Commercial Total Volume (Mcf),29440967,28061746,27897821,33180144,32031054,32927664,31745913,29820855,31520527,31286257,32187279,36923566,36373389,40232040,39985637,41435070,47636302,50673420,47650547,45809601,47496254,55452624,55099970
AR,Commercial Sales Volume (Mcf),27742149,25485817,24914660,29826026,27867371,26591378,25994635,23947176,23347972,22443038,22652929,23811838,21597588,22370106,20583569,16663065,20839475,23069860,20235433,17272756,17079747,22236827,21617325
AR,Commercial Transported Volume (Mcf),1698818,2575929,2983161,3354118,4163683,6336286,5751278,5873679,8172555,8843219,9534350,13111728,14775801,17861934,19402068,24772005,26796827,27603560,27415114,28536845,30416507,33215797,33482645
AR,Commercial Sales Price (Dollars),5.75,4.99,5.28,6.05,8.14,7.83,8.46,9.4,11.24,13.34,12.23,13.04,11.79,10.93,10.33,10.56,9.44,10.21,10.32,9.31,10.94,9.7,10.39
AR,Commercial Transported Price (Dollars),,,,,,,,,,,,0.82,0.86,0.9,0.92,0.94,0.99,1.09,1.16,1.16,1.23,1.23,1.2
AR,Commercial Sales Revenue (Dollars),145072794,131399730,133930202,161343830,217488719,187356255,199315242,212065986,238167265,240551928,228070424,269518313,231427897,198853608,183285906,133098524,159978125,181772481,170538052,123396372,142425088,176743061,165997283
AR,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,5547976,6884781,8986643,10721926,11915446,13661972,15018480,15981354,17231796,19386616,22076533,21839143
AR,Commercial Total Customers,68413,69974,71389,72933,71875,71530,71016,70655,69990,69475,69495,69144,69043,67987,67815,68765,68791,69011,69265,69329,69445,69528,69425
AR,Commercial Sales Customers,68397,69945,71353,72901,71848,71494,70928,70523,69856,69318,69319,68943,68794,67676,67454,68151,68127,68291,68438,68450,68552,68568,68501
AR,Commercial Transported Customers,16,29,36,32,27,36,88,132,134,157,176,201,249,311,361,614,664,720,827,879,893,960,924
AR,Industrial Total Volume (Mcf),144937870,140902124,137325681,130429175,122311052,118432057,111164626,100588174,88822177,87532129,85773147,85139896,77584837,83061056,85437200,81597423,87077168,88796679,85287161,87876475,100255640,106691842,105279892
AR,Industrial Sales Volume (Mcf),15558987,13395422,13889474,10835529,7334778,5888281,5949384,5975613,4645664,4185027,3560247,3298475,2832787,2338582,1766431,1507664,1482404,1617463,1450280,1277599,1417076,1594909,1690522
AR,Industrial Transported Volume (Mcf),129378883,127506702,123436207,119593646,114976274,112543776,105215242,94612561,84176513,83347102,82212900,81841421,74752050,80722474,83670769,80089759,85594764,87179216,83836881,86598876,98838564,105096933,103589370
AR,Industrial Sales Price (Dollars),4.45,4.24,4.3,5.34,6.56,6.46,8.02,9.15,11.51,11.32,10.4,11.48,9.22,8.72,9.86,8.85,8.49,8.87,8.3,7.97,8.45,8.59,8.42
AR,Industrial Transported Price (Dollars),,,,,,,,,,,,0.6,0.63,0.7,0.71,0.72,0.75,0.81,0.98,0.98,1.06,0.95,1.21
AR,Industrial Sales Revenue (Dollars),57792410,46581879,47950446,56648185,46805093,33235241,41313593,48002633,43846434,39812515,33850777,34844519,23921568,17018791,13138785,9621793,9995811,11313389,10015013,7381355,9425667,10814678,10571041
AR,Industrial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,35162429,34685216,13120599,13599004,13537335,14276782,15292482,15010312,14106615,14973239,15507286,19304035
AR,Industrial Total Customers,1336,1299,1393,1414,1122,1407,1269,1223,1120,1120,1055,1104,1025,1079,1133,990,1020,1009,1023,1008,947,976,965
AR,Industrial Sales Customers,1032,997,1070,1064,783,910,822,782,671,700,637,648,582,580,554,523,513,531,538,526,468,483,480
AR,Industrial Transported Customers,304,302,323,350,339,497,447,441,449,420,418,456,443,499,579,467,507,478,485,482,479,493,485
AR,Electric Total Volume (Mcf),24107969,46453840,46010705,47630912,22280587,29115071,55624781,39135257,49830286,69613314,65008168,65366809,83809021,97116324,104437887,132580442,94402257,72338991,110633445,137837448,131631340,154444754,161176607
AR,Electric Sales Volume (Mcf),864271,424,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Electric Transported Volume (Mcf),23243698,46453416,46010422,47630912,22280587,29115071,55624781,39135257,49830286,69613314,65008168,65366809,83809021,97116324,104437887,132580442,94402257,72338991,110633445,137837448,131631340,154444754,161176607
AR,Electric Sales Price (Dollars),305.27,8.71,7.05,,,,,,,,,,,,,,,,,,,,
AR,Electric Transported Price (Dollars),,,,,,,,,,,,1.22,0.18,0.05,0.11,1.44,64440.75,21.21,1.76,,,,
AR,Electric Sales Revenue (Dollars),2482757,3695,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Electric Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,15108030,14367720,42717,236502,139323,257763,135246,108201220,86090,24478,0,0
AR,Electric Total Customers,9,7,6,5,7,6,10,12,15,15,17,19,19,19,21,23,22,19,17,17,16,16,16
AR,Electric Sales Customers,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Electric Transported Customers,5,6,5,5,7,6,10,12,15,15,17,19,19,19,21,23,22,19,17,17,16,16,16
AR,Vehicle Fuel Total Volume (Mcf),2009,807,570,425,134,114,60,90,101,87,136,0,0,0,0,9659,14985,18018,26732,44406,43484,47152,55668
AR,Vehicle Fuel Sales Volume (Mcf),2009,807,570,425,134,114,60,90,101,87,136,0,0,0,0,9659,14985,18018,22869,44406,43484,47152,55668
AR,Vehicle Fuel Transported Volume (Mcf),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,0,0,0,0
AR,Vehicle Fuel Sales Price (Dollars),5.22,5.35,5.03,6.12,7.75,4.43,5.28,6.86,10.16,8.51,8.39,,,,,10.48,9.68,12.04,9.43,8.22,8.99,9.68,8.95
AR,Vehicle Fuel Transported Price (Dollars),,,,,,,,,,,,,,,,,,,,,,,
AR,Vehicle Fuel Sales Revenue (Dollars),10461,4317,2867,2600,1038,505,317,617,1026,740,1141,0,0,0,0,87287,142594,196967,235565,399012,426688,436342,494534
AR,Vehicle Fuel Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Vehicle Fuel Total Customers,4,3,3,3,3,2,2,2,2,2,2,0,0,0,0,49,4,11,12,12,12,14,5
AR,Vehicle Fuel Sales Customers,4,3,3,3,3,2,2,2,2,2,2,0,0,0,0,49,4,11,9,12,12,14,5
AR,Vehicle Fuel Transported Customers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
