State,Metric,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PA,"Losses from leaks, etc. within State (Mcf)",0,0,0,0,0,2542167,6364946,4513322,3976467,3048937,6163592,4440508,5684689,8398547,5213461,5309901,8195002,6798516,5995471,6153154,7429656,5195062,7196491
PA,Residential Total Volume (Mcf),262494358,217928733,241467506,262788054,238848706,239122796,265020389,247787613,245098911,205812866,231304778,229254436,227713856,223642196,219446253,197312692,231860507,254816254,235668867,215511793,218733725,252721944,236630772
PA,Residential Sales Volume (Mcf),257432274,201311560,214213283,231058771,213139272,212572033,239980608,225070905,225435805,188954638,212816165,210512671,207072021,204053194,200071903,174890771,202315022,219773103,203656581,188718846,191865226,220033540,204143293
PA,Residential Transported Volume (Mcf),5062084,16617173,27254223,31729283,25709434,26550763,25039781,22716708,19663106,16858228,18488613,18741765,20641835,19589002,19374350,22421921,29545485,35043151,32012286,26792947,26868499,32688404,32487479
PA,Residential Sales Price (Dollars),7.12,7.52,7.41,7.48,9.29,8.73,9.16,10.48,11.86,14.18,12.44,13.17,12.67,11.04,11.18,10.44,9.8,10.03,9.59,9.52,10.12,9.95,10.12
PA,Residential Transported Price (Dollars),,,,,,,,,,,,5.55,5.59,5.27,4.79,5.32,5.52,5.74,6.3,6.66,7.09,7.39,7.85
PA,Residential Sales Revenue (Dollars),2144340861,1701154100,1778122832,1960858249,2454259321,2013684582,2615395396,2778737850,3213575301,3114721342,3099169507,3398636361,3015843780,2615289726,2492010415,2097493953,2353432286,2586922288,2247931909,1920941653,2186333199,2475827262,2387648530
PA,Residential Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,113195046,125793764,112851890,100562341,130097714,170655632,200539992,198631770,180648480,166232862,213103924,228966079
PA,Residential Total Customers,2452524,2493639,2486704,2519794,2542724,2559024,2572584,2591458,2600574,2605782,2620755,2631340,2635886,2646211,2667392,2678547,2693190,2709812,2736015,2758101,2767411,2801376,2821188
PA,Residential Sales Customers,2332168,2287814,2236487,2286395,2287234,2320717,2348851,2397548,2422117,2415873,2439872,2450294,2426534,2443732,2442526,2380957,2370808,2366957,2388112,2431078,2434083,2449664,2444554
PA,Residential Transported Customers,120356,205825,250217,233399,255490,238307,223733,193910,178457,189909,180883,181046,209352,202479,224866,297590,322382,342855,347903,327023,333328,351712,376634
PA,Commercial Total Volume (Mcf),144083852,130989307,143255849,145319301,136468429,136201996,149458002,142607642,144970500,130328290,145852218,144602578,144091983,141698608,141172505,126936430,149114463,159635618,152090952,142723725,145911942,165118531,161623613
PA,Commercial Sales Volume (Mcf),91619786,74468243,81504193,87922722,85991989,83153786,92867980,90061904,89822992,77994256,85345813,81986893,76986929,71184838,68453305,53475893,59964588,66142838,61133292,53413113,54616737,61246148,58783381
PA,Commercial Transported Volume (Mcf),52464066,56521064,61751656,57396579,50476440,53048210,56590022,52545738,55147508,52334034,60506405,62615685,67105054,70513770,72719200,73460537,89149875,93492780,90957660,89310612,91295205,103872383,102840232
PA,Commercial Sales Price (Dollars),10.62,7.55,7.38,7.66,9.6,8.01,8.8,9.93,11.7,13.71,12.07,12.9,11.71,9.92,9.59,9.21,8.98,9.28,8.83,8.15,8.7,8.79,8.79
PA,Commercial Transported Price (Dollars),,,,,,,,,,,,2.05,2.17,2.22,2.38,2.66,2.62,2.68,2.73,2.81,3.01,2.99,3.15
PA,Commercial Sales Revenue (Dollars),673830116,553221831,594531774,678670436,917305418,707622532,934376226,1025976810,1209504829,1207654476,1159306570,1221594434,1001669113,803941382,713551489,547327531,606468386,670087077,569914339,435156262,500371519,573875159,557754027
PA,Commercial Transported Revenue (Dollars),0,0,0,0,0,0,0,0,0,0,0,139379438,155973393,168165434,185945341,204301424,244032994,269644286,264636956,269028064,287568779,328049166,338085651
PA,Commercial Total Customers,215057,216518,223732,228037,225911,226957,227708,231051,233132,231540,234597,233462,233334,233751,233588,235049,237922,239681,241762,238479,241719,242200,245481
