,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Total carbon dioxide emissions from all sectors, coal, Connecticut (million metric tons CO2)",0.034048,0.084826,0.071451,0.066541,0.139489,2.00405,1.993624,2.011497,2.175033,2.236299,3.664681,3.675472,3.732749,3.540787,3.662633,3.877506,3.909928,4.275742,3.098443,1.450613,3.454832,3.812332,3.267616,4.004764,4.210086,4.019904,4.36531,3.81348,4.316335,2.508819,2.74246,0.580854,0.887376,0.733494,0.868941,0.624315,0.223516,0.239467,0.384275,,
"Total carbon dioxide emissions from all sectors, natural gas, Connecticut (million metric tons CO2)",3.935744,4.178159,4.263581,4.063398,4.429754,4.274351,4.311862,5.023883,4.825451,5.411992,5.780842,6.145766,6.694372,6.679251,7.131081,7.689874,7.382835,7.885441,7.158671,8.27164,8.686278,7.92396,9.638858,8.346344,8.810431,9.095398,9.335957,9.741363,9.009181,10.004949,10.813638,12.522222,12.535168,12.739012,12.851757,13.843758,13.510986,13.080272,15.173623,,
"Total carbon dioxide emissions from all sectors, petroleum, Connecticut (million metric tons CO2)",36.982463,31.829298,31.72742,31.30954,34.048719,32.108964,33.721308,33.14042,35.752136,36.609872,31.455936,30.247427,29.951231,28.150581,26.858307,25.387128,28.481813,30.622902,30.183158,31.911993,30.821201,29.98148,27.177686,30.440683,31.622866,30.992103,27.34562,26.690063,24.338728,23.411244,22.699643,21.756537,20.706713,21.407839,21.426213,22.01024,20.531992,20.451513,21.601639,,
"Residential carbon dioxide emissions, all fuels, Connecticut (million metric tons CO2)",7.689749,7.535383,7.243261,5.862693,6.839488,6.818273,7.71583,7.957941,8.879318,9.251915,8.08278,7.829218,9.283049,8.863689,8.47212,7.783814,8.258931,8.010291,6.968787,7.871023,8.60829,8.341462,8.079271,9.622951,10.101548,9.212632,7.95319,8.205822,8.036714,8.04868,7.517363,7.165649,6.604845,7.190324,7.473959,7.667826,6.262787,6.498549,7.453266,,
"Commercial carbon dioxide emissions, all fuels, Connecticut (million metric tons CO2)",3.100313,3.112172,3.123585,3.514748,4.176991,4.065969,4.020275,3.914126,3.832164,4.306228,3.809858,3.63069,4.286268,3.811025,4.147012,3.811319,4.102326,4.268949,4.003777,4.259478,4.511049,4.281812,4.098261,4.926948,3.906722,3.724782,3.303065,3.335311,3.354955,3.270019,3.342832,3.575423,3.230886,3.554214,3.798489,4.337705,3.908143,3.923584,4.330905,,
"Industrial carbon dioxide emissions, all fuels, Connecticut (million metric tons CO2)",6.316779,3.50957,3.834812,2.952699,3.401335,3.072533,3.020705,3.323639,3.301547,3.102589,3.020423,3.157696,3.41778,3.487209,3.066459,2.829869,2.961877,2.828038,2.677525,2.723568,2.837109,2.600759,2.462551,2.964375,2.750211,2.909402,2.816464,2.470444,1.903503,2.0572,1.970756,2.071928,1.970344,2.198456,2.101959,1.926135,1.83542,1.848363,1.871008,,
"Transportation carbon dioxide emissions, all fuels, Connecticut (million metric tons CO2)",13.159062,12.869938,13.223718,13.337215,13.858338,13.970042,14.216715,14.850115,15.410383,15.540083,14.630429,14.524542,14.615176,14.639013,14.559069,14.299676,15.098464,15.134893,15.365206,16.607504,16.095991,16.826014,16.762631,17.333352,19.160497,18.243864,17.44523,17.357578,16.394919,15.971241,15.712199,15.462705,15.095223,15.145586,15.062631,15.098318,15.271236,15.250492,15.545506,,
"Electric power carbon dioxide emissions, natural gas, Connecticut (million metric tons CO2)",0,0,0,0,0.121553,0.085262,0.040694,0.40201,0.068921,0.377074,0.693663,0.828586,0.73823,0.632489,0.999959,1.567665,0.972423,1.323552,1.111431,1.697283,1.847911,1.7297,3.524183,2.2756,3.168916,3.428416,4.07194,3.952722,3.191624,3.805224,4.59614,5.863504,6.236334,5.83618,5.462927,6.535573,6.697927,5.924042,7.420293,,
"Residential carbon dioxide emissions, natural gas, Connecticut (million metric tons CO2)",1.737447,1.812999,1.801221,1.687892,1.805094,1.791246,1.918423,1.976573,2.162006,2.232518,2.052975,2.033874,2.311679,2.300166,2.276078,2.23029,2.388558,2.212145,1.923198,2.084119,2.266369,2.226682,2.188588,2.48406,2.40092,2.422037,2.127732,2.35492,2.324678,2.388611,2.324678,2.438007,2.246419,2.531652,2.791577,2.776827,2.511013,2.643018,2.902306,,
"Commercial carbon dioxide emissions, natural gas, Connecticut (million metric tons CO2)",1.092755,1.238236,1.260043,1.215316,1.352786,1.343766,1.350451,1.508719,1.500867,1.689006,1.612392,1.468131,1.627036,1.712404,2.13829,2.069369,2.17145,2.324625,2.30441,2.583329,2.64514,2.408826,2.202648,2.110276,1.929883,1.945164,1.778672,1.953706,2.039392,2.157072,2.211879,2.444161,2.317356,2.510854,2.793062,2.857367,2.740748,2.865803,3.180164,,
"Industrial carbon dioxide emissions, natural gas, Connecticut (million metric tons CO2)",1.101669,1.121671,1.16661,1.148412,1.138596,1.03487,0.967382,1.083205,1.064211,1.08225,1.395178,1.786577,1.983895,2.007452,1.676803,1.757502,1.771138,1.88452,1.769068,1.740524,1.754955,1.390721,1.578595,1.282274,1.115676,1.1135,1.180139,1.23829,1.220356,1.3348,1.312091,1.431522,1.473808,1.620881,1.547079,1.395178,1.323605,1.340158,1.342493,,
