,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
26,Median Number of Rooms,CO,Adams,5.7,5.7,5.8,5.8,5.8,5.9,5.9,5.8,5.8,5.8
27,Number of Rooms: 1,CO,Adams,1152,1364,1529,1208,1538,1732,1793,1905,2118,2044
28,Number of Rooms: 2,CO,Adams,3611,3664,3527,3883,3828,3958,4311,5041,5182,6164
29,Number of Rooms: 3,CO,Adams,15310,15329,14840,14949,14804,14377,14615,15153,15518,15724
30,Number of Rooms: 4,CO,Adams,24779,24811,25374,25175,24955,24618,24860,25541,26430,27282
31,Number of Rooms: 5,CO,Adams,29995,29679,28504,28251,27786,27958,27734,27846,27587,28266
32,Number of Rooms: 6,CO,Adams,27829,27552,27990,27212,27591,27736,27726,27495,27957,27958
33,Number of Rooms: 7,CO,Adams,22483,22816,22829,22960,23032,23106,22188,22316,22221,22333
34,Number of Rooms: 8,CO,Adams,17366,17490,17632,18035,18268,18084,18219,18292,18226,17272
35,Number of Rooms: 9+,CO,Adams,19235,19975,21020,21839,22582,23477,24612,25686,25799,26157
26,Median Number of Rooms,CO,Alamosa,5.1,5.2,5.3,5.3,5.2,5.1,5.0,5.1,5.1,5.1
27,Number of Rooms: 1,CO,Alamosa,7,39,120,207,220,245,298,312,297,317
28,Number of Rooms: 2,CO,Alamosa,178,100,66,48,151,173,164,179,189,145
29,Number of Rooms: 3,CO,Alamosa,802,679,692,573,545,522,545,677,721,834
30,Number of Rooms: 4,CO,Alamosa,1574,1415,1204,1327,1362,1458,1434,1429,1317,1312
31,Number of Rooms: 5,CO,Alamosa,1236,1389,1451,1487,1544,1647,1689,1515,1464,1471
32,Number of Rooms: 6,CO,Alamosa,1073,1247,1231,1109,1200,1164,1124,1101,1173,1157
33,Number of Rooms: 7,CO,Alamosa,639,667,788,772,729,713,691,627,651,588
34,Number of Rooms: 8,CO,Alamosa,583,515,565,560,464,429,474,595,604,579
35,Number of Rooms: 9+,CO,Alamosa,422,472,455,499,412,322,309,432,520,621
26,Median Number of Rooms,CO,Arapahoe,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.9,5.9,5.9
27,Number of Rooms: 1,CO,Arapahoe,1608,1811,1873,1987,2129,2492,2957,3717,3912,4459
28,Number of Rooms: 2,CO,Arapahoe,7381,7758,7835,8959,9561,9364,9029,9116,9213,9745
29,Number of Rooms: 3,CO,Arapahoe,26307,27534,27840,28046,28711,28755,28243,28950,30033,29730
30,Number of Rooms: 4,CO,Arapahoe,32132,32794,34292,35689,36581,37566,37399,36964,36891,37802
31,Number of Rooms: 5,CO,Arapahoe,39478,37980,36922,36976,34264,33496,33904,32450,31878,31935
32,Number of Rooms: 6,CO,Arapahoe,31121,31274,31182,30421,30879,30423,31297,32290,32619,33161
33,Number of Rooms: 7,CO,Arapahoe,31924,31176,30542,29717,28571,27939,27425,28008,28137,27752
34,Number of Rooms: 8,CO,Arapahoe,23808,24088,24541,24654,25681,26004,25847,25987,26157,25849
35,Number of Rooms: 9+,CO,Arapahoe,40760,42283,43133,42709,44109,45392,46768,48529,49778,50779
26,Median Number of Rooms,CO,Archuleta,5.4,5.4,5.3,5.3,5.1,5.1,5.0,5.2,5.1,5.1
27,Number of Rooms: 1,CO,Archuleta,312,298,480,512,535,455,495,365,407,390
28,Number of Rooms: 2,CO,Archuleta,267,333,349,354,261,316,238,196,248,416
29,Number of Rooms: 3,CO,Archuleta,747,813,586,581,730,637,654,710,836,721
30,Number of Rooms: 4,CO,Archuleta,1180,1180,1354,1275,1645,1891,1869,1773,1711,1726
31,Number of Rooms: 5,CO,Archuleta,1854,1946,1942,2050,1971,2060,2274,2293,2246,2344
32,Number of Rooms: 6,CO,Archuleta,1416,1492,1470,1502,1455,1395,1385,1661,1534,1509
33,Number of Rooms: 7,CO,Archuleta,1175,1135,1139,1214,1064,966,895,823,916,928
34,Number of Rooms: 8,CO,Archuleta,753,697,663,623,576,553,498,545,659,616
35,Number of Rooms: 9+,CO,Archuleta,806,762,759,663,608,606,657,755,671,723
26,Median Number of Rooms,CO,Baca,5.6,5.7,5.6,5.6,5.5,5.5,5.4,5.7,5.7,5.7
27,Number of Rooms: 1,CO,Baca,15,22,20,18,8,17,9,9,26,29
28,Number of Rooms: 2,CO,Baca,50,45,37,32,21,26,36,31,23,25
29,Number of Rooms: 3,CO,Baca,105,84,76,108,131,112,128,142,124,108
30,Number of Rooms: 4,CO,Baca,418,397,452,431,430,452,451,373,396,389
31,Number of Rooms: 5,CO,Baca,492,517,514,490,525,521,551,498,493,477
32,Number of Rooms: 6,CO,Baca,465,393,344,339,366,369,356,429,400,448
33,Number of Rooms: 7,CO,Baca,285,316,320,296,282,252,218,271,268,262
34,Number of Rooms: 8,CO,Baca,180,186,177,184,197,209,225,210,215,190
35,Number of Rooms: 9+,CO,Baca,272,307,313,345,289,276,259,294,309,330
26,Median Number of Rooms,CO,Bent,5.5,5.5,5.6,5.4,5.7,5.5,5.5,5.4,5.5,5.4
27,Number of Rooms: 1,CO,Bent,20,19,48,22,21,8,16,8,9,7
28,Number of Rooms: 2,CO,Bent,45,35,35,49,28,0,7,7,16,24
29,Number of Rooms: 3,CO,Bent,197,118,80,78,84,100,94,78,91,106
30,Number of Rooms: 4,CO,Bent,340,356,385,431,382,449,503,494,423,407
31,Number of Rooms: 5,CO,Bent,533,606,545,567,490,506,479,615,578,661
32,Number of Rooms: 6,CO,Bent,402,343,366,362,394,319,337,356,370,423
33,Number of Rooms: 7,CO,Bent,294,257,306,287,265,234,266,238,250,212
34,Number of Rooms: 8,CO,Bent,259,255,261,222,303,251,286,263,299,191
35,Number of Rooms: 9+,CO,Bent,187,264,229,201,212,213,205,193,222,239
26,Median Number of Rooms,CO,Boulder,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
27,Number of Rooms: 1,CO,Boulder,2035,2267,2281,2446,2390,2892,2991,2885,3243,3307
28,Number of Rooms: 2,CO,Boulder,5744,5719,5259,5353,5331,5967,6365,6473,6315,6487
29,Number of Rooms: 3,CO,Boulder,12598,12812,12893,12571,12989,12508,12726,12611,13168,13163
30,Number of Rooms: 4,CO,Boulder,19061,18934,19771,19723,19626,20118,20150,20281,20828,21081
31,Number of Rooms: 5,CO,Boulder,18234,18243,17453,18024,18334,17594,18062,18620,18261,17985
32,Number of Rooms: 6,CO,Boulder,17325,16973,18064,18112,18030,18331,18305,18937,19029,19142
33,Number of Rooms: 7,CO,Boulder,14586,14965,14192,14634,14664,15065,14664,14896,15145,15433
34,Number of Rooms: 8,CO,Boulder,13029,13026,13321,13298,13459,13307,13325,13021,13218,13542
35,Number of Rooms: 9+,CO,Boulder,23156,23505,23871,23543,23777,23957,24454,25077,25119,25956
26,Median Number of Rooms,CO,Broomfield,6.4,6.3,6.4,6.3,6.3,6.3,6.3,6.2,6.1,6.1
27,Number of Rooms: 1,CO,Broomfield,108,274,321,287,312,306,216,263,305,430
28,Number of Rooms: 2,CO,Broomfield,637,666,764,808,923,1006,1236,1478,1661,1512
29,Number of Rooms: 3,CO,Broomfield,1825,1835,1738,1962,1820,2057,2368,2674,2935,3012
30,Number of Rooms: 4,CO,Broomfield,2431,3058,2804,2921,2804,2953,2853,3199,3084,3383
31,Number of Rooms: 5,CO,Broomfield,2539,2573,2665,2915,3250,3160,3348,3282,3506,3342
32,Number of Rooms: 6,CO,Broomfield,3397,3174,3354,3455,3495,3535,3599,3892,4055,4147
33,Number of Rooms: 7,CO,Broomfield,3099,2846,2894,2979,2913,2870,3028,3383,3311,3399
34,Number of Rooms: 8,CO,Broomfield,2625,2551,2724,2825,2856,3311,3330,3220,2969,3207
35,Number of Rooms: 9+,CO,Broomfield,4733,5100,5288,5059,5524,5512,5565,5518,5821,5942
26,Median Number of Rooms,CO,Chaffee,5.2,5.3,5.4,5.3,5.4,5.5,5.5,5.4,5.4,5.4
27,Number of Rooms: 1,CO,Chaffee,344,222,234,146,191,154,157,152,313,269
28,Number of Rooms: 2,CO,Chaffee,459,436,369,404,289,267,248,284,239,387
29,Number of Rooms: 3,CO,Chaffee,785,829,706,725,792,719,696,737,769,670
30,Number of Rooms: 4,CO,Chaffee,1514,1527,1564,1667,1660,1828,1819,1965,2005,2211
31,Number of Rooms: 5,CO,Chaffee,2746,2526,2451,2518,2400,2149,2326,2422,2344,2327
32,Number of Rooms: 6,CO,Chaffee,1877,1991,2112,1932,1898,2018,2085,1832,1936,1974
33,Number of Rooms: 7,CO,Chaffee,1047,1265,1243,1259,1378,1519,1424,1570,1535,1381
34,Number of Rooms: 8,CO,Chaffee,528,511,588,619,678,669,650,729,686,738
35,Number of Rooms: 9+,CO,Chaffee,542,632,771,829,884,937,943,939,1048,1107
26,Median Number of Rooms,CO,Cheyenne,5.7,5.8,5.8,5.8,6.1,6.0,6.2,6.1,6.2,6.3
27,Number of Rooms: 1,CO,Cheyenne,4,7,6,9,7,7,9,10,9,4
28,Number of Rooms: 2,CO,Cheyenne,0,1,1,1,7,9,5,14,10,7
29,Number of Rooms: 3,CO,Cheyenne,72,67,62,54,35,38,34,31,31,37
30,Number of Rooms: 4,CO,Cheyenne,236,186,194,154,129,114,111,109,98,98
31,Number of Rooms: 5,CO,Cheyenne,235,267,226,256,200,197,186,212,189,215
32,Number of Rooms: 6,CO,Cheyenne,132,156,165,153,161,155,157,141,182,170
33,Number of Rooms: 7,CO,Cheyenne,172,166,155,137,121,133,156,139,125,170
34,Number of Rooms: 8,CO,Cheyenne,124,114,134,153,132,114,119,103,94,90
35,Number of Rooms: 9+,CO,Cheyenne,160,180,149,130,149,132,147,162,193,198
26,Median Number of Rooms,CO,Clear Creek,5.2,5.2,5.2,5.3,5.4,5.6,5.6,5.7,5.6,5.3
27,Number of Rooms: 1,CO,Clear Creek,71,108,92,95,110,124,131,106,85,136
28,Number of Rooms: 2,CO,Clear Creek,259,231,296,339,289,297,334,289,174,218
29,Number of Rooms: 3,CO,Clear Creek,604,551,492,537,580,557,698,622,667,809
30,Number of Rooms: 4,CO,Clear Creek,1032,1066,1115,1025,1034,986,944,951,988,967
31,Number of Rooms: 5,CO,Clear Creek,1143,1243,1149,1048,901,769,632,766,929,966
32,Number of Rooms: 6,CO,Clear Creek,887,839,870,954,1085,981,954,957,848,739
33,Number of Rooms: 7,CO,Clear Creek,694,578,636,575,645,648,653,694,701,527
34,Number of Rooms: 8,CO,Clear Creek,523,569,537,520,480,536,521,445,495,491
35,Number of Rooms: 9+,CO,Clear Creek,419,479,492,579,569,786,813,926,884,940
26,Median Number of Rooms,CO,Conejos,5.4,5.4,5.4,5.3,5.3,5.3,5.2,5.2,5.2,5.3
27,Number of Rooms: 1,CO,Conejos,22,40,43,38,75,76,65,80,117,75
28,Number of Rooms: 2,CO,Conejos,67,63,54,66,76,71,70,93,128,151
29,Number of Rooms: 3,CO,Conejos,268,258,259,306,253,223,273,273,289,383
30,Number of Rooms: 4,CO,Conejos,751,771,763,803,841,848,848,896,768,766
31,Number of Rooms: 5,CO,Conejos,1157,1122,1115,1144,1194,1235,1282,1265,1203,1054
32,Number of Rooms: 6,CO,Conejos,885,906,942,905,775,795,796,776,790,888
33,Number of Rooms: 7,CO,Conejos,557,555,505,365,411,374,340,365,464,435
34,Number of Rooms: 8,CO,Conejos,261,240,220,235,273,283,222,282,298,322
35,Number of Rooms: 9+,CO,Conejos,305,332,386,410,388,396,395,351,341,359
26,Median Number of Rooms,CO,Costilla,4.9,4.8,4.8,4.8,4.7,4.9,5.0,5.0,5.1,5.1
27,Number of Rooms: 1,CO,Costilla,129,139,154,143,151,101,96,86,79,88
28,Number of Rooms: 2,CO,Costilla,58,59,50,68,94,61,62,102,118,123
29,Number of Rooms: 3,CO,Costilla,307,313,282,301,261,224,187,218,199,255
30,Number of Rooms: 4,CO,Costilla,478,564,622,627,650,636,514,457,425,433
31,Number of Rooms: 5,CO,Costilla,738,668,622,630,725,811,932,970,978,840
32,Number of Rooms: 6,CO,Costilla,512,499,482,413,329,334,438,432,468,506
33,Number of Rooms: 7,CO,Costilla,181,199,171,182,178,203,184,243,228,267
34,Number of Rooms: 8,CO,Costilla,66,111,136,158,133,162,110,117,145,167
35,Number of Rooms: 9+,CO,Costilla,70,35,83,96,136,137,164,163,177,166
26,Median Number of Rooms,CO,Crowley,5.5,5.6,5.6,5.6,5.7,5.8,5.7,5.6,5.5,5.5
27,Number of Rooms: 1,CO,Crowley,1,2,4,0,0,3,3,3,21,19
28,Number of Rooms: 2,CO,Crowley,14,15,18,16,13,12,17,20,19,24
29,Number of Rooms: 3,CO,Crowley,67,69,69,98,93,79,76,79,56,42
30,Number of Rooms: 4,CO,Crowley,324,337,316,334,330,344,364,380,346,302
31,Number of Rooms: 5,CO,Crowley,393,338,351,293,272,265,287,290,348,410
32,Number of Rooms: 6,CO,Crowley,309,354,329,327,330,269,211,264,263,280
33,Number of Rooms: 7,CO,Crowley,160,149,145,175,228,291,307,329,269,233
34,Number of Rooms: 8,CO,Crowley,137,104,125,127,138,152,159,134,172,183
35,Number of Rooms: 9+,CO,Crowley,164,190,203,181,149,131,135,88,90,96
26,Median Number of Rooms,CO,Custer,4.7,4.7,4.7,4.6,4.7,4.8,5.1,5.2,5.4,5.3
27,Number of Rooms: 1,CO,Custer,152,168,235,262,188,177,166,134,121,151
