,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",KY,136790,126759,124521,117906,116903,113803,107718,103602,96738,96775
8,"Household Income: $100,000 to $124,999",KY,97047,99885,109881,111418,112804,115157,120968,129818,134610,144784
9,"Household Income: $125,000 to $149,999",KY,44369,54005,54843,57961,59641,62298,69774,78362,81981,79088
10,"Household Income: $15,000 to $19,999",KY,119019,115751,113537,112081,113246,107657,105699,97907,93999,91258
11,"Household Income: $150,000 to $199,999",KY,38069,40266,42542,44237,51042,56389,59053,66346,70071,81644
12,"Household Income: $20,000 to $24,999",KY,116984,108914,112479,105732,110333,103126,96037,99928,94964,97164
13,"Household Income: $200,000 or more",KY,33370,37311,37870,45916,43655,50260,58604,61988,69212,71788
14,"Household Income: $25,000 to $29,999",KY,104498,97380,101225,95891,98217,96573,93583,87129,92196,87632
15,"Household Income: $30,000 to $34,999",KY,100640,97723,101223,95693,93984,99230,94616,96695,95711,87383
16,"Household Income: $35,000 to $39,999",KY,89192,86659,86161,85833,91378,91737,86913,86605,86612,79311
17,"Household Income: $40,000 to $44,999",KY,88925,85075,86451,91024,86819,84248,83909,85486,82543,82031
18,"Household Income: $45,000 to $49,999",KY,72181,79416,73895,77045,73470,75238,71296,72900,73744,72412
19,"Household Income: $50,000 to $59,999",KY,133467,128777,130092,140310,141884,139359,134990,133826,138742,138478
20,"Household Income: $60,000 to $74,999",KY,160819,162124,166789,169068,161283,172052,173468,166474,171351,184006
21,"Household Income: $75,000 to $99,999",KY,175271,171277,184330,183979,183824,191044,196195,202536,204609,217584
22,"Household Income: Less than $10,000",KY,173707,180812,181165,171529,173611,157997,164883,155432,145630,137394
23,Household Income: Total:,KY,1684348,1672134,1707004,1705623,1712094,1716168,1717706,1725034,1732713,1748732
24,Median Household Income,KY,40062.0,41141.0,41724.0,43399.0,42958.0,45215.0,46659.0,48375.0,50247.0,52295.0
